Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
56,ARI,2020-09-23,,TEX,W 7-3,38,36,7,12,7,0,2,3,7,1,0,1,7,.333,.368,.694,1.063,25,1,1,0,0,0
57,ARI,2020-09-25 (1),,COL,W 4-0 (7),31,25,4,9,7,0,1,1,4,1,0,6,3,.360,.484,.560,1.044,14,1,0,0,0,0
58,ARI,2020-09-25 (2),,COL,W 11-5 (7),40,32,11,13,10,1,0,2,10,0,0,6,5,.406,.525,.625,1.150,20,0,2,0,0,0
59,ARI,2020-09-26,,COL,L 3-10,36,35,3,6,5,1,0,0,1,0,0,1,9,.171,.194,.200,.394,7,0,0,0,0,0
60,ARI,2020-09-27,,COL,W 11-3,42,35,11,15,9,5,0,1,11,0,1,5,4,.429,.500,.657,1.157,23,1,1,0,1,0

1,ATL,2020-07-24,@,NYM,L 0-1,32,30,0,3,2,1,0,0,0,0,0,2,15,.100,.156,.133,.290,4,0,0,0,0,0
2,ATL,2020-07-25,@,NYM,W 5-3 (10),38,37,5,8,5,1,0,2,5,0,0,1,12,.216,.237,.405,.642,15,2,0,0,0,0
3,ATL,2020-07-26,@,NYM,W 14-1,48,43,14,17,6,7,0,4,14,0,0,5,6,.395,.458,.837,1.296,36,1,0,0,0,0
4,ATL,2020-07-27,@,TBR,L 5-14,36,34,5,4,2,0,0,2,5,0,0,2,19,.118,.167,.294,.461,10,0,0,0,0,0
5,ATL,2020-07-28,@,TBR,L 2-5,36,32,2,6,5,1,0,0,2,0,1,4,12,.188,.278,.219,.497,7,2,0,0,0,0
6,ATL,2020-07-29,,TBR,W 7-4,41,35,7,12,6,5,0,1,6,1,0,4,10,.343,.415,.571,.986,20,0,1,0,1,0
7,ATL,2020-07-30,,TBR,W 2-1,33,25,2,3,3,0,0,0,2,0,0,5,8,.120,.303,.120,.423,3,1,2,0,1,1
8,ATL,2020-07-31,,NYM,W 11-10,43,36,11,11,7,4,0,0,10,3,0,7,11,.306,.419,.417,.835,15,0,0,0,0,0
9,ATL,2020-08-01,,NYM,W 7-1,37,33,7,9,5,2,0,2,7,1,0,2,10,.273,.351,.515,.867,17,0,2,0,0,0
10,ATL,2020-08-02,,NYM,W 4-0,32,30,4,7,3,3,0,1,4,0,0,2,9,.233,.281,.433,.715,13,1,0,0,0,0
11,ATL,2020-08-03,,NYM,L 2-7,37,33,2,7,5,1,0,1,2,1,0,4,15,.212,.297,.333,.631,11,1,0,0,0,0
12,ATL,2020-08-04,,TOR,W 10-1,44,37,10,13,7,3,0,3,10,2,0,7,5,.351,.455,.676,1.130,25,1,0,0,0,1
13,ATL,2020-08-05,,TOR,L 1-2,32,28,1,3,2,0,0,1,1,0,1,4,12,.107,.219,.214,.433,6,1,0,0,0,0
14,ATL,2020-08-06,,TOR,W 4-3,32,28,4,4,1,1,0,2,4,0,0,3,8,.143,.219,.393,.612,11,0,0,0,1,0
15,ATL,2020-08-08,@,PHI,L 0-5,31,30,0,4,4,0,0,0,0,0,0,1,9,.133,.161,.133,.295,4,0,0,0,0,0
16,ATL,2020-08-09 (1),@,PHI,W 5-2 (7),33,27,5,9,5,3,0,1,5,0,1,5,7,.333,.455,.556,1.010,15,0,1,0,0,0
17,ATL,2020-08-09 (2),@,PHI,W 8-0 (7),36,35,8,14,8,2,1,3,8,0,0,1,8,.400,.417,.771,1.188,27,0,0,0,0,0
18,ATL,2020-08-10,@,PHI,L 8-13,36,34,8,9,3,3,0,3,8,0,0,1,11,.265,.278,.618,.895,21,1,0,0,1,0
19,ATL,2020-08-11,@,NYY,L 6-9,40,38,6,8,4,3,0,1,6,0,0,2,8,.211,.250,.368,.618,14,0,0,0,0,0
20,ATL,2020-08-12,@,NYY,L 3-6,41,38,3,11,8,2,0,1,3,0,0,3,8,.289,.341,.421,.763,16,0,0,0,0,0
21,ATL,2020-08-14,@,MIA,L 2-8,35,35,2,9,6,2,0,1,2,0,0,0,9,.257,.257,.400,.657,14,1,0,0,0,0
22,ATL,2020-08-15,@,MIA,W 2-1,35,32,2,7,3,2,0,2,2,0,0,3,6,.219,.286,.469,.754,15,1,0,0,0,0
23,ATL,2020-08-16,@,MIA,W 4-0,38,35,4,8,6,2,0,0,4,0,0,3,16,.229,.289,.286,.575,10,0,0,0,0,0
24,ATL,2020-08-17,,WSN,W 7-6,46,39,7,13,8,3,0,2,7,1,0,6,7,.333,.435,.564,.999,22,0,1,0,0,1
25,ATL,2020-08-18,,WSN,L 5-8,43,39,5,14,10,3,0,1,5,0,0,4,9,.359,.419,.513,.931,20,1,0,0,0,0
26,ATL,2020-08-21,,PHI,W 11-2,43,38,11,14,9,2,0,3,10,0,0,4,10,.368,.419,.658,1.076,25,1,0,0,1,0
27,ATL,2020-08-22,,PHI,W 6-5,40,37,6,11,8,2,0,1,6,0,0,2,10,.297,.350,.432,.782,16,0,1,0,0,1
28,ATL,2020-08-23,,PHI,L 4-5,38,34,4,9,3,6,0,0,4,0,0,4,10,.265,.342,.441,.783,15,1,0,0,0,0
29,ATL,2020-08-26 (1),,NYY,W 5-1 (7),26,24,5,6,1,2,0,3,5,1,0,2,11,.250,.308,.708,1.016,17,0,0,0,0,0
30,ATL,2020-08-26 (2),,NYY,W 2-1 (7),22,22,2,5,4,0,0,1,2,0,0,0,6,.227,.227,.364,.591,8,1,0,0,0,0
31,ATL,2020-08-28,@,PHI,L 4-7 (11),45,40,4,10,5,3,0,2,3,1,1,5,8,.250,.333,.475,.808,19,3,0,0,0,0
32,ATL,2020-08-29,@,PHI,L 1-4,32,31,1,5,3,1,0,1,1,0,0,1,9,.161,.188,.290,.478,9,1,0,0,0,0
33,ATL,2020-08-30,@,PHI,W 12-10,52,42,12,15,10,3,0,2,12,0,0,10,8,.357,.481,.571,1.052,24,0,0,0,0,1
34,ATL,2020-08-31,@,BOS,W 6-3,42,38,6,12,7,3,1,1,6,0,0,4,13,.316,.381,.526,.907,20,1,0,0,0,0
35,ATL,2020-09-01,@,BOS,W 10-3,44,41,10,14,9,2,0,3,10,0,0,2,7,.341,.386,.610,.996,25,0,1,0,0,0
36,ATL,2020-09-02,@,BOS,W 7-5,40,38,7,10,5,1,0,4,7,0,0,2,7,.263,.300,.605,.905,23,0,0,0,0,0
37,ATL,2020-09-04 (1),,WSN,W 7-1 (7),31,29,7,11,6,2,0,3,6,0,0,2,6,.379,.419,.759,1.178,22,0,0,0,0,0
38,ATL,2020-09-04 (2),,WSN,L 9-10 (7),36,30,9,8,2,2,0,4,9,0,0,6,11,.267,.389,.733,1.122,22,1,0,0,0,0
39,ATL,2020-09-05,,WSN,L 4-10,38,33,4,6,2,1,0,3,4,0,0,5,7,.182,.289,.485,.774,16,0,0,0,0,1
40,ATL,2020-09-06,,WSN,W 10-3,45,35,10,13,7,4,0,2,10,0,0,9,7,.371,.511,.657,1.168,23,2,1,0,0,1
41,ATL,2020-09-07,,MIA,L 4-5 (10),44,34,4,8,3,3,1,1,4,2,0,7,4,.235,.395,.471,.866,16,2,2,1,0,2
42,ATL,2020-09-08,,MIA,L 0-8,34,31,0,4,3,1,0,0,0,0,0,2,10,.129,.206,.161,.367,5,0,1,0,0,0
43,ATL,2020-09-09,,MIA,W 29-9,58,47,29,23,14,2,0,7,28,2,0,9,9,.489,.569,.979,1.548,46,0,1,0,1,0
44,ATL,2020-09-10,@,WSN,W 7-6,37,33,7,9,5,0,0,4,7,1,0,3,6,.273,.351,.636,.988,21,2,1,0,0,0
45,ATL,2020-09-11,@,WSN,L 7-8 (12),62,49,7,14,10,3,0,1,7,1,0,12,9,.286,.435,.408,.844,20,1,1,0,0,1
46,ATL,2020-09-12,@,WSN,W 2-1,36,36,2,9,8,1,0,0,2,2,0,0,12,.250,.250,.278,.528,10,1,0,0,0,0
47,ATL,2020-09-13,@,WSN,W 8-4,41,37,8,10,5,3,0,2,8,1,0,4,14,.270,.341,.514,.855,19,0,0,0,0,1
48,ATL,2020-09-14,@,BAL,L 1-14,35,30,1,5,4,0,0,1,1,0,0,4,5,.167,.286,.267,.552,8,2,1,0,0,0
49,ATL,2020-09-15,@,BAL,W 5-1,43,38,5,13,8,4,0,1,5,0,0,4,6,.342,.395,.526,.922,20,0,0,0,1,0
50,ATL,2020-09-16,@,BAL,L 1-5,33,32,1,6,6,0,0,0,0,0,0,1,11,.188,.212,.188,.400,6,1,0,0,0,0
51,ATL,2020-09-18,@,NYM,W 15-2,52,43,15,17,7,4,0,6,15,0,0,9,12,.395,.500,.907,1.407,39,0,0,0,0,0
52,ATL,2020-09-19,@,NYM,L 2-7,38,31,2,6,0,4,0,2,2,0,0,7,15,.194,.342,.516,.858,16,1,0,0,0,0
53,ATL,2020-09-20,@,NYM,W 7-0,41,34,7,7,2,4,0,1,7,0,0,6,12,.206,.341,.412,.753,14,0,1,0,0,0
54,ATL,2020-09-21,,MIA,W 5-4,34,31,5,8,5,3,0,0,5,0,0,3,11,.258,.324,.355,.678,11,1,0,0,0,0
55,ATL,2020-09-22,,MIA,W 11-1,41,39,11,15,7,3,0,5,10,0,0,2,6,.385,.415,.846,1.261,33,1,0,0,0,0
56,ATL,2020-09-23,,MIA,W 9-4,39,33,9,10,8,1,0,1,9,0,0,6,5,.303,.410,.424,.834,14,1,0,0,0,0
57,ATL,2020-09-24,,MIA,L 2-4,40,33,2,6,5,1,0,0,2,2,0,6,13,.182,.325,.212,.537,7,0,1,0,0,0
58,ATL,2020-09-25,,BOS,W 8-7 (11),53,42,8,11,6,3,0,2,7,1,0,7,11,.262,.415,.476,.891,20,0,4,0,0,2
59,ATL,2020-09-26,,BOS,L 2-8,36,32,2,6,4,1,0,1,1,0,0,4,13,.188,.278,.313,.590,10,1,0,0,0,0
60,ATL,2020-09-27,,BOS,L 1-9,38,34,1,7,5,1,0,1,1,0,0,4,9,.206,.289,.324,.613,11,0,0,0,0,0

1,BAL,2020-07-24,@,BOS,L 2-13,34,31,2,6,2,3,0,1,2,0,0,1,8,.194,.265,.387,.652,12,2,2,0,0,0
2,BAL,2020-07-25,@,BOS,W 7-2,39,37,7,10,7,3,0,0,6,0,0,2,5,.270,.308,.351,.659,13,0,0,0,0,0
3,BAL,2020-07-26,@,BOS,W 7-4,43,33,7,10,5,3,0,2,7,0,1,8,4,.303,.429,.576,1.004,19,0,0,1,1,0
4,BAL,2020-07-29,,NYY,L 3-9,36,32,3,5,1,3,0,1,3,0,0,4,10,.156,.250,.344,.594,11,0,0,0,0,0
5,BAL,2020-07-30,,NYY,L 6-8,37,32,6,6,3,0,0,3,6,1,0,4,8,.188,.297,.469,.766,15,1,1,0,0,0
6,BAL,2020-07-31,,TBR,W 6-3,39,36,6,12,7,2,0,3,5,1,0,2,9,.333,.368,.639,1.007,23,1,0,1,0,0
7,BAL,2020-08-01,,TBR,W 5-4 (11),45,38,5,8,7,0,0,1,5,2,1,5,11,.211,.295,.289,.585,11,0,0,1,1,1
8,BAL,2020-08-02,,TBR,W 5-1,39,35,5,12,8,2,0,2,5,1,0,3,8,.343,.410,.571,.982,20,0,1,0,0,0
9,BAL,2020-08-04,,MIA,L 0-4,31,30,0,3,2,1,0,0,0,1,0,1,11,.100,.129,.133,.262,4,0,0,0,0,0
10,BAL,2020-08-05 (1),,MIA,L 0-1 (7),27,23,0,3,2,1,0,0,0,0,0,2,7,.130,.259,.174,.433,4,1,2,0,0,0
11,BAL,2020-08-05 (2),,MIA,L 1-2 (7),28,24,1,4,3,1,0,0,1,0,0,4,7,.167,.286,.208,.494,5,1,0,0,0,0
12,BAL,2020-08-06,,MIA,L 7-8,39,36,7,10,2,3,1,4,7,0,0,1,6,.278,.308,.750,1.058,27,1,1,0,1,0
13,BAL,2020-08-07,@,WSN,W 11-0,52,46,11,19,11,7,0,1,11,0,0,5,9,.413,.462,.630,1.092,29,0,0,0,1,0
14,BAL,2020-08-08,@,WSN,W 5-3,35,32,5,5,2,0,0,3,5,1,1,2,9,.156,.229,.438,.666,14,0,1,0,0,0
15,BAL,2020-08-09,@,WSN,W 6-2,37,34,6,8,7,1,0,0,6,0,0,3,8,.235,.297,.265,.562,9,1,0,0,0,0
16,BAL,2020-08-11,@,PHI,W 10-9 (10),46,43,10,16,9,6,0,1,10,0,2,3,6,.372,.413,.581,.994,25,0,0,0,0,1
17,BAL,2020-08-12,@,PHI,W 5-4,40,38,5,11,5,3,0,3,5,0,0,2,15,.289,.325,.605,.930,23,0,0,0,0,0
18,BAL,2020-08-13,@,PHI,W 11-4,44,39,11,15,11,2,0,2,11,0,0,5,8,.385,.455,.590,1.044,23,1,0,0,0,0
19,BAL,2020-08-14,,WSN,L 3-15,37,32,3,6,3,2,0,1,3,0,0,4,1,.188,.278,.344,.622,11,0,0,1,0,0
20,BAL,2020-08-15,,WSN,W 7-3,40,36,7,13,8,3,1,1,7,1,0,3,5,.361,.400,.583,.983,21,1,0,0,1,0
21,BAL,2020-08-16,,WSN,L 5-6,37,35,5,8,5,0,0,3,5,1,0,1,15,.229,.270,.486,.756,17,0,1,0,0,0
22,BAL,2020-08-17,,TOR,L 2-7,31,30,2,5,4,1,0,0,2,0,0,1,6,.167,.194,.200,.394,6,2,0,0,0,0
23,BAL,2020-08-18,,TOR,L 7-8 (10),45,40,7,12,6,3,0,3,7,1,0,4,11,.300,.356,.600,.956,24,0,0,0,1,1
24,BAL,2020-08-19,,TOR,L 2-5,39,36,2,10,8,2,0,0,1,0,0,3,8,.278,.333,.333,.667,12,0,0,0,0,0
25,BAL,2020-08-20,,BOS,L 1-7,33,31,1,5,4,0,0,1,1,0,0,1,10,.161,.188,.258,.446,8,0,0,1,0,0
26,BAL,2020-08-21,,BOS,L 5-8,39,34,5,8,5,0,0,3,5,0,0,5,9,.235,.333,.500,.833,17,1,0,0,0,0
27,BAL,2020-08-22,,BOS,W 5-4 (10),40,35,5,10,7,1,0,2,4,0,1,4,9,.286,.359,.486,.845,17,1,0,1,0,1
28,BAL,2020-08-23,,BOS,W 5-4,39,32,5,10,5,5,0,0,5,0,0,5,9,.313,.421,.469,.890,15,0,1,1,0,0
29,BAL,2020-08-25,@,TBR,L 2-4,35,34,2,7,6,0,0,1,2,0,0,1,15,.206,.229,.294,.523,10,0,0,0,0,0
30,BAL,2020-08-26,@,TBR,L 3-4,37,34,3,8,7,1,0,0,2,1,0,2,9,.235,.278,.265,.542,9,1,0,1,0,0
31,BAL,2020-08-28,@,TOR,L 4-5 (10),39,36,4,10,9,0,0,1,2,0,2,2,12,.278,.316,.361,.677,13,2,0,1,0,0
32,BAL,2020-08-29,@,TOR,L 0-5,35,32,0,5,4,1,0,0,0,0,0,3,7,.156,.229,.188,.416,6,0,0,0,0,0
33,BAL,2020-08-30,@,TOR,L 5-6,40,35,5,12,8,1,1,2,5,1,1,3,8,.343,.410,.600,1.010,21,2,1,1,0,1
34,BAL,2020-08-31,@,TOR,W 4-3 (11),43,41,4,10,5,5,0,0,4,0,0,1,14,.244,.262,.366,.628,15,0,0,1,0,0
35,BAL,2020-09-01,,NYM,W 9-5,41,37,9,15,9,3,0,3,9,0,0,1,5,.405,.436,.730,1.166,27,0,1,2,0,0
36,BAL,2020-09-02,,NYM,L 4-9,40,36,4,10,9,0,1,0,2,0,0,3,6,.278,.350,.333,.683,12,1,1,0,0,0
37,BAL,2020-09-04 (1),,NYY,L 5-6 (9),41,33,5,7,4,0,0,3,4,1,0,7,6,.212,.366,.485,.851,16,1,1,0,0,0
38,BAL,2020-09-04 (2),,NYY,W 6-3 (7),31,26,6,8,6,1,0,1,6,2,1,3,7,.308,.419,.462,.881,12,0,2,0,0,0
39,BAL,2020-09-05,,NYY,W 6-1,33,30,6,6,2,2,0,2,6,0,0,2,12,.200,.273,.467,.739,14,0,1,0,0,0
40,BAL,2020-09-06,,NYY,W 5-1,35,32,5,9,8,0,0,1,5,0,0,2,10,.281,.314,.375,.689,12,0,0,0,1,0
41,BAL,2020-09-08,@,NYM,W 11-2,43,41,11,14,6,3,1,4,11,0,0,2,8,.341,.372,.756,1.128,31,1,0,0,0,0
42,BAL,2020-09-09,@,NYM,L 6-7,46,40,6,14,12,1,0,1,6,1,0,3,7,.350,.435,.450,.885,18,0,3,0,0,0
43,BAL,2020-09-11 (1),@,NYY,L 0-6 (7),25,24,0,2,2,0,0,0,0,0,0,1,9,.083,.120,.083,.203,2,0,0,0,0,0
44,BAL,2020-09-11 (2),@,NYY,L 1-10 (7),26,24,1,4,2,1,0,1,1,0,1,1,7,.167,.231,.333,.564,8,0,1,0,0,0
45,BAL,2020-09-12,@,NYY,L 1-2 (10),37,36,1,4,3,1,0,0,1,0,0,1,12,.111,.135,.139,.274,5,0,0,0,0,0
46,BAL,2020-09-13,@,NYY,L 1-3,33,32,1,6,4,1,0,1,1,0,1,1,10,.188,.212,.313,.525,10,0,0,0,0,0
47,BAL,2020-09-14,,ATL,W 14-1,47,38,14,15,11,0,0,4,14,1,0,9,9,.395,.511,.711,1.221,27,1,0,0,0,0
48,BAL,2020-09-15,,ATL,L 1-5,30,30,1,4,2,2,0,0,1,0,0,0,9,.133,.133,.200,.333,6,1,0,0,0,0
49,BAL,2020-09-16,,ATL,W 5-1,32,29,5,7,4,3,0,0,5,0,0,1,7,.241,.281,.345,.626,10,1,1,0,1,0
50,BAL,2020-09-17 (1),,TBR,L 1-3 (7),27,22,1,3,3,0,0,0,1,0,0,4,5,.136,.269,.136,.406,3,1,0,1,0,0
51,BAL,2020-09-17 (2),,TBR,L 6-10 (7),34,31,6,10,6,2,0,2,6,0,0,2,9,.323,.382,.581,.963,18,1,1,0,0,0
52,BAL,2020-09-18,,TBR,L 1-2,34,32,1,5,4,0,0,1,1,0,0,2,14,.156,.206,.250,.456,8,0,0,0,0,0
53,BAL,2020-09-19,,TBR,L 1-3,37,32,1,6,5,1,0,0,1,0,1,2,9,.188,.297,.219,.516,7,0,3,0,0,0
54,BAL,2020-09-20,,TBR,W 2-1,31,29,2,5,5,0,0,0,2,0,0,2,9,.172,.226,.172,.398,5,0,0,0,0,0
55,BAL,2020-09-22,@,BOS,L 3-8,42,38,3,11,8,2,0,1,3,1,0,4,13,.289,.357,.421,.778,16,2,0,0,0,0
56,BAL,2020-09-23,@,BOS,L 1-9,38,35,1,11,10,0,0,1,1,0,0,3,13,.314,.368,.400,.768,14,2,0,0,0,0
57,BAL,2020-09-24,@,BOS,W 13-1,47,42,13,18,8,7,0,3,13,1,0,2,3,.429,.457,.810,1.266,34,0,1,1,1,0
58,BAL,2020-09-25,@,TOR,L 5-10,37,35,5,8,4,1,0,3,5,0,0,2,7,.229,.270,.514,.785,18,0,0,0,0,0
59,BAL,2020-09-26,@,TOR,L 2-5,35,35,2,9,6,3,0,0,2,0,0,0,6,.257,.257,.343,.600,12,0,0,0,0,0
60,BAL,2020-09-27,@,TOR,W 7-5,40,35,7,10,6,2,2,0,7,0,1,4,5,.286,.350,.457,.807,16,1,0,0,1,0

1,BOS,2020-07-24,,BAL,W 13-2,47,40,13,17,9,8,0,0,13,0,0,7,9,.425,.511,.625,1.136,25,0,0,0,0,0
2,BOS,2020-07-25,,BAL,L 2-7,39,37,2,9,8,0,0,1,2,0,0,0,11,.243,.282,.324,.606,12,0,2,0,0,0
3,BOS,2020-07-26,,BAL,L 4-7,34,34,4,7,4,1,0,2,4,0,0,0,6,.206,.206,.412,.618,14,1,0,0,0,0
