Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
31,Thursday May 6,boxscore,ATL,@,WSN,W,3,2,,15-16,3,1.5,Smyly,Lester,Smith,2:53,D,8561,1.10,+++,
32,Friday May 7,boxscore,ATL,,PHI,L,2,12,,15-17,3,2.5,Eflin,Morton,,3:23,N,38952,1.21,-,
33,Saturday May 8,boxscore,ATL,,PHI,W-wo,8,7,12,16-17,3,2.0,Webb,De Los Santos,,4:47,N,39852,1.09,+,
34,Sunday May 9,boxscore,ATL,,PHI,W,6,1,,17-17,3,2.0,Ynoa,Nola,,2:44,N,28829,1.16,++,
35,Tuesday May 11,boxscore,ATL,,TOR,L,3,5,,17-18,3,3.0,Thornton,Minter,Romano,3:15,N,21688,.98,-,
36,Wednesday May 12,boxscore,ATL,,TOR,L,1,4,,17-19,3,4.0,Ryu,Jackson,Cole,2:42,N,21171,1.00,--,
37,Thursday May 13,boxscore,ATL,,TOR,L,4,8,,17-20,3,4.5,Bergen,Smith,,3:14,D,21653,.88,---,
38,Friday May 14,boxscore,ATL,@,MIL,W,6,3,,18-20,3,3.5,Smyly,Houser,,3:23,N,12130,.89,+,
39,Saturday May 15,boxscore,ATL,@,MIL,W,5,1,,19-20,3,2.5,Anderson,Anderson,,2:54,N,16344,.96,++,
40,Sunday May 16,boxscore,ATL,@,MIL,L,9,10,,19-21,3,2.5,Peralta,Ynoa,Hader,3:45,D,16044,1.05,-,
41,Monday May 17,boxscore,ATL,,NYM,L,1,3,,19-22,3,3.5,Reid-Foley,Fried,Díaz,3:14,N,22691,1.10,--,
42,Tuesday May 18,boxscore,ATL,,NYM,L,3,4,,19-23,3,4.5,Familia,Smith,Díaz,2:36,N,21667,1.07,---,
43,Wednesday May 19,boxscore,ATL,,NYM,W-wo,5,4,,20-23,3,3.5,Smith,Barnes,,2:50,N,22619,1.03,+,
44,Thursday May 20,boxscore,ATL,,PIT,L,4,6,10,20-24,3,4.0,Rodríguez,Webb,,3:43,N,21430,.86,-,
45,Friday May 21,boxscore,ATL,,PIT,W,20,1,,21-24,3,4.0,Anderson,Anderson,,3:09,N,37545,.80,+,
46,Saturday May 22,boxscore,ATL,,PIT,W,6,1,,22-24,2,3.0,Wilson,Keller,,2:51,D,40068,.87,++,
47,Sunday May 23,boxscore,ATL,,PIT,W,7,1,,23-24,2,2.0,Fried,Brubaker,,2:30,D,39874,.91,+++,
48,Tuesday May 25,boxscore,ATL,@,BOS,W,3,1,,24-24,2,1.5,Morton,Richards,Smith,3:06,N,9357,.96,++++,
49,Wednesday May 26,boxscore,ATL,@,BOS,L,5,9,,24-25,2,2.0,Pivetta,Smyly,,2:56,N,9197,1.05,-,
50,Saturday May 29,boxscore,ATL,@,NYM,L,2,13,,24-26,2,4.0,Walker,Anderson,,3:27,N,10251,1.23,--,
51,Monday May 31,boxscore,ATL,,WSN,W,5,3,,25-26,2,4.0,Morton,Ross,Smith,3:05,N,37668,.99,+,
52,Tuesday Jun 1,boxscore,ATL,,WSN,L,6,11,,25-27,2,4.0,Voth,Fried,,3:54,N,24083,1.02,-,
53,Wednesday Jun 2,boxscore,ATL,,WSN,L,3,5,,25-28,2,5.0,Hudson,Minter,Hand,3:24,N,32752,.98,--,
54,Thursday Jun 3,boxscore,ATL,,WSN,W,5,1,,26-28,2,4.0,Tomlin,Corbin,,2:47,D,25595,.94,+,
55,Friday Jun 4,boxscore,ATL,,LAD,L,5,9,,26-29,2,4.0,Urías,Anderson,,3:45,N,40514,.96,-,
56,Saturday Jun 5,boxscore,ATL,,LAD,W,6,4,,27-29,2,4.0,Morton,Kershaw,Smith,3:16,N,41136,.93,+,
57,Sunday Jun 6,boxscore,ATL,,LAD,W,4,2,,28-29,2,4.0,Fried,Bauer,Smith,3:21,D,39439,.95,++,
58,Tuesday Jun 8,boxscore,ATL,@,PHI,W,9,5,,29-29,2,3.0,Newcomb,Brogdon,,3:45,N,13125,1.11,+++,
59,Wednesday Jun 9,boxscore,ATL,@,PHI,L-wo,1,2,,29-30,2,4.0,Suárez,Smith,,2:51,N,13552,1.27,-,
60,Thursday Jun 10,boxscore,ATL,@,PHI,L-wo,3,4,10,29-31,3,4.5,Alvarado,Martin,,3:30,D,14261,1.17,--,
61,Friday Jun 11,boxscore,ATL,@,MIA,L,3,4,,29-32,3,5.5,Alcantara,Morton,Garcia,3:23,N,6595,.95,---,
62,Saturday Jun 12,boxscore,ATL,@,MIA,L,2,4,,29-33,3,6.5,Thompson,Fried,Floro,2:47,D,8158,.88,----,
63,Sunday Jun 13,boxscore,ATL,@,MIA,W,6,4,,30-33,3,5.5,Smyly,López,Smith,3:45,D,8448,.75,+,
64,Tuesday Jun 15,boxscore,ATL,,BOS,L,8,10,,30-34,3,7.0,Sawamura,Martin,Barnes,3:32,N,36638,.79,-,
65,Wednesday Jun 16,boxscore,ATL,,BOS,L,8,10,,30-35,3,8.0,Ríos,Greene,Ottavino,4:10,N,39847,.65,--,
66,Thursday Jun 17,boxscore,ATL,,STL,W,4,0,,31-35,3,7.0,Morton,Gant,,2:54,N,33412,.60,+,
67,Friday Jun 18,boxscore,ATL,,STL,W,9,1,,32-35,3,6.0,Fried,Martinez,,2:51,N,40377,.64,++,
68,Sunday Jun 20 (1),boxscore,ATL,,STL,L,1,9,7,32-36,3,5.5,Wainwright,Wilson,,2:16,D,33781,.75,-,
69,Sunday Jun 20 (2),boxscore,ATL,,STL,W,1,0,7,33-36,3,5.5,Smyly,Kim,Smith,1:58,N,36977,.66,+,
70,Monday Jun 21 (1),boxscore,ATL,@,NYM,L,2,4,7,33-37,3,5.5,deGrom,Muller,Díaz,2:12,N,,.97,-,
71,Monday Jun 21 (2),boxscore,ATL,@,NYM,W,1,0,7,34-37,3,5.5,Anderson,Castro,Smith,2:33,N,18698,1.06,+,
72,Tuesday Jun 22,boxscore,ATL,@,NYM,W,3,0,,35-37,2,4.5,Morton,Díaz,Smith,3:02,N,17063,1.10,++,
73,Wednesday Jun 23,boxscore,ATL,@,NYM,L,3,7,,35-38,3,5.5,Oswalt,Wright,Díaz,3:42,N,15645,1.26,-,
74,Thursday Jun 24,boxscore,ATL,@,CIN,L,3,5,,35-39,4,6.0,Santillan,Chavez,Brach,3:12,N,23941,.78,--,
75,Friday Jun 25,boxscore,ATL,@,CIN,W,3,2,,36-39,3,5.5,Smyly,Gutiérrez,Smith,3:03,N,30231,.74,+,
76,Saturday Jun 26,boxscore,ATL,@,CIN,L,1,4,,36-40,3,6.5,Castillo,Anderson,Garrett,2:35,D,34671,.82,-,
77,Sunday Jun 27,boxscore,ATL,@,CIN,W,4,0,,37-40,3,5.5,Muller,Mahle,,3:15,D,21696,.73,+,
78,Tuesday Jun 29,boxscore,ATL,,NYM,L,3,4,,37-41,4,6.0,Smith,Minter,Díaz,3:15,N,29274,1.13,-,
79,Wednesday Jun 30,boxscore,ATL,,NYM,W,20,2,,38-41,3,5.0,Fried,Peterson,,3:21,N,28405,.89,+,
80,Thursday Jul 1,boxscore,ATL,,NYM,W-wo,4,3,,39-41,3,4.0,Smith,Lugo,,3:05,N,35777,1.02,++,
81,Friday Jul 2,boxscore,ATL,,MIA,W,1,0,,40-41,3,3.5,Smyly,López,Smith,3:24,N,38203,.97,+++,
82,Saturday Jul 3,boxscore,ATL,,MIA,L,2,3,,40-42,3,4.5,Alcantara,Muller,Garcia,3:14,D,38526,.98,-,
83,Sunday Jul 4,boxscore,ATL,,MIA,W-wo,8,7,10,41-42,2,4.0,Smith,Bass,,4:08,D,34485,.90,+,
84,Monday Jul 5,boxscore,ATL,@,PIT,L,1,11,,41-43,3,5.0,De Jong,Fried,,3:31,N,11600,.89,-,
85,Tuesday Jul 6,boxscore,ATL,@,PIT,L-wo,1,2,,41-44,4,5.5,Rodríguez,Matzek,,3:20,N,10844,.80,--,
86,Wednesday Jul 7,boxscore,ATL,@,PIT,W,14,3,,42-44,3,5.0,Smyly,Crick,,4:08,D,10094,.74,+,
87,Friday Jul 9,boxscore,ATL,@,MIA,W,5,0,,43-44,2,5.0,Morton,Bass,,3:01,N,7446,.91,++,
88,Saturday Jul 10,boxscore,ATL,@,MIA,W,5,4,,44-44,2,4.5,Fried,Rogers,Smith,3:37,D,12178,.93,+++,
89,Sunday Jul 11,boxscore,ATL,@,MIA,L,4,7,,44-45,3,4.5,López,Anderson,,3:05,D,9456,1.09,-,
90,Friday Jul 16,boxscore,ATL,,TBR,L,6,7,10,44-46,3,4.5,Wisler,Chavez,Fairbanks,3:46,N,40485,.97,--,
91,Saturday Jul 17,boxscore,ATL,,TBR,W,9,0,,45-46,3,3.5,Fried,Fleming,,2:33,N,40868,.93,+,
92,Sunday Jul 18,boxscore,ATL,,TBR,L,5,7,,45-47,3,4.5,Springs,Minter,Fairbanks,3:11,D,34544,.99,-,
93,Tuesday Jul 20,boxscore,ATL,,SDP,W,2,1,,46-47,3,4.0,Toussaint,Darvish,Smith,2:50,N,36621,.82,+,
94,Wednesday Jul 21 (1),boxscore,ATL,,SDP,L,2,3,7,46-48,3,5.5,Paddack,Muller,Melancon,2:36,D,28621,.98,-,
95,Wednesday Jul 21 (2),boxscore,ATL,,SDP,L,5,6,7,46-49,3,5.5,Hudson,Smith,Melancon,2:06,N,,.87,--,
96,Thursday Jul 22,boxscore,ATL,@,PHI,W,7,2,,47-49,3,5.0,Morton,Moore,,3:09,N,22645,1.06,+,
97,Friday Jul 23,boxscore,ATL,@,PHI,L,1,5,,47-50,3,6.0,Wheeler,Fried,,3:10,N,23546,1.17,-,
98,Saturday Jul 24,boxscore,ATL,@,PHI,W,15,3,,48-50,3,5.0,Tomlin,Velasquez,,3:31,N,24479,.98,+,
99,Sunday Jul 25,boxscore,ATL,@,PHI,L,1,2,,48-51,3,6.0,Nola,Toussaint,Suárez,2:30,D,19370,1.25,-,
100,Monday Jul 26 (1),boxscore,ATL,@,NYM,W,2,0,7,49-51,3,6.0,Muller,Stroman,Smith,2:12,N,,1.30,+,
101,Monday Jul 26 (2),boxscore,ATL,@,NYM,L,0,1,7,49-52,3,6.0,May,Jackson,Díaz,2:11,N,24384,1.50,-,
102,Tuesday Jul 27,boxscore,ATL,@,NYM,W,12,5,,50-52,3,5.0,Morton,Eickhoff,,3:10,N,24000,1.24,+,
103,Wednesday Jul 28,boxscore,ATL,@,NYM,L,1,2,,50-53,3,6.0,May,Fried,Díaz,3:01,N,25787,1.52,-,
104,Thursday Jul 29,boxscore,ATL,@,NYM,W,6,3,,51-53,3,5.0,Chavez,Walker,Smith,2:53,D,26080,1.33,+,
105,Friday Jul 30,boxscore,ATL,,MIL,L,5,9,,51-54,3,5.0,Boxberger,Toussaint,,3:37,N,38680,1.03,-,
106,Saturday Jul 31,boxscore,ATL,,MIL,W,8,1,,52-54,2,5.0,Chavez,Woodruff,,3:27,N,39088,1.01,+,
107,Sunday Aug 1,boxscore,ATL,,MIL,L,1,2,,52-55,3,5.0,Anderson,Morton,Hader,2:38,D,33469,1.08,-,
108,Tuesday Aug 3,boxscore,ATL,@,STL,W,6,1,,53-55,3,3.5,Fried,Lester,,2:39,N,31509,1.06,+,
109,Wednesday Aug 4,boxscore,ATL,@,STL,W,7,4,,54-55,3,3.5,Martin,Gallegos,Smith,3:28,N,32205,1.21,++,
110,Thursday Aug 5,boxscore,ATL,@,STL,W,8,4,,55-55,3,2.5,Santana,Gallegos,,3:30,N,30549,1.24,+++,
111,Friday Aug 6,boxscore,ATL,,WSN,W,8,4,,56-55,3,1.5,Santana,Fedde,,3:11,N,34454,1.32,++++,
112,Saturday Aug 7,boxscore,ATL,,WSN,L,2,3,,56-56,3,2.5,Machado,Smith,Finnegan,3:01,N,38300,1.50,-,
113,Sunday Aug 8,boxscore,ATL,,WSN,W,5,4,,57-56,3,2.5,Fried,Corbin,Martin,2:42,D,29101,1.34,+,
114,Tuesday Aug 10,boxscore,ATL,,CIN,W,3,2,,58-56,3,1.5,Smyly,Hembree,Smith,3:02,N,24432,1.41,++,
115,Wednesday Aug 11,boxscore,ATL,,CIN,W-wo,8,6,11,59-56,2,0.5,Santana,Sims,,3:58,N,23375,1.56,+++,
116,Thursday Aug 12,boxscore,ATL,,CIN,L,3,12,,59-57,3,1.5,Gutiérrez,Muller,,3:12,N,23395,1.67,-,
117,Friday Aug 13,boxscore,ATL,@,WSN,W,4,2,,60-57,3,0.5,Morton,Gray,Smith,3:02,N,24812,1.49,+,
118,Saturday Aug 14,boxscore,ATL,@,WSN,W,12,2,,61-57,2,0.5,Fried,Corbin,,3:17,N,27959,1.69,++,
119,Sunday Aug 15,boxscore,ATL,@,WSN,W,6,5,,62-57,1,up 0.5,Chavez,Espino,Smith,3:19,D,27488,1.74,+++,
120,Monday Aug 16,boxscore,ATL,@,MIA,W,12,2,,63-57,1,up 1.0,Toussaint,Garrett,,3:28,N,6442,1.89,++++,
121,Tuesday Aug 17,boxscore,ATL,@,MIA,W,2,0,,64-57,1,up 2.0,Martin,Alcantara,Smith,2:33,N,6079,1.85,+++++,
122,Wednesday Aug 18,boxscore,ATL,@,MIA,W,11,9,,65-57,1,up 3.0,Morton,Luzardo,,3:49,N,6871,1.75,++++++,
123,Friday Aug 20,boxscore,ATL,@,BAL,W,3,0,,66-57,1,up 3.5,Fried,Akin,,2:29,N,13583,1.57,+++++++,
124,Saturday Aug 21,boxscore,ATL,@,BAL,W,5,4,,67-57,1,up 4.5,Smyly,Harvey,Smith,3:01,N,15774,1.50,++++++++,
125,Sunday Aug 22,boxscore,ATL,@,BAL,W,3,1,,68-57,1,up 4.5,Toussaint,Means,Smith,2:55,D,11180,1.28,+++++++++,
126,Monday Aug 23,boxscore,ATL,,NYY,L,1,5,,68-58,1,up 4.0,Montgomery,Ynoa,,2:58,N,39176,1.23,-,
127,Tuesday Aug 24,boxscore,ATL,,NYY,L,4,5,,68-59,1,up 4.0,Holmes,Morton,Peralta,3:35,N,37426,1.38,--,
128,Friday Aug 27,boxscore,ATL,,SFG,W,6,5,,69-59,1,up 5.0,Minter,Watson,Smith,2:54,N,35586,1.07,+,
129,Saturday Aug 28,boxscore,ATL,,SFG,L,0,5,,69-60,1,up 4.0,Webb,Ynoa,,2:53,N,39558,.97,-,
130,Sunday Aug 29,boxscore,ATL,,SFG,W,9,0,,70-60,1,up 4.0,Anderson,DeSclafani,,3:15,D,28820,1.24,+,
131,Monday Aug 30,boxscore,ATL,@,LAD,L,3,5,,70-61,1,up 3.0,Urías,Smyly,Treinen,3:00,N,49410,1.23,-,
132,Tuesday Aug 31,boxscore,ATL,@,LAD,L,2,3,,70-62,1,up 2.0,Treinen,Matzek,Jansen,2:55,N,44952,1.54,--,
133,Wednesday Sep 1,boxscore,ATL,@,LAD,L,3,4,,70-63,1,up 1.5,Bickford,Martin,Kelly,3:00,N,47473,1.82,---,
134,Thursday Sep 2,boxscore,ATL,@,COL,W,6,5,,71-63,1,up 1.5,Webb,Almonte,Smith,2:51,N,21481,1.90,+,
135,Friday Sep 3,boxscore,ATL,@,COL,L,3,4,,71-64,1,up 1.5,Senzatela,Ynoa,Estévez,2:31,N,24371,1.99,-,
136,Saturday Sep 4,boxscore,ATL,@,COL,L,6,7,,71-65,1,up 1.5,Kinley,Minter,Estévez,3:10,N,35351,2.02,--,
137,Sunday Sep 5,boxscore,ATL,@,COL,W,9,2,,72-65,1,up 1.5,Morton,Feltner,,2:38,D,33957,2.04,+,
138,Tuesday Sep 7,boxscore,ATL,,WSN,W,8,5,,73-65,1,up 2.0,Jackson,Harper,Smith,3:14,N,20544,2.19,++,
139,Wednesday Sep 8,boxscore,ATL,,WSN,L,2,4,,73-66,1,up 2.0,Voth,Rodríguez,Finnegan,3:35,N,20074,2.09,-,
140,Thursday Sep 9,boxscore,ATL,,WSN,W-wo,7,6,10,74-66,1,up 3.0,Webb,Suero,,3:47,N,23657,2.14,+,
141,Friday Sep 10,boxscore,ATL,,MIA,W,6,2,,75-66,1,up 4.0,Anderson,Rogers,,3:24,N,33850,1.82,++,
142,Saturday Sep 11,boxscore,ATL,,MIA,L,4,6,,75-67,1,up 3.0,Bass,Rodríguez,Floro,3:23,N,35250,1.45,-,
143,Sunday Sep 12,boxscore,ATL,,MIA,W,5,3,,76-67,1,up 4.0,Webb,Bass,Smith,3:17,D,27847,1.81,+,
144,Tuesday Sep 14,boxscore,ATL,,COL,L,4,5,,76-68,1,up 4.0,Gray,Toussaint,Estévez,3:12,N,22579,1.31,-,
145,Wednesday Sep 15,boxscore,ATL,,COL,L,2,3,10,76-69,1,up 3.0,Estévez,Minter,Stephenson,4:16,N,21382,1.29,--,
146,Friday Sep 17,boxscore,ATL,@,SFG,L-wo,5,6,11,76-70,1,up 1.5,Doval,Webb,,3:15,N,26644,1.60,---,
147,Saturday Sep 18,boxscore,ATL,@,SFG,L,0,2,,76-71,1,up 0.5,Littell,Morton,Leone,2:40,N,32058,1.94,----,
148,Sunday Sep 19,boxscore,ATL,@,SFG,W,3,0,,77-71,1,up 1.5,Fried,DeSclafani,Smith,2:51,D,32210,2.53,+,
149,Monday Sep 20,boxscore,ATL,@,ARI,W,11,4,,78-71,1,up 2.5,Webb,Mejía,,3:29,N,9642,1.98,++,
150,Tuesday Sep 21,boxscore,ATL,@,ARI,W,6,1,,79-71,1,up 2.5,Smyly,Weaver,,3:07,N,8879,1.30,+++,
151,Wednesday Sep 22,boxscore,ATL,@,ARI,W,9,2,,80-71,1,up 2.5,Anderson,Kelly,,3:00,N,10631,1.24,++++,
152,Thursday Sep 23,boxscore,ATL,@,ARI,L,4,6,,80-72,1,up 1.5,Poppen,Webb,Wendelken,2:56,D,6880,1.36,-,
153,Friday Sep 24,boxscore,ATL,@,SDP,W,4,0,,81-72,1,up 1.5,Fried,Knehr,,2:28,N,33265,1.76,+,
154,Saturday Sep 25,boxscore,ATL,@,SDP,W,10,8,10,82-72,1,up 1.5,Rodríguez,Hudson,Smith,4:07,D,39026,2.50,++,
155,Sunday Sep 26,boxscore,ATL,@,SDP,W,4,3,,83-72,1,up 2.5,Minter,Johnson,Smith,3:48,D,41294,2.55,+++,
156,Tuesday Sep 28,boxscore,ATL,,PHI,W,2,1,,84-72,1,up 3.5,Morton,Wheeler,Smith,2:46,N,29238,2.89,++++,
157,Wednesday Sep 29,boxscore,ATL,,PHI,W,7,2,,85-72,1,up 4.5,Fried,Nola,,3:05,N,27664,.74,+++++,
158,Thursday Sep 30,boxscore,ATL,,PHI,W,5,3,,86-72,1,up 5.5,Anderson,Gibson,Smith,2:53,N,38235,.00,++++++,
159,Friday Oct 1,boxscore,ATL,,NYM,L,3,4,,86-73,1,up 4.5,Megill,Ynoa,Díaz,3:02,N,32659,.00,-,
160,Saturday Oct 2,boxscore,ATL,,NYM,W,6,5,,87-73,1,up 5.5,Smyly,Carrasco,Webb,3:13,N,37616,.00,+,
161,Sunday Oct 3,boxscore,ATL,,NYM,W,5,0,,88-73,1,up 6.5,Strider,Syndergaard,,2:26,D,33203,.00,++,

1,Friday Apr 2,boxscore,BAL,@,BOS,W,3,0,,1-0,2,0.5,Means,Eovaldi,Valdez,3:10,D,4452,1.08,+,
2,Saturday Apr 3,boxscore,BAL,@,BOS,W,4,2,,2-0,1,up 0.5,Plutko,Houck,Valdez,2:51,D,4571,1.08,++,
3,Sunday Apr 4,boxscore,BAL,@,BOS,W,11,3,,3-0,1,up 1.0,Zimmermann,Richards,,3:28,D,4458,1.16,+++,
4,Monday Apr 5,boxscore,BAL,@,NYY,L,0,7,,3-1,1,Tied,Montgomery,López,,2:58,N,9008,1.25,-,
5,Tuesday Apr 6,boxscore,BAL,@,NYY,L,2,7,,3-2,1,Tied,Cole,Kremer,,2:58,N,9404,1.12,--,
6,Wednesday Apr 7,boxscore,BAL,@,NYY,W,4,3,11,4-2,1,up 1.0,Valdez,Green,Fry,3:54,N,10254,1.15,+,
7,Thursday Apr 8,boxscore,BAL,,BOS,L,3,7,,4-3,1,Tied,Rodriguez,Harvey,,3:08,D,10150,1.24,-,
8,Saturday Apr 10,boxscore,BAL,,BOS,L,4,6,10,4-4,2,1.0,Barnes,Tate,Andriese,3:34,N,9307,1.17,--,
9,Sunday Apr 11,boxscore,BAL,,BOS,L,9,14,,4-5,2,2.0,Pivetta,López,,3:46,D,8171,1.15,---,
10,Tuesday Apr 13 (1),boxscore,BAL,,SEA,L,3,4,8,4-6,2,2.5,Montero,Scott,Graveman,2:26,D,,.93,----,
11,Tuesday Apr 13 (2),boxscore,BAL,,SEA,W-wo,7,6,7,5-6,2,2.5,Valdez,Sadler,,2:38,N,4147,.91,+,
12,Thursday Apr 15 (1),boxscore,BAL,,SEA,L,2,4,7,5-7,4,4.0,Gonzales,Scott,Graveman,2:23,D,,.91,-,
13,Thursday Apr 15 (2),boxscore,BAL,,SEA,L,1,2,7,5-8,4,4.0,Dunn,Zimmermann,Middleton,2:01,N,5060,.89,--,
14,Friday Apr 16,boxscore,BAL,@,TEX,W,5,2,,6-8,3,3.5,López,Foltynewicz,Valdez,2:32,N,22173,.87,+,
15,Saturday Apr 17,boxscore,BAL,@,TEX,W,6,1,,7-8,2,3.5,Lakins,Rodríguez,,3:05,N,29338,.86,++,
16,Sunday Apr 18,boxscore,BAL,@,TEX,L-wo,0,1,10,7-9,3,3.0,King,Lakins,,3:00,D,24267,.93,-,
17,Tuesday Apr 20,boxscore,BAL,@,MIA,W,7,5,,8-9,3,3.5,Harvey,Neidert,Valdez,3:26,N,4540,.86,+,
18,Wednesday Apr 21,boxscore,BAL,@,MIA,L,0,3,,8-10,3,3.5,Rogers,Zimmermann,Garcia,2:42,D,4028,.88,-,
19,Friday Apr 23,boxscore,BAL,,OAK,L,1,3,,8-11,4,4.0,Irvin,López,Diekman,2:53,N,7574,.88,--,
20,Saturday Apr 24,boxscore,BAL,,OAK,L,2,7,,8-12,5,4.0,Bassitt,LeBlanc,,3:19,N,7616,.83,---,
21,Sunday Apr 25,boxscore,BAL,,OAK,W,8,1,,9-12,4,4.0,Means,Luzardo,,2:56,D,8107,.80,+,
22,Monday Apr 26,boxscore,BAL,,NYY,W,4,2,,10-12,4,3.5,Harvey,García,Valdez,2:41,N,6367,.96,++,
23,Tuesday Apr 27,boxscore,BAL,,NYY,L,1,5,,10-13,4,4.5,Kluber,Zimmermann,,2:53,N,6662,.95,-,
24,Wednesday Apr 28,boxscore,BAL,,NYY,L,0,7,,10-14,5,5.5,Germán,Kremer,,2:33,N,7338,.88,--,
25,Thursday Apr 29,boxscore,BAL,,NYY,W-wo,4,3,10,11-14,4,4.5,Scott,Loáisiga,,3:30,D,7738,.80,+,
26,Friday Apr 30,boxscore,BAL,@,OAK,W,3,2,,12-14,4,4.5,Means,Fiers,Valdez,2:40,N,5777,.81,++,
27,Saturday May 1,boxscore,BAL,@,OAK,W,8,4,,13-14,3,3.5,Harvey,Luzardo,,3:10,D,6469,.87,+++,
28,Sunday May 2,boxscore,BAL,@,OAK,L,5,7,,13-15,5,3.5,Petit,Lakins,Trivino,3:03,D,5862,.93,-,
29,Monday May 3,boxscore,BAL,@,SEA,W,5,3,,14-15,5,3.0,Sulser,Misiewicz,Valdez,2:55,N,5776,.90,+,
30,Tuesday May 4,boxscore,BAL,@,SEA,L,2,5,,14-16,5,4.0,Montero,Lakins,,3:15,N,6504,.97,-,
31,Wednesday May 5,boxscore,BAL,@,SEA,W,6,0,,15-16,5,3.0,Means,Kikuchi,,2:25,D,6742,.87,+,
32,Friday May 7,boxscore,BAL,,BOS,L,2,6,,15-17,5,4.5,Rodriguez,Harvey,,3:25,N,7724,1.05,-,
33,Saturday May 8,boxscore,BAL,,BOS,L,6,11,,15-18,5,5.5,Richards,Lowther,,3:25,N,10598,.94,--,
34,Sunday May 9,boxscore,BAL,,BOS,L,3,4,,15-19,5,6.5,Pivetta,Kremer,Barnes,2:57,D,10274,.90,---,
35,Monday May 10,boxscore,BAL,,BOS,W,4,1,,16-19,5,5.5,Scott,Andriese,Valdez,2:45,N,6826,.81,+,
36,Tuesday May 11,boxscore,BAL,@,NYM,L-wo,2,3,,16-20,5,5.5,Familia,Valdez,,3:13,N,7930,.73,-,
37,Wednesday May 12,boxscore,BAL,@,NYM,L,1,7,,16-21,5,5.5,Walker,Harvey,,2:39,D,8035,.68,--,
38,Friday May 14,boxscore,BAL,,NYY,L,4,5,,16-22,5,7.0,Kluber,Lakins,Loáisiga,2:55,N,10809,.72,---,
39,Saturday May 15,boxscore,BAL,,NYY,L,2,8,,16-23,5,8.0,Germán,López,,3:03,N,10767,.62,----,
40,Sunday May 16,boxscore,BAL,,NYY,W,10,6,,17-23,5,7.0,Zimmermann,King,,3:13,D,11070,.54,+,
41,Tuesday May 18,boxscore,BAL,,TBR,L,6,13,,17-24,5,7.0,Kittredge,Harvey,,3:42,N,5429,.54,-,
42,Wednesday May 19,boxscore,BAL,,TBR,L,7,9,,17-25,5,8.0,Thompson,Fry,Fairbanks,3:12,N,6581,.51,--,
43,Thursday May 20,boxscore,BAL,,TBR,L,1,10,,17-26,5,9.0,Hill,Kremer,,3:14,D,6916,.43,---,
44,Friday May 21,boxscore,BAL,@,WSN,L,2,4,,17-27,5,10.0,Strasburg,López,,2:56,N,14369,.32,----,
45,Saturday May 22,boxscore,BAL,@,WSN,L,9,12,,17-28,5,11.0,Hudson,Plutko,Hand,3:41,D,15440,.26,-----,
46,Sunday May 23,boxscore,BAL,@,WSN,L,5,6,,17-29,5,11.0,Corbin,Harvey,Hand,3:14,D,14618,.23,------,
47,Monday May 24,boxscore,BAL,@,MIN,L,3,8,,17-30,5,12.0,Alcala,Scott,,3:09,N,8530,.19,-------,
48,Tuesday May 25,boxscore,BAL,@,MIN,L,4,7,,17-31,5,12.0,Berríos,Kremer,Rogers,3:23,N,9969,.16,--------,
49,Wednesday May 26,boxscore,BAL,@,MIN,L,2,3,,17-32,5,13.0,Pineda,López,Robles,2:39,D,10574,.15,---------,
50,Thursday May 27,boxscore,BAL,@,CHW,L,1,5,,17-33,5,14.0,Cease,Tate,,3:18,N,9671,.11,----------,
51,Saturday May 29 (1),boxscore,BAL,@,CHW,L,4,7,7,17-34,5,15.5,Keuchel,Harvey,Hendriks,2:44,D,,.10,-----------,
52,Saturday May 29 (2),boxscore,BAL,@,CHW,L,1,3,7,17-35,5,15.5,Lynn,Means,Hendriks,2:12,N,20029,.08,------------,
53,Sunday May 30,boxscore,BAL,@,CHW,L,1,3,,17-36,5,16.5,Giolito,Tate,Hendriks,2:41,D,21067,.07,-------------,
54,Monday May 31,boxscore,BAL,,MIN,L,2,3,10,17-37,5,17.5,Rogers,Plutko,Robles,2:53,D,11010,.05,--------------,
55,Tuesday Jun 1,boxscore,BAL,,MIN,W,7,4,,18-37,5,16.5,Zimmermann,Pineda,Sulser,3:21,N,5337,.04,+,
56,Wednesday Jun 2,boxscore,BAL,,MIN,W,6,3,,19-37,5,15.5,Wells,Dobnak,,2:54,N,5945,.04,++,
57,Friday Jun 4,boxscore,BAL,,CLE,W,3,1,,20-37,5,15.0,Sulser,Shaw,Fry,2:50,N,12009,.05,+++,
58,Saturday Jun 5,boxscore,BAL,,CLE,L,4,10,,20-38,5,16.0,Civale,Means,,3:28,D,9969,.07,-,
59,Sunday Jun 6,boxscore,BAL,,CLE,W,18,5,,21-38,5,16.0,López,Quantrill,,3:10,D,9423,.05,+,
60,Tuesday Jun 8,boxscore,BAL,,NYM,W,10,3,,22-38,5,16.0,Zimmermann,Peterson,,3:14,N,9431,.04,++,
61,Wednesday Jun 9,boxscore,BAL,,NYM,L,1,14,,22-39,5,16.0,Walker,Harvey,,2:43,N,9584,.06,-,
