Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
29,BOS,2021-05-02,@,TEX,L 3-5,35,32,3,9,6,2,0,1,3,0,1,1,7,.281,.324,.438,.761,14,2,1,1,0,0
30,BOS,2021-05-04,,DET,W 11-7,41,38,11,14,8,2,0,4,10,0,0,3,6,.368,.415,.737,1.151,28,1,0,0,0,0
31,BOS,2021-05-05,,DET,L 5-6 (10),46,39,5,9,7,1,0,1,5,0,0,6,8,.231,.348,.333,.681,13,0,1,0,0,1
32,BOS,2021-05-06,,DET,W 12-9,48,43,12,16,12,4,0,0,11,0,1,3,8,.372,.438,.465,.903,20,0,2,0,0,0
33,BOS,2021-05-07,@,BAL,W 6-2,39,35,6,7,3,3,0,1,6,3,0,3,6,.200,.282,.371,.653,13,0,1,0,0,0
34,BOS,2021-05-08,@,BAL,W 11-6,47,42,11,14,11,1,0,2,10,0,0,5,11,.333,.404,.500,.904,21,0,0,0,0,0
35,BOS,2021-05-09,@,BAL,W 4-3,38,35,4,8,4,2,0,2,4,0,0,3,7,.229,.289,.457,.747,16,0,0,0,0,0
36,BOS,2021-05-10,@,BAL,L 1-4,32,30,1,4,2,2,0,0,1,0,0,0,11,.133,.156,.200,.356,6,0,1,0,1,0
37,BOS,2021-05-11,,OAK,L 2-3,33,30,2,4,3,0,0,1,2,0,0,2,11,.133,.182,.233,.415,7,0,0,0,1,0
38,BOS,2021-05-12,,OAK,L 1-4,36,32,1,5,1,4,0,0,1,0,0,4,10,.156,.250,.281,.531,9,0,0,0,0,0
39,BOS,2021-05-13,,OAK,W 8-1,38,35,8,13,8,3,0,2,6,0,0,3,6,.371,.421,.629,1.050,22,2,0,0,0,0
40,BOS,2021-05-14,,LAA,W 4-3,33,31,4,9,7,0,0,2,4,1,1,2,9,.290,.333,.484,.817,15,1,0,0,0,0
41,BOS,2021-05-15,,LAA,W 9-0,37,35,9,12,4,5,0,3,9,0,0,2,4,.343,.378,.743,1.121,26,1,0,0,0,0
42,BOS,2021-05-16,,LAA,L 5-6,37,35,5,9,5,2,0,2,5,0,0,2,14,.257,.297,.486,.783,17,1,0,0,0,0
43,BOS,2021-05-18,@,TOR,L 0-8,35,33,0,5,4,1,0,0,0,0,0,2,11,.152,.200,.182,.382,6,0,0,0,0,0
44,BOS,2021-05-19,@,TOR,W 7-3,39,39,7,13,5,4,0,4,7,0,0,0,11,.333,.333,.744,1.077,29,1,0,0,0,0
45,BOS,2021-05-20,@,TOR,W 8-7,42,39,8,14,11,1,0,2,8,3,0,3,8,.359,.405,.538,.943,21,2,0,0,0,1
46,BOS,2021-05-21,@,PHI,W 11-3,43,41,11,13,7,4,0,2,10,1,0,2,17,.317,.349,.561,.910,23,0,0,0,0,1
47,BOS,2021-05-22,@,PHI,W 4-3,40,33,4,7,4,1,0,2,4,1,0,5,11,.212,.325,.424,.749,14,0,1,0,1,0
48,BOS,2021-05-23,@,PHI,L 2-6,34,31,2,4,2,0,0,2,2,0,0,2,12,.129,.206,.323,.528,10,0,1,0,0,0
49,BOS,2021-05-25,,ATL,L 1-3,33,29,1,4,3,0,1,0,1,0,0,3,12,.138,.242,.207,.449,6,1,1,0,0,0
50,BOS,2021-05-26,,ATL,W 9-5,36,32,9,7,3,2,0,2,9,1,0,3,7,.219,.278,.469,.747,15,0,0,0,1,0
51,BOS,2021-05-28,,MIA,W 5-2 (6),23,21,5,5,1,3,0,1,5,0,0,2,6,.238,.304,.524,.828,11,0,0,0,0,0
52,BOS,2021-05-29,,MIA,W 3-1,35,35,3,12,7,5,0,0,3,0,0,0,6,.343,.343,.486,.829,17,0,0,0,0,0
53,BOS,2021-05-31,@,HOU,L 2-11,33,32,2,5,0,4,0,1,2,0,0,1,12,.156,.182,.375,.557,12,0,0,0,0,0
54,BOS,2021-06-01,@,HOU,L 1-5,33,32,1,5,4,1,0,0,1,1,0,1,9,.156,.182,.188,.369,6,0,0,0,0,0
55,BOS,2021-06-02,@,HOU,L 1-2,36,34,1,7,7,0,0,0,1,0,0,2,11,.206,.250,.206,.456,7,0,0,0,0,0
56,BOS,2021-06-03,@,HOU,W 5-1,41,34,5,8,3,4,0,1,5,0,1,7,12,.235,.366,.441,.807,15,0,0,0,0,1
57,BOS,2021-06-04,@,NYY,W 5-2,36,36,5,9,5,3,0,1,5,0,0,0,10,.250,.250,.417,.667,15,0,0,0,0,0
58,BOS,2021-06-05,@,NYY,W 7-3,40,38,7,13,7,5,0,1,7,0,0,2,7,.342,.375,.553,.928,21,0,0,0,0,0
59,BOS,2021-06-06,@,NYY,W 6-5 (10),40,34,6,6,3,1,0,2,6,0,0,4,6,.176,.256,.382,.639,13,0,0,1,1,0
60,BOS,2021-06-07,,MIA,W 5-3,36,33,5,10,8,2,0,0,3,0,0,3,6,.303,.361,.364,.725,12,0,0,0,0,0
61,BOS,2021-06-08,,HOU,L 1-7,36,33,1,6,5,1,0,0,1,0,0,1,12,.182,.250,.212,.462,7,0,2,0,0,0
62,BOS,2021-06-09,,HOU,L 3-8,32,30,3,4,2,1,0,1,3,0,0,1,9,.133,.156,.267,.423,8,0,0,0,1,0
63,BOS,2021-06-10,,HOU,W 12-8,45,38,12,14,8,4,0,2,12,0,0,4,3,.368,.444,.632,1.076,24,0,2,0,1,0
64,BOS,2021-06-11,,TOR,W 6-5,38,33,6,8,5,1,0,2,5,0,0,3,9,.242,.342,.455,.797,15,0,2,0,0,0
65,BOS,2021-06-12,,TOR,L 2-7,36,31,2,5,3,0,2,0,2,1,1,3,13,.161,.278,.290,.568,9,0,2,0,0,0
66,BOS,2021-06-13,,TOR,L 4-18,36,32,4,6,3,1,0,2,4,0,0,4,12,.188,.278,.406,.684,13,1,0,0,0,0
67,BOS,2021-06-14,,TOR,W 2-1,32,31,2,7,6,1,0,0,2,0,0,1,7,.226,.250,.258,.508,8,1,0,0,0,0
68,BOS,2021-06-15,@,ATL,W 10-8,42,39,10,14,8,1,1,4,10,0,1,2,11,.359,.390,.744,1.134,29,0,0,1,0,0
69,BOS,2021-06-16,@,ATL,W 10-8,44,41,10,14,5,8,0,1,10,0,0,3,10,.341,.386,.610,.996,25,0,0,0,0,0
70,BOS,2021-06-18,@,KCR,L 3-5,38,36,3,11,9,1,0,1,3,0,0,2,11,.306,.342,.417,.759,15,1,0,0,0,0
71,BOS,2021-06-19,@,KCR,W 7-1,38,34,7,8,4,1,1,2,7,0,0,3,5,.235,.316,.500,.816,17,1,1,0,0,0
72,BOS,2021-06-20,@,KCR,L 3-7,40,37,3,11,7,1,1,2,3,0,0,3,8,.297,.350,.541,.891,20,2,0,0,0,0
73,BOS,2021-06-22,@,TBR,W 9-5 (11),45,39,9,10,6,3,0,1,7,2,1,3,11,.256,.311,.410,.721,16,0,1,0,2,1
74,BOS,2021-06-23,@,TBR,L 2-8,39,32,2,6,4,2,0,0,2,0,1,6,12,.188,.333,.250,.583,8,0,1,0,0,0
75,BOS,2021-06-24,@,TBR,L 0-1,34,29,0,4,3,1,0,0,0,1,0,5,10,.138,.265,.172,.437,5,0,0,0,0,0
76,BOS,2021-06-25,,NYY,W 5-3,37,32,5,7,5,2,0,0,5,1,0,4,10,.219,.297,.281,.579,9,0,0,0,1,0
77,BOS,2021-06-26,,NYY,W 4-2,35,30,4,10,8,2,0,0,4,0,0,2,6,.333,.343,.400,.743,12,1,0,0,3,0
78,BOS,2021-06-27,,NYY,W 9-2,39,35,9,13,6,3,0,4,9,1,0,2,7,.371,.410,.800,1.210,28,0,1,0,1,0
79,BOS,2021-06-28,,KCR,W 6-5,34,30,6,9,4,1,0,4,6,0,1,4,6,.300,.382,.733,1.116,22,3,0,0,0,0
80,BOS,2021-06-29,,KCR,W 7-6,40,30,7,12,11,1,0,0,7,1,0,7,4,.400,.500,.433,.933,13,2,1,0,2,0
81,BOS,2021-06-30,,KCR,W 6-2,35,32,6,8,4,2,0,2,6,0,0,2,3,.250,.314,.500,.814,16,0,1,0,0,0
82,BOS,2021-07-01,,KCR,W 15-1,45,38,15,17,10,3,0,4,14,0,0,4,9,.447,.511,.842,1.353,32,2,2,0,1,0
83,BOS,2021-07-02,@,OAK,W 3-2 (10),39,34,3,6,5,1,0,0,3,1,0,3,5,.176,.282,.206,.488,7,2,2,0,0,0
84,BOS,2021-07-03,@,OAK,L 6-7 (12),47,43,6,9,8,0,0,1,5,0,2,3,11,.209,.255,.279,.534,12,0,0,0,1,0
85,BOS,2021-07-04,@,OAK,W 1-0,34,33,1,6,3,3,0,0,0,0,0,1,11,.182,.206,.273,.479,9,1,0,0,0,0
86,BOS,2021-07-05,@,LAA,W 5-4,42,35,5,7,5,0,0,2,5,0,0,7,6,.200,.333,.371,.705,13,0,0,0,0,0
87,BOS,2021-07-06,@,LAA,L 3-5,34,32,3,6,2,3,0,1,3,0,0,1,7,.188,.206,.375,.581,12,0,0,0,1,0
88,BOS,2021-07-07,@,LAA,L 4-5,37,35,4,9,6,2,1,0,4,0,0,2,10,.257,.297,.371,.669,13,2,0,0,0,0
89,BOS,2021-07-09,,PHI,W 11-5,45,38,11,14,7,4,0,3,11,0,0,7,8,.368,.467,.711,1.177,27,0,0,0,0,0
90,BOS,2021-07-10,,PHI,L 2-11,36,30,2,4,2,1,0,1,1,0,0,4,7,.133,.278,.267,.544,8,1,2,0,0,0
91,BOS,2021-07-11,,PHI,L 4-5,41,37,4,11,7,3,0,1,4,0,0,4,7,.297,.366,.459,.825,17,1,0,0,0,0
92,BOS,2021-07-16,@,NYY,W 4-0,35,32,4,5,1,2,0,2,4,0,0,3,6,.156,.229,.406,.635,13,0,0,0,0,0
93,BOS,2021-07-17,@,NYY,L 1-3 (6),25,23,1,5,4,1,0,0,1,1,0,2,11,.217,.280,.261,.541,6,0,0,0,0,0
94,BOS,2021-07-18,@,NYY,L 1-9,37,32,1,5,2,3,0,0,1,0,0,5,9,.156,.270,.250,.520,8,0,0,0,0,0
95,BOS,2021-07-19,@,TOR,W 13-4,48,41,13,14,4,4,0,6,13,0,0,7,8,.341,.438,.878,1.316,36,0,0,0,0,0
96,BOS,2021-07-21,@,TOR,W 7-4,38,36,7,9,1,3,0,5,7,0,0,2,9,.250,.289,.750,1.039,27,0,0,0,0,0
97,BOS,2021-07-22,,NYY,W 5-4 (10),41,37,5,10,9,1,0,0,4,0,0,2,8,.270,.293,.297,.590,11,0,0,0,2,0
98,BOS,2021-07-23,,NYY,W 6-2,36,32,6,9,5,2,0,2,6,0,0,3,12,.281,.333,.531,.865,17,0,0,0,1,0
99,BOS,2021-07-24,,NYY,L 3-4,37,32,3,7,3,3,1,0,2,0,1,4,6,.219,.297,.375,.672,12,1,0,0,1,0
100,BOS,2021-07-25,,NYY,W 5-4,31,29,5,5,2,3,0,0,5,0,0,1,10,.172,.194,.276,.469,8,0,0,0,1,0
101,BOS,2021-07-26,,TOR,W 5-4,35,32,5,9,5,2,0,2,5,0,1,3,7,.281,.343,.531,.874,17,0,0,0,0,0
102,BOS,2021-07-28 (1),,TOR,L 1-4 (7),29,26,1,5,3,2,0,0,1,0,0,3,9,.192,.276,.269,.545,7,0,0,0,0,0
103,BOS,2021-07-28 (2),,TOR,W 4-1 (7),31,27,4,11,7,2,2,0,3,0,0,2,5,.407,.452,.630,1.081,17,1,1,0,1,0
104,BOS,2021-07-29,,TOR,L 1-13,38,36,1,6,4,2,0,0,1,0,0,1,9,.167,.211,.222,.433,8,0,1,0,0,0
105,BOS,2021-07-30,@,TBR,L 3-7,39,36,3,10,9,1,0,0,3,0,0,3,12,.278,.333,.306,.639,11,0,0,0,0,0
106,BOS,2021-07-31,@,TBR,L 5-9,39,35,5,8,5,1,0,2,5,0,0,4,11,.229,.308,.429,.736,15,0,0,0,0,2
107,BOS,2021-08-01,@,TBR,L 2-3,39,35,2,8,6,1,0,1,1,0,0,4,10,.229,.308,.343,.651,12,1,0,0,0,0
108,BOS,2021-08-03,@,DET,L 2-4,38,36,2,9,8,0,0,1,2,1,0,2,10,.250,.289,.333,.623,12,1,0,0,0,0
109,BOS,2021-08-04,@,DET,W 4-1,38,36,4,11,4,3,1,3,4,0,1,2,10,.306,.342,.694,1.037,25,1,0,0,0,0
110,BOS,2021-08-05,@,DET,L 1-8,39,35,1,9,8,1,0,0,1,0,0,3,5,.257,.308,.286,.593,10,0,0,0,1,0
111,BOS,2021-08-06,@,TOR,L 4-12,40,33,4,8,6,1,0,1,4,0,0,6,10,.242,.350,.364,.714,12,1,0,0,1,0
112,BOS,2021-08-07 (1),@,TOR,L 0-1 (7),24,22,0,2,2,0,0,0,0,0,0,2,7,.091,.167,.091,.258,2,1,0,0,0,0
113,BOS,2021-08-07 (2),@,TOR,W 2-1 (8),31,30,2,8,6,1,0,1,2,0,2,1,7,.267,.290,.400,.690,12,0,0,0,0,0
114,BOS,2021-08-08,@,TOR,L 8-9,45,43,8,16,13,3,0,0,8,0,0,2,7,.372,.400,.442,.842,19,0,0,0,0,0
115,BOS,2021-08-10,,TBR,L 4-8,38,35,4,9,6,1,0,2,4,0,0,3,12,.257,.316,.457,.773,16,1,0,0,0,1
116,BOS,2021-08-11,,TBR,W 20-8,53,42,20,19,9,7,2,1,20,0,0,9,6,.452,.566,.786,1.352,33,1,2,0,0,2
117,BOS,2021-08-12,,TBR,L 1-8,31,28,1,2,1,1,0,0,1,0,0,3,11,.071,.161,.107,.268,3,1,0,0,0,0
118,BOS,2021-08-13,,BAL,W 8-1,40,34,8,11,5,3,0,3,8,0,0,5,4,.324,.400,.676,1.076,23,0,0,0,1,0
119,BOS,2021-08-14,,BAL,W 16-2,44,38,16,17,8,3,1,5,15,0,1,4,3,.447,.523,.974,1.496,37,2,2,0,0,0
120,BOS,2021-08-15,,BAL,W 6-2,38,32,6,9,5,3,0,1,6,0,0,6,5,.281,.395,.469,.863,15,1,0,0,0,1
121,BOS,2021-08-17 (1),@,NYY,L 3-5 (7),29,27,3,8,7,0,0,1,3,0,0,2,9,.296,.345,.407,.752,11,0,0,0,0,0
122,BOS,2021-08-17 (2),@,NYY,L 0-2 (7),30,26,0,5,5,0,0,0,0,0,0,4,5,.192,.300,.192,.492,5,0,0,0,0,0
123,BOS,2021-08-18,@,NYY,L 2-5,33,30,2,4,2,0,0,2,2,0,0,3,6,.133,.212,.333,.545,10,1,0,0,0,0
124,BOS,2021-08-20,,TEX,W 6-0,37,33,6,10,3,6,0,1,6,0,0,3,5,.303,.378,.576,.954,19,0,1,0,0,0
125,BOS,2021-08-21,,TEX,L 1-10,33,30,1,5,4,1,0,0,1,0,0,3,7,.167,.242,.200,.442,6,0,0,0,0,0
126,BOS,2021-08-23,,TEX,W 8-4 (11),45,38,8,8,4,1,0,3,8,0,0,6,8,.211,.318,.474,.792,18,0,0,1,0,1
127,BOS,2021-08-24,,MIN,W 11-9,40,34,11,11,4,3,0,4,11,0,0,6,7,.324,.425,.765,1.190,26,1,0,0,0,0
128,BOS,2021-08-25,,MIN,L 6-9 (10),47,43,6,15,11,2,0,2,4,0,0,3,10,.349,.404,.535,.939,23,1,1,0,0,0
129,BOS,2021-08-26,,MIN,W 12-2,42,33,12,9,5,1,0,3,11,1,0,8,5,.273,.429,.576,1.004,19,1,1,0,0,0
130,BOS,2021-08-27,@,CLE,W 4-3,34,30,4,3,1,1,0,1,3,0,0,3,7,.100,.206,.233,.439,7,1,1,0,0,0
131,BOS,2021-08-28,@,CLE,W 5-3 (10),42,39,5,12,8,2,0,2,4,0,0,2,8,.308,.341,.513,.854,20,1,0,1,0,0
132,BOS,2021-08-29,@,CLE,L 5-7,38,34,5,9,4,2,0,3,5,2,1,4,13,.265,.342,.588,.930,20,1,0,0,0,0
133,BOS,2021-08-30,@,TBR,L 1-6,34,32,1,6,5,0,0,1,1,0,0,2,10,.188,.235,.281,.517,9,1,0,0,0,0
134,BOS,2021-08-31,@,TBR,L 5-8,41,38,5,10,6,3,0,1,5,0,0,3,7,.263,.317,.421,.738,16,0,0,0,0,0
135,BOS,2021-09-01,@,TBR,W 3-2,35,34,3,9,7,0,1,1,3,0,0,1,13,.265,.286,.412,.697,14,1,0,0,0,0
136,BOS,2021-09-02,@,TBR,W 4-0,38,33,4,9,9,0,0,0,4,0,1,4,12,.273,.351,.273,.624,9,1,0,1,0,0
137,BOS,2021-09-03,,CLE,W 8-5,39,34,8,10,3,3,0,4,8,0,0,5,8,.294,.385,.735,1.120,25,0,0,0,0,1
138,BOS,2021-09-04,,CLE,W 4-3,40,29,4,7,4,2,0,1,4,0,0,8,8,.241,.405,.414,.819,12,1,0,3,0,1
139,BOS,2021-09-05,,CLE,L 5-11,44,40,5,13,6,6,0,1,5,0,0,4,6,.325,.386,.550,.936,22,0,0,0,0,0
140,BOS,2021-09-06,,TBR,L 10-11 (10),51,42,10,14,8,4,1,1,10,0,0,7,10,.333,.431,.548,.979,23,2,1,0,1,3
141,BOS,2021-09-07,,TBR,L 7-12,43,42,7,15,10,2,0,3,7,0,0,1,5,.357,.372,.619,.991,26,0,0,0,0,0
142,BOS,2021-09-08,,TBR,W 2-1,32,30,2,7,5,1,0,1,2,1,0,2,7,.233,.281,.367,.648,11,1,0,0,0,1
143,BOS,2021-09-10,@,CHW,L 3-4,37,35,3,8,6,0,1,1,3,0,0,2,11,.229,.270,.371,.642,13,0,0,0,0,0
144,BOS,2021-09-11,@,CHW,W 9-8 (10),46,39,9,10,7,2,0,1,9,1,0,6,15,.256,.348,.385,.732,15,0,0,0,1,0
145,BOS,2021-09-12,@,CHW,L 1-2,33,29,1,4,3,1,0,0,1,0,0,3,13,.138,.212,.172,.385,5,0,0,0,1,0
146,BOS,2021-09-13,@,SEA,L 4-5,35,34,4,7,3,1,0,3,4,0,0,1,15,.206,.229,.500,.729,17,0,0,0,0,0
147,BOS,2021-09-14,@,SEA,W 8-4,43,37,8,11,6,1,1,3,8,0,0,4,10,.297,.395,.622,1.017,23,1,2,0,0,0
148,BOS,2021-09-15,@,SEA,W 9-4 (10),46,39,9,9,5,3,0,1,8,1,0,6,12,.231,.333,.385,.718,15,0,0,0,0,0
149,BOS,2021-09-17,,BAL,W 7-1,40,34,7,12,6,5,0,1,7,0,0,5,4,.353,.425,.588,1.013,20,0,0,0,1,0
150,BOS,2021-09-18,,BAL,W 9-3,40,37,9,14,9,4,0,1,8,0,0,3,5,.378,.425,.568,.993,21,1,0,0,0,0
151,BOS,2021-09-19,,BAL,W 8-6,36,33,8,10,5,4,0,1,8,0,0,2,5,.303,.361,.515,.876,17,0,1,0,0,0
152,BOS,2021-09-21,,NYM,W 6-3,37,31,6,8,2,4,0,2,6,0,0,4,5,.258,.378,.581,.959,18,1,2,0,0,0
153,BOS,2021-09-22,,NYM,W 12-5,40,37,12,14,5,6,1,2,10,0,0,3,8,.378,.425,.757,1.182,28,2,0,0,0,0
154,BOS,2021-09-24,,NYY,L 3-8,37,32,3,7,5,1,0,1,3,0,0,5,9,.219,.324,.344,.668,11,2,0,0,0,0
155,BOS,2021-09-25,,NYY,L 3-5,37,34,3,7,5,0,0,2,2,0,0,1,11,.206,.270,.382,.653,13,0,2,0,0,0
156,BOS,2021-09-26,,NYY,L 3-6,38,35,3,11,10,1,0,0,2,1,0,1,10,.314,.316,.343,.659,12,1,0,0,2,0
157,BOS,2021-09-28,@,BAL,L 2-4,32,30,2,3,1,0,0,2,2,0,0,2,6,.100,.156,.300,.456,9,0,0,0,0,0
158,BOS,2021-09-29,@,BAL,W 6-0,39,38,6,13,10,1,0,2,6,0,0,1,10,.342,.359,.526,.885,20,2,0,0,0,0
159,BOS,2021-09-30,@,BAL,L 2-6,34,30,2,5,3,1,0,1,1,0,0,4,3,.167,.265,.300,.565,9,2,0,0,0,0
160,BOS,2021-10-01,@,WSN,W 4-2,40,33,4,7,5,0,0,2,4,0,0,7,4,.212,.350,.394,.744,13,1,0,0,0,0
161,BOS,2021-10-02,@,WSN,W 5-3,40,33,5,7,3,1,1,2,5,0,0,7,14,.212,.350,.485,.835,16,1,0,0,0,0
162,BOS,2021-10-03,@,WSN,W 7-5,43,39,7,13,10,1,0,2,7,0,0,3,13,.333,.395,.513,.908,20,1,1,0,0,0

1,CHC,2021-04-01,,PIT,L 3-5,34,26,3,2,0,2,0,0,3,1,0,4,13,.077,.182,.154,.336,4,0,0,1,3,0
2,CHC,2021-04-03,,PIT,W 5-1,36,31,5,7,5,0,0,2,5,2,0,4,12,.226,.306,.419,.725,13,0,0,0,1,0
3,CHC,2021-04-04,,PIT,W 4-3,34,27,4,3,1,1,0,1,4,1,0,7,7,.111,.294,.259,.553,7,1,0,0,0,0
4,CHC,2021-04-05,,MIL,W 5-3,33,27,5,5,0,1,1,3,5,1,0,3,6,.185,.313,.630,.942,17,1,2,1,0,0
5,CHC,2021-04-06,,MIL,L 0-4,31,25,0,1,0,1,0,0,0,0,1,5,10,.040,.226,.080,.306,2,2,1,0,0,0
6,CHC,2021-04-07,,MIL,L 2-4 (10),37,33,2,3,2,0,0,1,2,0,0,4,12,.091,.189,.182,.371,6,1,0,0,0,0
7,CHC,2021-04-08,@,PIT,W 4-2,36,35,4,11,7,1,0,3,4,1,1,1,7,.314,.333,.600,.933,21,1,0,0,0,0
8,CHC,2021-04-10,@,PIT,L 2-8,37,34,2,8,6,2,0,0,2,0,0,2,14,.235,.297,.294,.591,10,1,1,0,0,0
9,CHC,2021-04-11,@,PIT,L 1-7,34,31,1,5,4,0,0,1,1,0,0,1,8,.161,.235,.258,.493,8,0,2,0,0,0
10,CHC,2021-04-12,@,MIL,L 3-6,35,30,3,4,2,1,0,1,3,0,0,5,11,.133,.257,.267,.524,8,1,0,0,0,0
11,CHC,2021-04-13,@,MIL,W 3-2,34,31,3,6,5,0,0,1,3,1,0,1,10,.194,.235,.290,.526,9,1,1,0,1,0
12,CHC,2021-04-14,@,MIL,L 0-7,34,32,0,4,2,2,0,0,0,0,0,0,12,.125,.176,.188,.364,6,0,2,0,0,0
13,CHC,2021-04-16,,ATL,L 2-5,41,29,2,6,5,0,0,1,2,1,1,6,12,.207,.400,.310,.710,9,1,4,1,1,0
14,CHC,2021-04-17,,ATL,W 13-4,42,38,13,14,5,2,1,6,13,0,0,3,9,.368,.429,.947,1.376,36,0,1,0,0,0
15,CHC,2021-04-18,,ATL,L 4-13,38,35,4,10,5,2,1,2,3,1,0,3,8,.286,.342,.571,.914,20,1,0,0,0,0
16,CHC,2021-04-20,,NYM,W 3-1,35,28,3,4,4,0,0,0,2,1,0,6,12,.143,.294,.143,.437,4,1,0,1,0,0
17,CHC,2021-04-21,,NYM,W 16-4,46,36,16,13,10,2,0,1,15,1,0,8,8,.361,.489,.500,.989,18,1,1,0,0,0
18,CHC,2021-04-22,,NYM,W 4-3 (10),36,31,4,6,4,1,1,0,4,0,1,3,14,.194,.286,.290,.576,9,1,1,1,0,1
19,CHC,2021-04-23,,MIL,W 15-2,46,40,15,17,6,6,1,4,15,0,0,5,8,.425,.500,.925,1.425,37,1,1,0,0,0
20,CHC,2021-04-24,,MIL,L 3-4,38,34,3,8,5,2,0,1,3,1,0,4,11,.235,.316,.382,.698,13,1,0,0,0,0
21,CHC,2021-04-25,,MIL,L 0-6,32,30,0,4,3,1,0,0,0,0,1,2,11,.133,.188,.167,.354,5,0,0,0,0,0
22,CHC,2021-04-26,@,ATL,L 7-8,41,33,7,6,3,1,0,2,7,1,0,6,9,.182,.317,.394,.711,13,0,1,0,1,0
23,CHC,2021-04-27,@,ATL,L 0-5,30,28,0,2,2,0,0,0,0,0,0,1,13,.071,.103,.071,.175,2,0,0,1,0,0
24,CHC,2021-04-28,@,ATL,L 0-10,36,33,0,5,4,0,1,0,0,0,0,3,11,.152,.222,.212,.434,7,0,0,0,0,0
25,CHC,2021-04-29,@,ATL,W 9-3,48,41,9,16,12,2,1,1,8,3,0,5,5,.390,.438,.561,.998,23,0,0,0,2,2
26,CHC,2021-04-30,@,CIN,L 6-8,43,35,6,10,6,3,0,1,6,0,0,7,7,.286,.395,.457,.852,16,0,0,0,1,0
27,CHC,2021-05-01,@,CIN,W 3-2,36,33,3,9,7,2,0,0,3,3,0,2,13,.273,.314,.333,.648,11,0,0,1,0,0
28,CHC,2021-05-02,@,CIN,L 12-13 (10),45,42,12,14,5,4,0,5,12,2,2,3,9,.333,.378,.786,1.163,33,0,0,0,0,1
29,CHC,2021-05-04 (1),,LAD,W 7-1 (7),28,24,7,6,3,2,0,1,5,2,0,3,7,.250,.357,.458,.815,11,0,1,0,0,0
30,CHC,2021-05-04 (2),,LAD,W 4-3 (9),40,32,4,8,4,1,1,2,4,1,0,6,11,.250,.385,.531,.916,17,1,1,1,0,0
31,CHC,2021-05-05,,LAD,W 6-5 (11),45,38,6,7,4,2,0,1,6,1,0,6,14,.184,.289,.316,.605,12,1,0,0,1,2
32,CHC,2021-05-07,,PIT,W 3-2,32,29,3,9,9,0,0,0,2,0,1,1,4,.310,.323,.310,.633,9,2,0,1,1,0
33,CHC,2021-05-08,,PIT,W 3-2,31,27,3,5,5,0,0,0,3,1,0,2,9,.185,.258,.185,.443,5,0,1,0,1,0
34,CHC,2021-05-09,,PIT,L 5-6,36,33,5,6,4,2,0,0,5,0,0,2,7,.182,.250,.242,.492,8,0,1,0,0,0
35,CHC,2021-05-11,@,CLE,L 2-3,39,34,2,11,7,3,0,1,2,0,1,4,10,.324,.410,.500,.910,17,2,1,0,0,0
36,CHC,2021-05-12,@,CLE,L 1-2 (10),45,38,1,9,7,2,0,0,1,0,0,6,12,.237,.356,.289,.645,11,1,1,0,0,1
37,CHC,2021-05-14,@,DET,W 4-2,37,33,4,9,6,2,0,1,4,0,0,3,8,.273,.351,.424,.776,14,2,1,0,0,0
38,CHC,2021-05-15,@,DET,L 8-9 (10),44,41,8,11,6,3,1,1,8,0,0,3,8,.268,.318,.463,.782,19,0,0,0,0,0
39,CHC,2021-05-16,@,DET,W 5-1,42,38,5,10,6,3,0,1,5,0,0,1,11,.263,.310,.421,.731,16,0,2,0,1,0
40,CHC,2021-05-17,,WSN,W 7-3,34,33,7,12,7,2,0,3,7,1,0,0,9,.364,.353,.697,1.050,23,1,0,0,1,0
41,CHC,2021-05-18,,WSN,W 6-3,37,32,6,13,11,0,0,2,6,0,2,3,8,.406,.457,.594,1.051,19,2,0,2,0,0
42,CHC,2021-05-19,,WSN,L 3-4,39,34,3,8,6,1,0,1,3,1,0,5,13,.235,.333,.353,.686,12,0,0,0,0,0
43,CHC,2021-05-20,,WSN,W 5-2,38,34,5,10,8,0,0,2,5,1,0,2,7,.294,.342,.471,.813,16,1,1,0,1,0
44,CHC,2021-05-21,@,STL,W 12-3,46,34,12,12,7,4,0,1,11,0,0,6,4,.353,.477,.559,1.036,19,1,3,2,1,1
45,CHC,2021-05-22,@,STL,L 1-2,36,32,1,5,5,0,0,0,1,0,0,3,11,.156,.250,.156,.406,5,0,1,0,0,0
46,CHC,2021-05-23,@,STL,W 2-1 (10),36,33,2,3,2,0,0,1,2,0,0,3,10,.091,.167,.182,.348,6,0,0,0,0,0
47,CHC,2021-05-25,@,PIT,W 4-3,38,36,4,11,7,2,0,2,4,0,0,2,7,.306,.342,.528,.870,19,2,0,0,0,0
48,CHC,2021-05-26,@,PIT,W 4-1,40,35,4,10,8,1,0,1,4,0,0,5,7,.286,.375,.400,.775,14,1,0,0,0,0
49,CHC,2021-05-27,@,PIT,W 5-3,38,37,5,10,6,2,0,2,4,1,0,1,8,.270,.289,.486,.776,18,0,0,0,0,0
50,CHC,2021-05-28,,CIN,W 1-0,29,26,1,3,2,0,0,1,1,1,1,3,8,.115,.207,.231,.438,6,0,0,0,0,0
