Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
19,Thursday Aug 13,boxscore,CIN,,PIT,L,6,9,,8-11,3,6.5,Williams,DeSclafani,,3:21,N,,1.18,--,
20,Friday Aug 14,boxscore,CIN,,PIT,W,8,1,,9-11,3,5.5,Gray,Kuhl,,2:50,N,,1.14,+,
21,Wednesday Aug 19 (1),boxscore,CIN,@,KCR,L,0,4,7,9-12,4,5.0,Keller,Castillo,Rosenthal,2:11,D,,1.10,-,2020-08-18 (Covid; (Game2))
22,Wednesday Aug 19 (2),boxscore,CIN,@,KCR,W,5,0,7,10-12,4,5.0,Bauer,Harvey,,2:22,N,,1.13,+,
23,Thursday Aug 20,boxscore,CIN,@,STL,L-wo,4,5,,10-13,4,5.5,Elledge,Iglesias,,3:12,N,,1.32,-,
24,Friday Aug 21,boxscore,CIN,@,STL,W,4,2,,11-13,3,4.5,Lorenzen,Cabrera,Iglesias,3:10,N,,1.28,+,
25,Saturday Aug 22,boxscore,CIN,@,STL,L,0,3,,11-14,3,4.5,Kim,Miley,Gallegos,2:15,N,,1.41,-,
26,Sunday Aug 23,boxscore,CIN,@,STL,L,2,6,,11-15,3,5.5,Cabrera,Mahle,,3:03,D,,1.39,--,
27,Monday Aug 24,boxscore,CIN,@,MIL,L,2,4,,11-16,4,6.5,Anderson,Bauer,Hader,2:35,N,,1.29,---,
28,Tuesday Aug 25,boxscore,CIN,@,MIL,L,2,3,,11-17,4,6.5,Woodruff,Castillo,Hader,2:47,N,,1.13,----,
29,Thursday Aug 27 (1),boxscore,CIN,@,MIL,W,6,1,7,12-17,3,5.0,Gray,Houser,,2:51,D,,1.03,+,2020-08-26 (Boycott (racial justice); (Game2))
30,Thursday Aug 27 (2),boxscore,CIN,@,MIL,W,6,0,7,13-17,3,5.0,Sims,Lindblom,,2:33,N,,1.06,++,
31,Friday Aug 28,boxscore,CIN,,CHC,W,6,5,,14-17,3,4.0,Mahle,Hendricks,Iglesias,2:57,N,,1.31,+++,
32,Saturday Aug 29 (1),boxscore,CIN,,CHC,L,0,3,7,14-18,4,4.0,Darvish,Bauer,Jeffress,2:47,D,,1.42,-,2020-07-30 (Rain; (Game2))
33,Saturday Aug 29 (2),boxscore,CIN,,CHC,W-wo,6,5,7,15-18,4,4.0,Kuhnel,Kimbrel,,2:53,N,,1.29,+,
34,Sunday Aug 30,boxscore,CIN,,CHC,L,1,10,,15-19,4,5.0,Rea,Castillo,,3:26,D,,1.47,-,
35,Monday Aug 31,boxscore,CIN,,STL,L,5,7,,15-20,4,5.5,Hudson,DeSclafani,Gallegos,3:09,N,,1.49,--,
36,Tuesday Sep 1,boxscore,CIN,,STL,L,2,16,,15-21,4,6.5,Kim,Gray,,3:27,N,,1.32,---,
37,Wednesday Sep 2,boxscore,CIN,,STL,W-wo,4,3,,16-21,4,6.5,Iglesias,Gallegos,,2:55,N,,1.13,+,
38,Friday Sep 4 (1),boxscore,CIN,@,PIT,W,4,2,7,17-21,4,6.5,Castillo,Brault,Iglesias,2:31,D,,1.11,++,2020-08-15 (Covid; Played at PIT; CIN was home team; (Game2))
39,Friday Sep 4 (2),boxscore,CIN,@,PIT,L,3,4,7,17-22,4,6.5,Howard,Bauer,Rodríguez,2:25,N,,1.27,-,
40,Saturday Sep 5,boxscore,CIN,@,PIT,W,6,2,,18-22,4,5.0,Garrett,Williams,,3:23,N,,1.18,+,
41,Sunday Sep 6,boxscore,CIN,@,PIT,L-wo,2,3,,18-23,4,5.0,Rodríguez,Iglesias,,3:02,D,,1.28,-,
42,Tuesday Sep 8,boxscore,CIN,@,CHC,L,0,3,,18-24,4,6.5,Mills,Mahle,Jeffress,2:36,N,,1.18,--,
43,Wednesday Sep 9,boxscore,CIN,@,CHC,W,3,0,,19-24,4,5.5,Bauer,Darvish,Iglesias,2:54,N,,.97,+,
44,Thursday Sep 10,boxscore,CIN,@,CHC,L,5,8,,19-25,4,6.5,Ryan,Gray,Jeffress,4:07,N,,1.22,-,
45,Friday Sep 11,boxscore,CIN,@,STL,W,3,1,,20-25,4,5.5,Castillo,Wainwright,,2:24,N,,1.17,+,
46,Saturday Sep 12,boxscore,CIN,@,STL,L,1,7,,20-26,4,6.5,Hudson,Antone,,3:08,N,,1.43,-,
47,Sunday Sep 13,boxscore,CIN,@,STL,W,10,5,,21-26,4,6.5,Bradley,Gant,Iglesias,3:42,D,,1.24,+,
48,Monday Sep 14 (1),boxscore,CIN,,PIT,W-wo,3,1,7,22-26,3,5.5,Iglesias,Howard,,2:25,D,,1.42,++,2020-08-16 (Covid; (Game2))
49,Monday Sep 14 (2),boxscore,CIN,,PIT,W,9,4,7,23-26,3,5.5,Romano,Turley,,2:58,N,,1.63,+++,
50,Tuesday Sep 15,boxscore,CIN,,PIT,W,4,1,,24-26,3,5.5,Lorenzen,Musgrove,Garrett,2:40,N,,1.83,++++,
51,Wednesday Sep 16,boxscore,CIN,,PIT,W,1,0,,25-26,2,5.5,Castillo,Brubaker,Iglesias,2:34,N,,1.86,+++++,
52,Friday Sep 18,boxscore,CIN,,CHW,W,7,1,,26-26,2,5.5,Mahle,Stiever,,2:51,N,,1.78,++++++,
53,Saturday Sep 19,boxscore,CIN,,CHW,L,0,5,,26-27,3,5.5,Foster,Bauer,,2:57,N,,1.97,-,
54,Sunday Sep 20,boxscore,CIN,,CHW,W,7,3,,27-27,3,4.5,Sims,Cease,,3:36,D,,2.14,+,
55,Monday Sep 21,boxscore,CIN,,MIL,W,6,3,,28-27,2,4.5,Castillo,Woodruff,,2:56,N,,2.82,++,
56,Tuesday Sep 22,boxscore,CIN,,MIL,L,2,3,,28-28,3,4.5,Anderson,Antone,Hader,2:27,N,,2.43,-,
57,Wednesday Sep 23,boxscore,CIN,,MIL,W,6,1,,29-28,2,3.5,Bauer,Houser,,2:38,N,,3.70,+,
58,Friday Sep 25,boxscore,CIN,@,MIN,W,7,2,,30-28,2,3.0,Lorenzen,Berríos,,3:38,N,,2.14,++,
59,Saturday Sep 26,boxscore,CIN,@,MIN,L,3,7,,30-29,2,3.0,Clippard,Castillo,,3:06,N,,.61,-,
60,Sunday Sep 27,boxscore,CIN,@,MIN,W,5,3,10,31-29,2,3.0,Iglesias,Thielbar,,3:53,D,,.57,+,

1,Friday Jul 24,boxscore,CLE,,KCR,W,2,0,,1-0,1,Tied,Bieber,Duffy,Hand,2:58,N,,1.18,+,
2,Saturday Jul 25,boxscore,CLE,,KCR,L,2,3,10,1-1,1,Tied,Barlow,Karinchak,Holland,2:52,N,,1.21,-,
3,Sunday Jul 26,boxscore,CLE,,KCR,W,9,2,,2-1,1,Tied,Carrasco,Bolaños,,3:04,D,,1.21,+,
4,Tuesday Jul 28 (1),boxscore,CLE,,CHW,W,4,3,,3-1,1,up 0.5,Civale,Cease,Hand,3:15,D,,1.21,++,2020-07-27 (Rain; (Game2))
5,Tuesday Jul 28 (2),boxscore,CLE,,CHW,W,5,3,,4-1,1,up 0.5,Plutko,Rodón,Hill,2:43,D,,1.19,+++,
6,Wednesday Jul 29,boxscore,CLE,,CHW,L,0,4,,4-2,2,0.5,Bummer,Hand,,2:57,N,,1.18,-,
7,Thursday Jul 30,boxscore,CLE,@,MIN,W,2,0,,5-2,1,up 0.5,Bieber,Berríos,Karinchak,2:52,N,,1.23,+,
8,Friday Jul 31,boxscore,CLE,@,MIN,L,1,4,,5-3,2,0.5,Dobnak,Clevinger,Rogers,3:06,N,,1.20,-,
9,Saturday Aug 1,boxscore,CLE,@,MIN,L,0,3,,5-4,3,1.5,Maeda,Carrasco,Rogers,2:40,N,,1.22,--,
10,Sunday Aug 2,boxscore,CLE,@,MIN,L,1,3,,5-5,3,2.5,Smeltzer,Civale,Romo,2:54,D,,1.26,---,
11,Monday Aug 3,boxscore,CLE,@,CIN,L,2,3,,5-6,4,3.5,Gray,Plesac,Iglesias,2:33,N,,1.13,----,
12,Tuesday Aug 4,boxscore,CLE,@,CIN,W,4,2,,6-6,3,3.5,Bieber,Jones,Hand,2:59,N,,1.13,+,
13,Wednesday Aug 5,boxscore,CLE,,CIN,W,2,0,,7-6,3,3.5,Clevinger,Antone,Hand,2:56,N,,1.14,++,
14,Thursday Aug 6,boxscore,CLE,,CIN,W,13,0,,8-6,2,2.5,Carrasco,Castillo,,2:53,N,,1.16,+++,
15,Friday Aug 7,boxscore,CLE,@,CHW,L,0,2,,8-7,3,2.5,Cease,Civale,Colomé,2:48,N,,1.25,-,
16,Saturday Aug 8,boxscore,CLE,@,CHW,W,7,1,,9-7,2,1.5,Plesac,Anderson,,3:11,D,,1.31,+,
17,Sunday Aug 9,boxscore,CLE,@,CHW,W,5,4,10,10-7,2,0.5,Maton,Cordero,Pérez,3:20,N,,1.32,++,
18,Tuesday Aug 11,boxscore,CLE,,CHC,L,1,7,,10-8,3,1.0,Lester,Plutko,,3:14,N,,1.15,-,
19,Wednesday Aug 12,boxscore,CLE,,CHC,L,2,7,,10-9,3,2.0,Hendricks,Carrasco,,3:32,N,,1.22,--,
20,Friday Aug 14,boxscore,CLE,@,DET,W,10,5,,11-9,2,1.5,Civale,Nova,,2:55,N,,1.39,+,
21,Saturday Aug 15,boxscore,CLE,@,DET,W,3,1,,12-9,2,1.0,Bieber,Turnbull,Hand,3:12,N,,1.39,++,
22,Sunday Aug 16,boxscore,CLE,@,DET,W,8,5,,13-9,2,1.0,Pérez,Schreiber,,3:26,D,,1.32,+++,
23,Tuesday Aug 18,boxscore,CLE,@,PIT,W,6,3,10,14-9,2,1.5,Wittgren,Howard,Hand,4:02,N,,1.10,++++,
24,Wednesday Aug 19,boxscore,CLE,@,PIT,W,6,1,,15-9,2,0.5,Civale,Neverauskas,,2:56,N,,1.01,+++++,
25,Thursday Aug 20,boxscore,CLE,@,PIT,W,2,0,,16-9,2,0.5,Bieber,Williams,Hand,3:24,N,,.91,++++++,
26,Friday Aug 21,boxscore,CLE,,DET,L,5,10,,16-10,2,0.5,García,Plutko,,3:18,N,,.94,-,
27,Saturday Aug 22,boxscore,CLE,,DET,W,6,1,,17-10,2,0.5,McKenzie,Boyd,,2:37,N,,1.07,+,
28,Sunday Aug 23,boxscore,CLE,,DET,L,4,7,,17-11,2,1.5,Norris,Carrasco,,3:22,D,,.95,-,
29,Monday Aug 24,boxscore,CLE,,MIN,L,2,3,,17-12,2,2.5,Maeda,Civale,Rogers,3:14,N,,1.07,--,
30,Tuesday Aug 25,boxscore,CLE,,MIN,W,4,2,,18-12,2,1.5,Bieber,Alcala,Hand,2:52,N,,1.16,+,
31,Wednesday Aug 26,boxscore,CLE,,MIN,W,6,3,,19-12,2,0.5,Maton,Romo,Hand,3:14,N,,1.09,++,
32,Friday Aug 28,boxscore,CLE,@,STL,W,14,2,,20-12,1,Tied,Hill,Ponce de Leon,Plutko,3:51,N,,.89,+++,
33,Saturday Aug 29,boxscore,CLE,@,STL,W,2,1,12,21-12,1,up 1.0,Wittgren,Reyes,Hand,4:06,D,,.73,++++,
34,Sunday Aug 30,boxscore,CLE,@,STL,L,2,7,,21-13,1,Tied,Wainwright,Civale,,2:24,D,,.65,-,
35,Monday Aug 31,boxscore,CLE,@,KCR,L,1,2,,21-14,2,1.0,Barlow,Karinchak,Holland,3:11,N,,.85,--,
36,Tuesday Sep 1,boxscore,CLE,@,KCR,W,10,1,,22-14,1,Tied,Plesac,Harvey,,3:10,N,,.95,+,
37,Wednesday Sep 2,boxscore,CLE,@,KCR,W,5,0,,23-14,1,up 1.0,McKenzie,Junis,,2:29,N,,.82,++,
38,Friday Sep 4,boxscore,CLE,,MIL,L,1,7,,23-15,2,0.5,Burnes,Maton,,2:55,N,,.66,-,
39,Saturday Sep 5,boxscore,CLE,,MIL,W-wo,4,3,,24-15,2,0.5,Hand,Hader,,3:21,N,,.73,+,
40,Sunday Sep 6,boxscore,CLE,,MIL,W,4,1,,25-15,2,0.5,Bieber,Anderson,Hand,3:13,D,,.62,++,
41,Monday Sep 7,boxscore,CLE,,KCR,W,5,2,,26-15,1,Tied,Plesac,Keller,Hand,2:52,N,,.58,+++,
42,Tuesday Sep 8,boxscore,CLE,,KCR,L,6,8,,26-16,1,Tied,Holland,Cimber,Barlow,3:13,N,,.49,-,
43,Wednesday Sep 9,boxscore,CLE,,KCR,L,0,3,,26-17,2,1.0,Duffy,Carrasco,Holland,3:03,N,,.58,--,
44,Thursday Sep 10,boxscore,CLE,,KCR,L,1,11,,26-18,3,1.5,Singer,Civale,,2:48,N,,.61,---,
45,Friday Sep 11,boxscore,CLE,@,MIN,L,1,3,,26-19,3,2.5,Maeda,Bieber,Rogers,2:43,N,,.87,----,
46,Saturday Sep 12,boxscore,CLE,@,MIN,L,4,8,,26-20,3,3.5,Hill,Plesac,,2:56,N,,.87,-----,
47,Sunday Sep 13,boxscore,CLE,@,MIN,L,5,7,,26-21,3,4.5,Thielbar,McKenzie,Romo,3:43,D,,.79,------,
48,Tuesday Sep 15,boxscore,CLE,@,CHC,L-wo,5,6,,26-22,3,6.0,Jeffress,Pérez,,3:17,N,,.62,-------,
49,Wednesday Sep 16,boxscore,CLE,@,CHC,L-wo,2,3,10,26-23,3,6.0,Adam,Maton,,3:13,N,,.68,--------,
50,Thursday Sep 17,boxscore,CLE,@,DET,W,10,3,,27-23,3,6.0,Bieber,Mize,,3:04,N,,.83,+,
51,Friday Sep 18,boxscore,CLE,@,DET,W,1,0,,28-23,3,5.0,Plesac,Alexander,Hand,3:33,N,,.43,++,
52,Saturday Sep 19,boxscore,CLE,@,DET,L,2,5,,28-24,3,6.0,Cisnero,Maton,Garcia,3:00,N,,.30,-,
53,Sunday Sep 20,boxscore,CLE,@,DET,W,7,4,,29-24,3,5.0,Carrasco,Boyd,,2:59,D,,.23,+,
54,Monday Sep 21,boxscore,CLE,,CHW,W,7,4,,30-24,3,4.0,Civale,Fry,Hand,3:14,N,,.19,++,
55,Tuesday Sep 22,boxscore,CLE,,CHW,W-wo,5,3,10,31-24,3,3.0,Maton,Foster,,3:21,N,,.29,+++,
56,Wednesday Sep 23,boxscore,CLE,,CHW,W-wo,3,2,,32-24,3,2.5,Hand,Gonzalez,,3:14,N,,.35,++++,
57,Thursday Sep 24,boxscore,CLE,,CHW,W,5,4,,33-24,3,2.0,Hill,Rodón,Hand,2:48,N,,.54,+++++,
58,Friday Sep 25,boxscore,CLE,,PIT,W-wo,4,3,,34-24,2,1.0,Plutko,Stratton,,3:18,N,,.72,++++++,
59,Saturday Sep 26,boxscore,CLE,,PIT,L,0,8,,34-25,3,2.0,Musgrove,Civale,,2:56,N,,1.16,-,
60,Sunday Sep 27,boxscore,CLE,,PIT,W,8,6,,35-25,2,1.0,Karinchak,Turley,Hand,3:00,D,,.60,+,

1,Friday Jul 24,boxscore,COL,@,TEX,L,0,1,,0-1,3,1.5,Lynn,Márquez,Leclerc,2:57,N,,1.07,-,
2,Saturday Jul 25,boxscore,COL,@,TEX,W,3,2,,1-1,3,1.0,Bard,Minor,Davis,3:34,D,,1.05,+,
3,Sunday Jul 26,boxscore,COL,@,TEX,W,5,2,,2-1,1,Tied,Freeland,Palumbo,Davis,3:05,D,,1.08,++,
4,Tuesday Jul 28,boxscore,COL,@,OAK,W,8,3,,3-1,2,0.5,Senzatela,Mengden,,2:58,N,,1.06,+++,
5,Wednesday Jul 29,boxscore,COL,@,OAK,W,5,1,,4-1,1,up 0.5,Márquez,Montas,,2:55,D,,1.08,++++,
6,Friday Jul 31,boxscore,COL,,SDP,L,7,8,,4-2,2,1.0,Stammen,Davis,Pomeranz,3:37,N,,1.19,-,
7,Saturday Aug 1,boxscore,COL,,SDP,W,6,1,,5-2,1,Tied,Freeland,Lucchesi,,2:50,N,,1.18,+,
8,Sunday Aug 2,boxscore,COL,,SDP,W,9,6,,6-2,1,Tied,Senzatela,Davies,Díaz,2:52,D,,1.18,++,
9,Monday Aug 3,boxscore,COL,,SFG,W,7,6,,7-2,1,up 1.0,Hoffman,Peralta,Díaz,2:48,N,,1.14,+++,
10,Tuesday Aug 4,boxscore,COL,,SFG,W,5,2,,8-2,1,up 1.0,Márquez,Gausman,Almonte,2:36,N,,1.10,++++,
11,Wednesday Aug 5,boxscore,COL,,SFG,L,3,4,,8-3,1,Tied,Webb,Gray,Gott,2:48,N,,1.02,-,
12,Thursday Aug 6,boxscore,COL,,SFG,W,6,4,,9-3,1,up 0.5,Almonte,Garcia,Díaz,3:06,D,,1.12,+,
13,Friday Aug 7,boxscore,COL,@,SEA,W,8,4,,10-3,1,up 0.5,Senzatela,Kikuchi,,3:13,N,,.96,++,
14,Saturday Aug 8,boxscore,COL,@,SEA,W,5,0,,11-3,1,up 1.5,Hoffman,Misiewicz,,2:49,N,,.87,+++,
15,Sunday Aug 9,boxscore,COL,@,SEA,L,3,5,,11-4,1,up 0.5,Sheffield,Márquez,Williams,2:45,D,,.77,-,
16,Monday Aug 10,boxscore,COL,,ARI,L,8,12,,11-5,1,up 0.5,Young,Gray,Bradley,3:43,N,,.95,--,
17,Tuesday Aug 11,boxscore,COL,,ARI,W,8,7,,12-5,1,up 1.5,Estévez,Ginkel,Bard,3:16,N,,1.04,+,
18,Wednesday Aug 12,boxscore,COL,,ARI,L,7,13,,12-6,1,up 0.5,Chafin,Kinley,,3:56,D,,.95,-,
19,Friday Aug 14,boxscore,COL,,TEX,L,2,3,,12-7,2,1.0,Lynn,Bard,,2:33,N,,.94,--,
20,Saturday Aug 15,boxscore,COL,,TEX,L,4,6,,12-8,2,2.0,Gibson,Márquez,Montero,3:22,N,,1.05,---,
21,Sunday Aug 16,boxscore,COL,,TEX,W,10,6,,13-8,2,2.0,Gray,Allard,Estévez,3:00,D,,1.11,+,
22,Monday Aug 17,boxscore,COL,@,HOU,L,1,2,,13-9,2,3.0,Bielak,Freeland,Taylor,2:50,N,,1.06,-,
23,Tuesday Aug 18,boxscore,COL,@,HOU,L-wo,1,2,11,13-10,2,4.0,Scrubb,Díaz,,3:03,D,,1.13,--,
24,Wednesday Aug 19,boxscore,COL,,HOU,L,6,13,,13-11,2,4.0,Valdez,Castellani,,3:09,N,,1.19,---,
25,Thursday Aug 20,boxscore,COL,,HOU,L,8,10,,13-12,3,5.0,Paredes,Márquez,Pressly,3:31,D,,1.29,----,
26,Friday Aug 21,boxscore,COL,@,LAD,L,1,5,,13-13,3,6.0,Buehler,Gray,,2:35,N,,1.32,-----,
27,Saturday Aug 22,boxscore,COL,@,LAD,L-wo,3,4,,13-14,3,7.0,Jansen,Bard,,3:05,N,,1.33,------,
28,Sunday Aug 23,boxscore,COL,@,LAD,L,3,11,,13-15,3,8.0,González,Senzatela,,2:58,D,,1.30,-------,
29,Monday Aug 24,boxscore,COL,@,ARI,W,3,2,,14-15,3,7.5,Castellani,Widener,Bard,3:19,N,,1.38,+,
30,Tuesday Aug 25,boxscore,COL,@,ARI,W,5,4,,15-15,3,6.5,Díaz,Crichton,Bard,3:52,N,,1.42,++,
31,Wednesday Aug 26,boxscore,COL,@,ARI,W,8,7,,16-15,3,6.0,Gray,Ray,Hoffman,3:43,N,,1.48,+++,
32,Friday Aug 28,boxscore,COL,,SDP,L,4,10,,16-16,3,7.0,Davies,Hoffman,,3:29,N,,1.46,-,
33,Saturday Aug 29,boxscore,COL,,SDP,W-wo,4,3,,17-16,3,7.0,Bard,Stammen,,3:08,N,,1.51,+,
34,Sunday Aug 30,boxscore,COL,,SDP,L,2,13,,17-17,3,8.0,Paddack,Castellani,,3:07,D,,1.52,-,
35,Monday Aug 31,boxscore,COL,,SDP,L,0,6,,17-18,3,8.5,Morejón,Márquez,,2:49,N,,1.51,--,
36,Tuesday Sep 1,boxscore,COL,,SFG,L,5,23,,17-19,4,9.5,Gausman,Gray,,3:48,N,,1.60,---,
37,Wednesday Sep 2,boxscore,COL,,SFG,W,9,6,,18-19,3,9.5,Givens,Coonrod,Bard,3:35,D,,1.62,+,
38,Friday Sep 4,boxscore,COL,@,LAD,L,6,10,,18-20,3,11.0,Ferguson,Estévez,,3:26,N,,1.40,-,
39,Saturday Sep 5,boxscore,COL,@,LAD,W,5,2,,19-20,3,10.0,Almonte,Treinen,Bard,2:45,N,,1.42,+,
40,Sunday Sep 6,boxscore,COL,@,LAD,W,7,6,,20-20,3,9.0,Almonte,Ferguson,Bard,3:43,N,,1.48,++,
41,Monday Sep 7,boxscore,COL,@,SDP,L-wo,0,1,,20-21,4,9.5,Pomeranz,Estévez,,3:02,N,,1.59,-,
42,Tuesday Sep 8,boxscore,COL,@,SDP,L,5,14,,20-22,4,10.5,Clevinger,González,,3:16,N,,1.52,--,
43,Wednesday Sep 9,boxscore,COL,@,SDP,L,3,5,,20-23,4,11.5,Davies,Senzatela,Rosenthal,2:54,N,,1.44,---,
44,Friday Sep 11,boxscore,COL,,LAA,W-wo,8,4,,21-23,4,10.5,Bard,Buttrey,,3:08,N,,1.34,+,
45,Saturday Sep 12,boxscore,COL,,LAA,L,2,5,11,21-24,4,10.5,Buttrey,Kinley,Andriese,3:44,N,,1.48,-,
46,Sunday Sep 13,boxscore,COL,,LAA,L,3,5,,21-25,4,11.5,Heaney,Estévez,Andriese,3:04,D,,1.35,--,
47,Tuesday Sep 15,boxscore,COL,,OAK,W,3,1,,22-25,4,11.0,Senzatela,Manaea,,2:41,N,,1.29,+,
48,Wednesday Sep 16,boxscore,COL,,OAK,L,1,3,,22-26,4,12.0,Fiers,Márquez,Hendriks,2:57,D,,1.44,-,
49,Thursday Sep 17,boxscore,COL,,LAD,L,3,9,,22-27,4,13.0,Floro,Freeland,,3:07,N,,1.23,--,
50,Friday Sep 18,boxscore,COL,,LAD,L,6,15,,22-28,4,14.0,White,Castellani,,3:24,N,,.92,---,
51,Saturday Sep 19,boxscore,COL,,LAD,L,1,6,,22-29,4,15.0,Kershaw,González,,2:32,N,,.49,----,
52,Sunday Sep 20,boxscore,COL,,LAD,W,6,3,,23-29,4,14.0,Senzatela,Gonsolin,Givens,3:15,D,,.21,+,
53,Monday Sep 21,boxscore,COL,@,SFG,W,7,2,,24-29,4,13.5,Márquez,Cueto,,3:33,N,,.33,++,
54,Tuesday Sep 22,boxscore,COL,@,SFG,L,2,5,,24-30,4,14.5,Rogers,Díaz,Coonrod,3:26,N,,.68,-,
55,Wednesday Sep 23,boxscore,COL,@,SFG,L,2,7,,24-31,4,14.5,Webb,Castellani,,3:10,N,,.29,--,
56,Thursday Sep 24,boxscore,COL,@,SFG,W,5,4,11,25-31,4,14.5,Bard,Cahill,Díaz,4:13,D,,.03,+,
57,Friday Sep 25 (1),boxscore,COL,@,ARI,L,0,4,7,25-32,4,16.0,Gallen,Senzatela,Crichton,2:36,D,,.06,-,2020-08-27 (Boycott (racial justice); (Game2))
58,Friday Sep 25 (2),boxscore,COL,@,ARI,L,5,11,7,25-33,4,16.0,Clarke,Santos,,2:58,N,,.00,--,
59,Saturday Sep 26,boxscore,COL,@,ARI,W,10,3,,26-33,4,16.0,Márquez,Weaver,,3:03,N,,.00,+,
60,Sunday Sep 27,boxscore,COL,@,ARI,L,3,11,,26-34,4,17.0,Bumgarner,Freeland,,2:54,D,,.00,-,

1,Friday Jul 24,boxscore,DET,@,CIN,L,1,7,,0-1,3,1.0,Gray,Boyd,,2:45,N,,1.06,-,
2,Saturday Jul 25,boxscore,DET,@,CIN,W,6,4,,1-1,1,Tied,Farmer,Iglesias,Jiménez,3:01,N,,1.04,+,
3,Sunday Jul 26,boxscore,DET,@,CIN,W,3,2,,2-1,1,Tied,Cisnero,Lorenzen,Jiménez,3:04,D,,1.10,++,
4,Monday Jul 27,boxscore,DET,,KCR,L,6,14,,2-2,3,0.5,Griffin,Funkhouser,,3:20,N,,1.19,-,
5,Tuesday Jul 28,boxscore,DET,,KCR,W,4,3,,3-2,3,1.0,Alexander,Zuber,Jiménez,2:25,N,,1.19,+,
6,Wednesday Jul 29,boxscore,DET,,KCR,W,5,4,,4-2,2,0.5,Garcia,Kennedy,Jiménez,2:40,N,,1.21,++,
7,Thursday Jul 30,boxscore,DET,,KCR,L,3,5,,4-3,3,1.0,Holland,Cisnero,Rosenthal,2:49,N,,1.23,-,
8,Friday Jul 31,boxscore,DET,,CIN,W,7,2,,5-3,2,0.5,Turnbull,Castillo,,2:31,N,,1.12,+,
9,Sunday Aug 2 (1),boxscore,DET,,CIN,L,3,4,7,5-4,3,2.5,Iglesias,Jiménez,,2:25,D,,1.12,-,2020-08-01 (Rain; (Game2))
10,Sunday Aug 2 (2),boxscore,DET,,CIN,L,0,4,7,5-5,3,2.5,Bauer,Norris,,2:36,D,,1.12,--,
11,Friday Aug 7,boxscore,DET,@,PIT,W,17,13,11,6-5,3,2.5,Garcia,Neverauskas,,4:33,N,,1.12,+,
12,Saturday Aug 8,boxscore,DET,@,PIT,W,11,5,,7-5,2,1.5,Nova,Holland,,3:22,D,,1.14,++,
13,Sunday Aug 9,boxscore,DET,@,PIT,W,2,1,,8-5,2,0.5,Turnbull,Rodríguez,Jiménez,2:45,D,,1.14,+++,
14,Monday Aug 10,boxscore,DET,,CHW,W,5,1,,9-5,2,0.5,Norris,Keuchel,,2:47,N,,1.25,++++,
15,Tuesday Aug 11,boxscore,DET,,CHW,L,4,8,,9-6,2,0.5,Foster,Alexander,,2:51,N,,1.23,-,
16,Wednesday Aug 12,boxscore,DET,,CHW,L,5,7,,9-7,2,1.5,Cease,Boyd,Colomé,3:12,D,,1.29,--,
17,Friday Aug 14,boxscore,DET,,CLE,L,5,10,,9-8,3,2.0,Civale,Nova,,2:55,N,,1.39,---,
18,Saturday Aug 15,boxscore,DET,,CLE,L,1,3,,9-9,3,2.5,Bieber,Turnbull,Hand,3:12,N,,1.43,----,
19,Sunday Aug 16,boxscore,DET,,CLE,L,5,8,,9-10,4,3.5,Pérez,Schreiber,,3:26,D,,1.40,-----,
20,Monday Aug 17,boxscore,DET,@,CHW,L,2,7,,9-11,4,4.5,Heuer,Boyd,,3:12,N,,1.34,------,
21,Tuesday Aug 18,boxscore,DET,@,CHW,L,4,10,,9-12,4,5.5,Cease,Skubal,,3:00,N,,1.29,-------,
22,Wednesday Aug 19,boxscore,DET,@,CHW,L,3,5,,9-13,4,5.5,Marshall,Soto,Colomé,2:31,N,,1.19,--------,
23,Thursday Aug 20,boxscore,DET,@,CHW,L,0,9,,9-14,4,6.5,Giolito,Turnbull,,2:56,D,,1.08,---------,
24,Friday Aug 21,boxscore,DET,@,CLE,W,10,5,,10-14,4,5.5,García,Plutko,,3:18,N,,.88,+,
25,Saturday Aug 22,boxscore,DET,@,CLE,L,1,6,,10-15,4,6.5,McKenzie,Boyd,,2:37,N,,1.04,-,
26,Sunday Aug 23,boxscore,DET,@,CLE,W,7,4,,11-15,4,6.5,Norris,Carrasco,,3:22,D,,.88,+,
27,Monday Aug 24,boxscore,DET,,CHC,L,3,9,,11-16,4,7.5,Mills,Mize,,3:01,N,,.98,-,
28,Tuesday Aug 25,boxscore,DET,,CHC,W,7,1,,12-16,4,6.5,Turnbull,Chatwood,,3:13,N,,.83,+,
29,Wednesday Aug 26,boxscore,DET,,CHC,W,7,6,,13-16,4,5.5,Jiménez,Tepera,,3:23,N,,.94,++,
30,Saturday Aug 29 (1),boxscore,DET,,MIN,W,8,2,7,14-16,4,5.0,Boyd,Dobnak,,2:11,D,,1.14,+++,2020-08-27 (Boycott (racial justice); (Game2))
31,Saturday Aug 29 (2),boxscore,DET,,MIN,W,4,2,7,15-16,4,5.0,Skubal,Duffey,Soto,2:12,D,,1.30,++++,
32,Sunday Aug 30,boxscore,DET,,MIN,W,3,2,,16-16,4,4.0,Alexander,Maeda,Soto,2:41,D,,1.41,+++++,
