Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
26,ARI,2022-05-04,@,MIA,W 8-7,40,34,8,9,5,1,1,2,7,0,0,5,11,.265,.359,.529,.888,18,0,0,1,0,0
27,ARI,2022-05-06,,COL,W 4-1,34,29,4,6,3,1,0,2,4,0,0,4,7,.207,.294,.448,.742,13,0,0,0,1,0
28,ARI,2022-05-07,,COL,L 1-4,37,31,1,6,5,1,0,0,1,3,0,6,6,.194,.324,.226,.550,7,1,0,0,0,1
29,ARI,2022-05-08,,COL,W 4-0,34,29,4,8,5,3,0,0,3,0,1,4,9,.276,.364,.379,.743,11,0,0,1,0,0
30,ARI,2022-05-09,,MIA,W 4-3,34,31,4,7,4,2,0,1,4,1,0,3,9,.226,.294,.387,.681,12,1,0,0,0,0
31,ARI,2022-05-10,,MIA,W 9-3,39,33,9,11,7,3,0,1,8,0,1,6,9,.333,.436,.515,.951,17,1,0,0,0,0
32,ARI,2022-05-11,,MIA,L 3-11,34,31,3,4,2,0,0,2,3,1,0,3,8,.129,.206,.323,.528,10,0,0,0,0,0
33,ARI,2022-05-13,,CHC,W 4-3,37,35,4,12,7,4,1,0,3,1,0,1,7,.343,.378,.514,.893,18,1,1,0,0,0
34,ARI,2022-05-14,,CHC,L 2-4,39,35,2,8,6,2,0,0,2,0,0,3,10,.229,.308,.286,.593,10,0,1,0,0,0
35,ARI,2022-05-15,,CHC,L 2-3,34,32,2,6,5,0,1,0,1,0,1,2,11,.188,.235,.250,.485,8,1,0,0,0,0
36,ARI,2022-05-16,@,LAD,L 4-5,35,31,4,5,2,1,0,2,4,0,0,3,11,.161,.229,.387,.616,12,1,0,0,1,0
37,ARI,2022-05-17 (1),@,LAD,L 6-7,39,33,6,6,4,0,0,2,6,0,1,6,14,.182,.308,.364,.671,12,0,0,0,0,0
38,ARI,2022-05-17 (2),@,LAD,L 3-12,36,36,3,11,9,0,0,2,3,0,0,0,8,.306,.306,.472,.778,17,2,0,0,0,0
39,ARI,2022-05-18,@,LAD,L 3-5,38,35,3,9,8,1,0,0,3,0,0,3,9,.257,.316,.286,.602,10,0,0,0,0,0
40,ARI,2022-05-19,@,CHC,W 3-1,34,32,3,6,4,1,0,1,3,1,0,1,11,.188,.212,.313,.525,10,0,0,1,0,0
41,ARI,2022-05-20,@,CHC,W 10-6,42,37,10,12,4,1,0,7,10,0,0,4,7,.324,.390,.919,1.309,34,0,0,1,0,0
42,ARI,2022-05-21,@,CHC,W 7-6 (10),44,39,7,11,8,2,0,1,6,1,0,5,15,.282,.364,.410,.774,16,1,0,0,0,0
43,ARI,2022-05-22,@,CHC,L 4-5,36,34,4,8,7,1,0,0,4,0,0,2,7,.235,.278,.265,.542,9,1,0,0,0,0
44,ARI,2022-05-23,,KCR,W 9-5,39,34,9,10,6,2,0,2,9,0,0,5,8,.294,.385,.529,.914,18,0,0,0,0,0
45,ARI,2022-05-24,,KCR,W 8-6,38,30,8,9,3,2,0,4,7,0,0,8,11,.300,.447,.767,1.214,23,2,0,0,0,0
46,ARI,2022-05-26,,LAD,L 1-14,36,34,1,8,6,1,0,1,1,0,0,2,5,.235,.278,.353,.631,12,1,0,0,0,0
47,ARI,2022-05-27,,LAD,L 4-6,41,33,4,9,7,2,0,0,4,0,0,4,7,.273,.390,.333,.724,11,2,3,0,1,0
48,ARI,2022-05-28,,LAD,L 2-3,33,32,2,5,1,2,2,0,2,0,0,1,12,.156,.182,.344,.526,11,0,0,0,0,0
49,ARI,2022-05-29,,LAD,L 1-3,37,33,1,8,6,1,1,0,1,0,0,2,11,.242,.306,.333,.639,11,2,1,1,0,0
50,ARI,2022-05-30,,ATL,W 6-2,34,31,6,7,3,3,0,1,6,0,0,3,9,.226,.294,.419,.713,13,0,0,0,0,0
51,ARI,2022-05-31,,ATL,W 8-7 (10),42,35,8,12,8,3,0,1,8,1,0,4,7,.343,.405,.514,.919,18,2,1,0,2,2
52,ARI,2022-06-01,,ATL,L 0-6,34,29,0,3,2,1,0,0,0,0,0,5,9,.103,.235,.138,.373,4,1,0,0,0,0
53,ARI,2022-06-03,@,PIT,W 8-6,44,37,8,10,2,3,0,5,7,0,0,4,6,.270,.364,.757,1.120,28,0,2,0,1,0
54,ARI,2022-06-04,@,PIT,L 1-2,35,32,1,4,1,3,0,0,0,0,0,3,11,.125,.200,.219,.419,7,0,0,0,0,0
55,ARI,2022-06-05,@,PIT,L 0-3,34,32,0,5,5,0,0,0,0,0,0,2,10,.156,.206,.156,.362,5,0,0,0,0,0
56,ARI,2022-06-06,@,CIN,L 0-7 (7),21,21,0,1,1,0,0,0,0,0,1,0,8,.048,.048,.048,.095,1,0,0,0,0,0
57,ARI,2022-06-07,@,CIN,L 8-14,38,36,8,10,5,3,0,2,8,0,0,1,6,.278,.316,.528,.844,19,0,1,0,0,0
58,ARI,2022-06-08,@,CIN,W 7-0,44,38,7,11,5,2,1,3,7,1,0,5,12,.289,.386,.632,1.018,24,0,1,0,0,1
59,ARI,2022-06-09,@,CIN,W 5-4,43,34,5,7,4,2,0,1,5,0,0,7,12,.206,.357,.353,.710,12,0,1,1,0,2
60,ARI,2022-06-10,@,PHI,L 5-7,38,34,5,7,4,2,0,1,5,1,0,4,7,.206,.289,.353,.642,12,0,0,0,0,0
61,ARI,2022-06-11,@,PHI,L 0-4,34,33,0,6,5,1,0,0,0,0,0,1,11,.182,.206,.212,.418,7,0,0,0,0,0
62,ARI,2022-06-12,@,PHI,W 13-1,50,38,13,12,8,2,1,1,11,0,0,11,4,.316,.480,.500,.980,19,2,1,0,0,0
63,ARI,2022-06-13,,CIN,L 4-5,39,36,4,10,8,1,0,1,4,2,0,2,8,.278,.308,.389,.697,14,0,0,0,1,0
64,ARI,2022-06-14,,CIN,L 3-5 (12),42,41,3,5,3,2,0,0,1,2,0,1,14,.122,.143,.171,.314,7,0,0,0,0,0
65,ARI,2022-06-15,,CIN,W 7-4,36,33,7,8,4,3,0,1,6,2,0,2,6,.242,.286,.424,.710,14,0,0,1,0,0
66,ARI,2022-06-17,,MIN,W 7-2,38,35,7,11,9,0,0,2,5,0,0,2,4,.314,.351,.486,.837,17,0,0,1,0,0
67,ARI,2022-06-18,,MIN,L 1-11,31,30,1,4,2,1,1,0,1,0,0,0,8,.133,.129,.233,.362,7,0,0,0,1,0
68,ARI,2022-06-19,,MIN,W 7-1,34,32,7,8,4,0,0,4,7,1,0,2,6,.250,.294,.625,.919,20,0,0,0,0,0
69,ARI,2022-06-20,@,SDP,L 1-4,36,31,1,5,4,1,0,0,1,1,0,2,7,.161,.250,.194,.444,6,0,2,0,1,0
70,ARI,2022-06-21,@,SDP,L 2-3 (11),42,36,2,4,2,1,0,1,2,0,0,5,14,.111,.238,.222,.460,8,1,1,0,0,0
71,ARI,2022-06-22,@,SDP,L 4-10,43,39,4,8,6,0,0,2,3,0,0,4,6,.205,.279,.359,.638,14,0,0,0,0,0
72,ARI,2022-06-24,,DET,L 1-5,34,28,1,3,3,0,0,0,1,0,0,4,7,.107,.235,.107,.342,3,1,1,0,1,0
73,ARI,2022-06-25,,DET,L 3-6,35,31,3,5,3,1,0,1,3,0,0,4,9,.161,.257,.290,.547,9,1,0,0,0,1
74,ARI,2022-06-26,,DET,W 11-7,44,33,11,13,10,1,0,2,11,0,0,8,4,.394,.477,.606,1.083,20,1,0,0,3,0
75,ARI,2022-06-28,,SDP,W 7-6,40,33,7,9,7,2,0,0,7,0,0,5,10,.273,.400,.333,.733,11,1,2,0,0,0
76,ARI,2022-06-29,,SDP,L 0-4,33,30,0,4,3,1,0,0,0,0,0,2,6,.133,.188,.167,.354,5,0,0,1,0,0
77,ARI,2022-07-01,@,COL,W 9-3,41,38,9,11,3,4,1,3,8,0,0,3,4,.289,.341,.684,1.026,26,0,0,0,0,0
78,ARI,2022-07-02,@,COL,L 7-11,35,34,7,9,2,2,1,4,7,0,0,1,5,.265,.286,.735,1.021,25,2,0,0,0,0
79,ARI,2022-07-03,@,COL,L 5-6,41,38,5,11,9,1,0,1,5,2,0,3,6,.289,.341,.395,.736,15,1,0,0,0,1
80,ARI,2022-07-04,,SFG,W 8-3,37,34,8,11,8,3,0,0,7,2,0,2,10,.324,.361,.412,.773,14,0,0,1,0,0
81,ARI,2022-07-05,,SFG,W 6-2,34,31,6,9,5,3,0,1,5,0,0,2,6,.290,.324,.484,.807,15,1,0,0,1,0
82,ARI,2022-07-06,,SFG,L 5-7,41,35,5,8,7,1,0,0,5,0,0,5,5,.229,.325,.257,.582,9,0,0,1,0,1
83,ARI,2022-07-07,,COL,L 3-4,36,31,3,7,4,2,0,1,3,1,1,5,6,.226,.333,.387,.720,12,1,0,0,0,0
84,ARI,2022-07-08,,COL,L 5-6,38,32,5,9,6,1,0,2,5,1,1,5,8,.281,.378,.500,.878,16,2,0,1,0,0
85,ARI,2022-07-09,,COL,W 9-2,39,34,9,12,8,3,0,1,9,0,1,4,6,.353,.410,.529,.940,18,0,0,0,1,0
86,ARI,2022-07-10,,COL,L 2-3,33,31,2,4,3,0,0,1,2,0,0,2,8,.129,.182,.226,.408,7,0,0,0,0,0
87,ARI,2022-07-11,@,SFG,W 4-3,42,35,4,10,8,2,0,0,4,1,0,7,6,.286,.405,.343,.748,12,1,0,0,0,1
88,ARI,2022-07-12,@,SFG,L 0-13,37,35,0,8,5,3,0,0,0,0,0,2,10,.229,.270,.314,.585,11,0,0,0,0,0
89,ARI,2022-07-13,@,SFG,L 3-4,38,33,3,8,4,2,1,1,3,0,1,5,6,.242,.342,.455,.797,15,1,0,0,0,0
90,ARI,2022-07-15,@,SDP,L 3-5,35,33,3,6,4,0,0,2,3,0,0,2,10,.182,.229,.364,.592,12,0,0,0,0,0
91,ARI,2022-07-16,@,SDP,L 3-4,39,35,3,10,4,4,1,1,3,0,0,4,5,.286,.359,.543,.902,19,2,0,0,0,0
92,ARI,2022-07-17,@,SDP,W 3-1,40,34,3,6,5,0,0,1,3,1,0,6,11,.176,.300,.265,.565,9,0,0,0,0,0
93,ARI,2022-07-22,,WSN,W 10-1,40,35,10,12,8,1,1,2,10,0,0,3,9,.343,.375,.600,.975,21,0,0,0,2,0
94,ARI,2022-07-23,,WSN,W 7-2,36,32,7,10,7,2,0,1,7,2,0,3,7,.313,.361,.469,.830,15,1,0,0,1,0
95,ARI,2022-07-24,,WSN,L 3-4,43,34,3,10,8,2,0,0,3,1,0,6,4,.294,.405,.353,.758,12,2,1,1,1,0
96,ARI,2022-07-25,,SFG,W 7-0,41,34,7,11,6,5,0,0,7,3,0,6,4,.324,.439,.471,.910,16,1,1,0,0,0
97,ARI,2022-07-26,,SFG,W 7-3,34,29,7,5,1,1,1,2,7,0,0,4,13,.172,.294,.483,.777,14,0,1,0,0,0
98,ARI,2022-07-27,,SFG,W 5-3,34,32,5,8,4,2,0,2,4,0,0,1,6,.250,.273,.500,.773,16,0,0,1,0,0
99,ARI,2022-07-29,@,ATL,L 2-5,38,34,2,6,4,0,1,1,2,0,0,4,9,.176,.263,.324,.587,11,0,0,0,0,0
100,ARI,2022-07-30,@,ATL,L 2-6,34,32,2,4,2,2,0,0,2,1,0,2,11,.125,.176,.188,.364,6,0,0,0,0,0
101,ARI,2022-07-31,@,ATL,L 0-1,32,28,0,4,4,0,0,0,0,0,2,4,7,.143,.250,.143,.393,4,1,0,0,0,0
102,ARI,2022-08-01,@,CLE,L 5-6 (11),43,38,5,9,6,1,0,2,4,1,0,2,9,.237,.293,.421,.714,16,1,1,2,0,0
103,ARI,2022-08-02,@,CLE,W 6-3,36,34,6,9,5,2,0,2,6,1,0,2,8,.265,.306,.500,.806,17,0,0,0,0,0
104,ARI,2022-08-03,@,CLE,L 4-7,36,36,4,9,6,1,0,2,4,1,0,0,15,.250,.250,.444,.694,16,0,0,0,0,0
105,ARI,2022-08-05,,COL,W 6-5,37,31,6,8,4,3,0,1,6,2,0,6,4,.258,.378,.452,.830,14,1,0,0,0,0
106,ARI,2022-08-06,,COL,L 2-3,34,33,2,10,8,1,0,1,2,0,0,0,3,.303,.303,.424,.727,14,2,0,1,0,0
107,ARI,2022-08-07,,COL,W 6-4,36,29,6,9,5,2,0,2,5,0,1,6,3,.310,.417,.586,1.003,17,2,0,0,1,0
108,ARI,2022-08-08,,PIT,W 3-0,32,29,3,6,5,1,0,0,2,2,1,2,4,.207,.281,.241,.523,7,1,1,0,0,0
109,ARI,2022-08-09,,PIT,W 6-4,38,34,6,11,8,3,0,0,6,1,1,4,3,.324,.395,.412,.807,14,0,0,0,0,0
110,ARI,2022-08-10,,PIT,L 4-6,36,30,4,7,7,0,0,0,3,0,0,2,5,.233,.306,.233,.539,7,2,2,0,2,0
111,ARI,2022-08-11,,PIT,W 9-3,39,33,9,9,5,3,0,1,9,2,0,5,6,.273,.385,.455,.839,15,0,1,0,0,1
112,ARI,2022-08-12,@,COL,L 3-5,34,31,3,5,4,1,0,0,2,0,0,3,4,.161,.235,.194,.429,6,2,0,0,0,0
113,ARI,2022-08-13,@,COL,W 6-0,38,36,6,11,5,2,1,3,5,1,0,2,7,.306,.342,.667,1.009,24,1,0,0,0,0
114,ARI,2022-08-14,@,COL,W 7-4,41,37,7,11,6,4,0,1,7,3,0,2,6,.297,.341,.486,.828,18,0,1,0,1,0
115,ARI,2022-08-15,@,SFG,L 1-6,37,31,1,6,5,0,0,1,1,1,1,5,7,.194,.324,.290,.615,9,0,1,0,0,0
116,ARI,2022-08-16,@,SFG,L 1-2,33,31,1,5,3,1,0,1,1,0,0,0,10,.161,.188,.290,.478,9,0,1,1,0,0
117,ARI,2022-08-17,@,SFG,W 3-2,37,33,3,6,3,3,0,0,3,2,0,2,14,.182,.250,.273,.523,9,0,1,0,0,0
118,ARI,2022-08-18,@,SFG,W 5-0,41,36,5,13,9,4,0,0,5,1,1,4,5,.361,.425,.472,.897,17,1,0,1,0,0
119,ARI,2022-08-19,,STL,L 1-5,33,31,1,4,1,3,0,0,1,0,0,1,7,.129,.182,.226,.408,7,0,1,0,0,0
120,ARI,2022-08-20,,STL,L 7-16,41,32,7,8,5,2,0,1,6,1,0,5,9,.250,.359,.406,.765,13,0,1,2,1,0
121,ARI,2022-08-21,,STL,L 4-6,39,33,4,8,8,0,0,0,3,0,0,5,2,.242,.342,.242,.585,8,2,0,0,0,0
122,ARI,2022-08-23,@,KCR,W 7-3,48,37,7,13,9,4,0,0,6,1,0,9,4,.351,.458,.459,.918,17,1,0,0,2,0
123,ARI,2022-08-24,@,KCR,L 3-5,32,30,3,5,3,0,0,2,2,0,1,1,6,.167,.194,.367,.560,11,0,0,1,0,0
124,ARI,2022-08-26,@,CHW,W 7-2,37,32,7,6,3,1,0,2,7,0,0,3,8,.188,.270,.406,.677,13,0,1,0,1,0
125,ARI,2022-08-27,@,CHW,W 10-5,46,36,10,11,10,1,0,0,9,2,0,7,6,.306,.422,.333,.756,12,1,1,0,1,0
126,ARI,2022-08-28,@,CHW,W 3-2,32,29,3,3,0,1,0,2,3,0,0,3,8,.103,.188,.345,.532,10,0,0,0,0,0
127,ARI,2022-08-29,,PHI,W 13-7,44,34,13,10,5,4,0,1,12,0,0,8,11,.294,.442,.500,.942,17,0,1,1,0,0
128,ARI,2022-08-30,,PHI,W 12-3,44,40,12,17,11,4,1,1,12,0,1,1,7,.425,.442,.650,1.092,26,0,1,1,1,0
129,ARI,2022-08-31,,PHI,L 2-18,34,34,2,8,6,1,0,1,1,0,0,0,7,.235,.235,.353,.588,12,1,0,0,0,0
130,ARI,2022-09-01,,MIL,W 5-0,37,34,5,10,6,3,0,1,5,1,0,2,4,.294,.351,.471,.822,16,1,1,0,0,0
131,ARI,2022-09-02,,MIL,W 2-1,29,27,2,6,4,2,0,0,2,0,0,1,6,.222,.250,.296,.546,8,2,0,0,0,0
132,ARI,2022-09-03,,MIL,L 6-8 (10),43,38,6,10,6,3,0,1,6,2,0,4,11,.263,.326,.421,.747,16,0,0,0,1,0
133,ARI,2022-09-04,,MIL,W 5-1,36,30,5,8,6,0,0,2,5,0,1,5,8,.267,.361,.467,.828,14,0,0,0,1,0
134,ARI,2022-09-05,@,SDP,W 5-0,36,32,5,7,3,3,0,1,5,3,0,3,11,.219,.278,.406,.684,13,1,0,0,1,0
135,ARI,2022-09-06,@,SDP,L 5-6,38,36,5,10,6,1,0,3,5,1,0,2,9,.278,.316,.556,.871,20,1,0,0,0,0
136,ARI,2022-09-07,@,SDP,L 3-6,34,29,3,6,2,1,0,3,3,0,1,4,8,.207,.303,.552,.855,16,2,0,1,0,0
137,ARI,2022-09-09,@,COL,L 10-13,40,35,10,9,6,0,0,3,10,2,0,4,5,.257,.350,.514,.864,18,1,1,0,0,0
138,ARI,2022-09-10,@,COL,L 1-4,32,29,1,5,5,0,0,0,1,0,1,3,8,.172,.250,.172,.422,5,2,0,0,0,0
139,ARI,2022-09-11,@,COL,W 12-6,51,42,12,15,12,2,1,0,11,6,0,9,11,.357,.471,.452,.923,19,1,0,0,0,0
140,ARI,2022-09-12,,LAD,L 0-6,31,29,0,5,4,1,0,0,0,0,0,2,5,.172,.226,.207,.433,6,3,0,0,0,0
141,ARI,2022-09-13,,LAD,L 0-4,31,29,0,3,3,0,0,0,0,0,0,2,6,.103,.161,.103,.265,3,1,0,0,0,0
142,ARI,2022-09-14,,LAD,W 5-3 (10),36,34,5,5,2,0,0,3,5,1,1,2,10,.147,.194,.412,.606,14,0,0,0,0,0
143,ARI,2022-09-15,,SDP,W 4-0,33,31,4,7,4,0,0,3,4,0,0,1,7,.226,.273,.516,.789,16,0,1,0,0,0
144,ARI,2022-09-16,,SDP,L 3-12,33,33,3,7,2,3,0,2,3,0,1,0,8,.212,.212,.485,.697,16,1,0,0,0,0
145,ARI,2022-09-17,,SDP,L 0-2,32,32,0,5,3,2,0,0,0,0,0,0,11,.156,.156,.219,.375,7,0,0,0,0,0
146,ARI,2022-09-18,,SDP,L 1-6,33,31,1,4,2,2,0,0,1,0,0,1,11,.129,.152,.194,.345,6,0,0,0,1,0
147,ARI,2022-09-19,@,LAD,L 2-5,35,33,2,7,6,1,0,0,1,0,0,0,12,.212,.257,.242,.500,8,1,2,0,0,0
148,ARI,2022-09-20 (1),@,LAD,L 5-6,40,38,5,10,5,3,0,2,4,2,0,2,13,.263,.300,.500,.800,19,0,0,0,0,0
149,ARI,2022-09-20 (2),@,LAD,W 5-2,39,33,5,5,3,0,1,1,3,0,0,3,8,.152,.256,.303,.559,10,0,2,0,1,1
150,ARI,2022-09-21,@,LAD,W 6-1,39,33,6,7,5,2,0,0,6,2,0,3,7,.212,.308,.273,.580,9,0,2,0,1,0
151,ARI,2022-09-22,@,LAD,L 2-3,34,30,2,4,2,1,0,1,2,1,1,2,12,.133,.206,.267,.473,8,0,1,0,1,0
152,ARI,2022-09-23,,SFG,L 5-6,42,38,5,11,7,3,0,1,5,0,0,4,16,.289,.357,.447,.805,17,0,0,0,0,0
153,ARI,2022-09-24,,SFG,W 5-2,34,30,5,7,6,1,0,0,5,1,0,3,7,.233,.294,.267,.561,8,0,0,0,1,0
154,ARI,2022-09-25,,SFG,L 2-3,35,32,2,6,3,3,0,0,2,3,0,2,10,.188,.229,.281,.510,9,0,0,0,1,0
155,ARI,2022-09-27,@,HOU,L 2-10,35,33,2,6,3,1,0,2,2,0,0,2,10,.182,.229,.394,.623,13,1,0,0,0,0
156,ARI,2022-09-28,@,HOU,W 5-2 (10),40,37,5,9,7,2,0,0,4,4,0,1,13,.243,.275,.297,.572,11,0,1,0,1,0
157,ARI,2022-09-30,@,SFG,L 4-10,40,35,4,11,9,2,0,0,4,2,0,3,8,.314,.375,.371,.746,13,2,1,0,1,0
158,ARI,2022-10-01,@,SFG,W 8-4,44,37,8,12,6,5,1,0,8,1,0,4,6,.324,.372,.514,.886,19,0,0,1,2,0
159,ARI,2022-10-02,@,SFG,L 3-4 (10),42,40,3,13,9,4,0,0,3,4,0,2,2,.325,.357,.425,.782,17,3,0,0,0,0
160,ARI,2022-10-03,@,MIL,L 5-6 (10),39,34,5,7,3,1,1,2,5,1,0,1,11,.206,.243,.471,.714,16,0,1,2,1,0
161,ARI,2022-10-04,@,MIL,L 0-3,33,28,0,1,1,0,0,0,0,1,0,5,10,.036,.182,.036,.218,1,1,0,0,0,0
162,ARI,2022-10-05,@,MIL,W 4-2,36,36,4,11,7,2,0,2,4,0,0,0,11,.306,.306,.528,.833,19,1,0,0,0,0

1,ATL,2022-04-07,,CIN,L 3-6,36,31,3,4,3,0,0,1,2,0,0,5,13,.129,.250,.226,.476,7,0,0,0,0,0
2,ATL,2022-04-08,,CIN,W 7-6,39,31,7,8,6,2,0,0,7,0,0,7,8,.258,.385,.323,.707,10,1,0,0,1,0
3,ATL,2022-04-09,,CIN,W 2-1,36,29,2,8,4,4,0,0,2,0,0,4,7,.276,.389,.414,.803,12,0,2,0,1,0
4,ATL,2022-04-10,,CIN,L 3-6,35,32,3,7,4,1,0,2,3,0,0,2,10,.219,.257,.438,.695,14,1,0,0,1,0
5,ATL,2022-04-11,,WSN,L 2-11,34,31,2,4,3,1,0,0,2,0,0,3,8,.129,.206,.161,.367,5,0,0,0,0,0
6,ATL,2022-04-12,,WSN,W 16-4,52,42,16,19,11,5,0,3,14,0,0,9,8,.452,.558,.786,1.343,33,0,1,0,0,0
7,ATL,2022-04-13,,WSN,L 1-3,31,27,1,3,2,0,0,1,1,0,1,3,8,.111,.226,.222,.448,6,2,1,0,0,0
8,ATL,2022-04-14,@,SDP,L 1-12,32,32,1,6,4,1,0,1,1,0,0,0,9,.188,.188,.313,.500,10,1,0,0,0,0
9,ATL,2022-04-15,@,SDP,W 5-2,39,35,5,9,6,2,0,1,4,0,0,4,9,.257,.333,.400,.733,14,1,0,0,0,0
10,ATL,2022-04-16,@,SDP,W 5-2,39,33,5,9,3,3,0,3,5,0,0,4,6,.273,.359,.636,.995,21,2,1,0,1,0
11,ATL,2022-04-17,@,SDP,L 1-2,32,31,1,4,1,2,0,1,1,0,0,0,10,.129,.156,.290,.447,9,0,1,0,0,0
12,ATL,2022-04-18,@,LAD,L 4-7,37,37,4,10,5,3,0,2,4,0,0,0,12,.270,.270,.514,.784,19,1,0,0,0,0
13,ATL,2022-04-19,@,LAD,W 3-1,38,37,3,12,8,3,0,1,3,2,0,1,7,.324,.342,.486,.829,18,1,0,0,0,0
14,ATL,2022-04-20,@,LAD,L 1-5,31,27,1,3,1,2,0,0,1,0,0,4,6,.111,.226,.185,.411,5,3,0,0,0,0
15,ATL,2022-04-22,,MIA,W 3-0,33,30,3,6,3,3,0,0,3,0,0,3,6,.200,.273,.300,.573,9,1,0,0,0,0
16,ATL,2022-04-23,,MIA,L 7-9,39,35,7,9,3,2,1,3,7,1,0,1,10,.257,.308,.629,.936,22,0,2,0,1,0
17,ATL,2022-04-24,,MIA,L 4-5,42,33,4,7,2,4,0,1,4,0,0,8,14,.212,.357,.424,.781,14,1,0,0,1,0
18,ATL,2022-04-26,,CHC,W 3-1,30,29,3,6,5,0,0,1,2,0,0,0,6,.207,.200,.310,.510,9,0,0,0,1,0
19,ATL,2022-04-27,,CHC,L 3-6 (10),43,38,3,8,7,1,0,0,3,0,0,4,12,.211,.302,.237,.539,9,0,1,0,0,0
20,ATL,2022-04-28,,CHC,W 5-1,37,35,5,11,7,1,0,3,5,3,0,2,8,.314,.351,.600,.951,21,0,0,0,0,1
21,ATL,2022-04-29,@,TEX,W 6-3,42,35,6,9,3,2,0,4,5,1,0,7,13,.257,.381,.657,1.038,23,0,0,0,0,0
22,ATL,2022-04-30,@,TEX,L 1-3,31,31,1,4,2,2,0,0,1,0,0,0,8,.129,.129,.194,.323,6,0,0,0,0,0
