Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
115,CIN,2022-08-16,,PHI,L 4-11,35,35,4,9,6,1,0,2,4,0,1,0,14,.257,.257,.457,.714,16,0,0,0,0,0
116,CIN,2022-08-17,,PHI,W 1-0,35,32,1,6,5,1,0,0,1,0,0,3,11,.188,.257,.219,.476,7,0,0,0,0,0
117,CIN,2022-08-19,@,PIT,L 4-5,35,35,4,7,5,0,0,2,4,0,0,0,5,.200,.200,.371,.571,13,1,0,0,0,0
118,CIN,2022-08-20,@,PIT,W 10-1,46,42,10,14,12,1,0,1,9,0,0,2,10,.333,.378,.429,.806,18,0,1,0,0,0
119,CIN,2022-08-21,@,PIT,W 9-5,45,37,9,13,10,0,1,2,9,2,0,6,9,.351,.455,.568,1.022,21,3,1,1,0,0
120,CIN,2022-08-22,@,PHI,L 1-4,32,29,1,3,2,0,0,1,1,0,0,3,5,.103,.188,.207,.394,6,1,0,0,0,0
121,CIN,2022-08-23,@,PHI,L 6-7,42,37,6,11,6,4,1,0,6,0,1,4,10,.297,.366,.459,.825,17,0,0,1,0,0
122,CIN,2022-08-24,@,PHI,L 5-7,39,36,5,10,5,3,0,2,5,0,0,2,10,.278,.308,.528,.835,19,1,0,0,1,0
123,CIN,2022-08-25,@,PHI,L 0-4,33,32,0,5,4,1,0,0,0,0,0,0,11,.156,.182,.188,.369,6,0,1,0,0,0
124,CIN,2022-08-26,@,WSN,W 7-3,40,35,7,9,4,4,1,0,6,0,1,2,11,.257,.350,.429,.779,15,0,3,0,0,0
125,CIN,2022-08-27,@,WSN,W 6-2,39,38,6,12,7,2,0,3,6,1,0,1,11,.316,.333,.605,.939,23,0,0,0,0,0
126,CIN,2022-08-28,@,WSN,L 2-3,33,32,2,5,4,0,0,1,2,0,0,1,8,.156,.182,.250,.432,8,0,0,0,0,0
127,CIN,2022-08-29,,STL,L 4-13,36,32,4,7,4,0,0,3,4,0,0,4,7,.219,.306,.500,.806,16,2,0,0,0,0
128,CIN,2022-08-30,,STL,W 5-1,34,33,5,11,9,1,0,1,4,0,0,1,4,.333,.353,.455,.807,15,3,0,0,0,0
129,CIN,2022-08-31,,STL,L 3-5 (13),57,49,3,14,14,0,0,0,3,0,1,7,8,.286,.375,.286,.661,14,2,0,1,0,3
130,CIN,2022-09-02,,COL,W 3-2,37,34,3,11,8,1,0,2,3,0,1,3,9,.324,.378,.529,.908,18,1,0,0,0,1
131,CIN,2022-09-04 (1),,COL,L 4-8,35,30,4,4,1,0,0,3,4,1,0,5,4,.133,.257,.433,.690,13,1,0,0,0,0
132,CIN,2022-09-04 (2),,COL,W 10-0,37,33,10,9,6,2,0,1,9,3,0,4,3,.273,.351,.424,.776,14,1,0,0,0,0
133,CIN,2022-09-06,@,CHC,L 3-9,35,32,3,4,1,1,1,1,3,0,0,3,14,.125,.200,.313,.513,10,0,0,0,0,0
134,CIN,2022-09-07,@,CHC,W 7-1,38,36,7,10,6,0,1,3,6,0,1,2,10,.278,.316,.583,.899,21,0,0,0,0,0
135,CIN,2022-09-08,@,CHC,W 4-3,40,34,4,9,7,0,1,1,4,0,0,6,4,.265,.375,.412,.787,14,2,0,0,0,0
136,CIN,2022-09-09,@,MIL,W 8-2,43,41,8,17,9,4,1,3,7,0,1,1,8,.415,.442,.780,1.222,32,1,1,0,0,0
137,CIN,2022-09-10,@,MIL,L 1-5,30,27,1,1,0,1,0,0,1,1,0,2,5,.037,.100,.074,.174,2,0,0,0,1,0
138,CIN,2022-09-11,@,MIL,L 6-7,38,35,6,9,5,3,0,1,6,0,0,1,15,.257,.289,.429,.718,15,1,1,0,1,0
139,CIN,2022-09-12,,PIT,L 3-6,38,34,3,9,8,0,0,1,3,0,0,4,8,.265,.342,.353,.695,12,2,0,0,0,0
140,CIN,2022-09-13 (1),,PIT,L 1-6,35,31,1,5,4,1,0,0,1,0,0,3,6,.161,.257,.194,.451,6,0,1,0,0,0
141,CIN,2022-09-13 (2),,PIT,L 0-1,32,27,0,1,0,1,0,0,0,0,1,5,7,.037,.188,.074,.262,2,1,0,0,0,0
142,CIN,2022-09-14,,PIT,L 4-10,36,35,4,8,4,2,0,2,4,0,0,1,6,.229,.250,.457,.707,16,0,0,0,0,0
143,CIN,2022-09-15,@,STL,W 3-2,37,30,3,7,3,2,0,2,3,0,1,5,3,.233,.333,.500,.833,15,0,0,1,1,0
144,CIN,2022-09-16,@,STL,L 5-6,41,35,5,8,4,3,0,1,5,0,0,4,11,.229,.341,.400,.741,14,1,2,0,0,0
145,CIN,2022-09-17 (1),@,STL,L 1-5,36,34,1,8,6,2,0,0,1,0,0,2,6,.235,.278,.294,.572,10,1,0,0,0,0
146,CIN,2022-09-17 (2),@,STL,L 0-1 (11),37,36,0,3,1,2,0,0,0,0,0,0,10,.083,.108,.139,.247,5,0,1,0,0,0
147,CIN,2022-09-18,@,STL,W 3-0,37,34,3,10,8,1,0,1,3,0,1,2,12,.294,.333,.412,.745,14,0,0,1,0,0
148,CIN,2022-09-20,,BOS,L 3-5,40,34,3,9,6,2,0,1,3,0,0,5,8,.265,.350,.412,.762,14,1,0,0,1,0
149,CIN,2022-09-21,,BOS,W 5-1,33,31,5,8,7,0,0,1,5,1,0,1,6,.258,.303,.355,.658,11,0,1,0,0,0
150,CIN,2022-09-22,,MIL,L 1-5,33,30,1,4,3,0,0,1,1,1,0,3,14,.133,.212,.233,.445,7,0,0,0,0,0
151,CIN,2022-09-23,,MIL,L 3-5,37,33,3,7,6,1,0,0,2,0,0,4,12,.212,.297,.242,.540,8,1,0,0,0,0
152,CIN,2022-09-24,,MIL,L 2-10,34,29,2,4,4,0,0,0,2,0,0,4,10,.138,.265,.138,.403,4,2,1,0,0,0
153,CIN,2022-09-25,,MIL,W 2-1,34,29,2,6,4,1,0,1,2,0,0,3,8,.207,.324,.345,.668,10,0,2,0,0,0
154,CIN,2022-09-26,@,PIT,L 3-8,34,32,3,5,2,1,0,2,3,0,0,1,7,.156,.176,.375,.551,12,0,0,0,1,0
155,CIN,2022-09-27,@,PIT,L 1-4,36,31,1,6,6,0,0,0,0,1,1,3,10,.194,.306,.194,.499,6,1,2,0,0,0
156,CIN,2022-09-28,@,PIT,L 3-4 (10),38,36,3,7,3,2,0,2,3,0,0,1,6,.194,.237,.417,.654,15,1,1,0,0,0
157,CIN,2022-09-30,@,CHC,L 1-6,32,30,1,4,3,0,0,1,1,0,0,2,7,.133,.188,.233,.421,7,1,0,0,0,0
158,CIN,2022-10-01,@,CHC,L 1-2,33,32,1,4,2,2,0,0,1,0,0,1,7,.125,.152,.188,.339,6,0,0,0,0,0
159,CIN,2022-10-02,@,CHC,L 1-8,36,34,1,7,6,1,0,0,1,0,0,2,12,.206,.250,.235,.485,8,0,0,0,0,0
160,CIN,2022-10-03,,CHC,W 3-1,33,28,3,6,3,3,0,0,2,1,1,3,10,.214,.333,.321,.655,9,1,2,0,0,0
161,CIN,2022-10-04,,CHC,W 3-2,33,29,3,6,4,1,0,1,3,0,0,4,9,.207,.303,.345,.648,10,1,0,0,0,0
162,CIN,2022-10-05,,CHC,L 2-15,40,35,2,7,5,1,1,0,1,0,0,4,10,.200,.300,.286,.586,10,0,1,0,0,0

1,CLE,2022-04-07,@,KCR,L 1-3,37,33,1,7,6,1,0,0,1,1,0,4,5,.212,.297,.242,.540,8,1,0,0,0,0
2,CLE,2022-04-09,@,KCR,L 0-1 (10),35,33,0,5,4,1,0,0,0,0,0,1,10,.152,.200,.182,.382,6,2,1,0,0,0
3,CLE,2022-04-10,@,KCR,W 17-3,53,48,17,22,15,3,2,2,17,0,0,4,10,.458,.509,.729,1.239,35,1,1,0,0,0
4,CLE,2022-04-11,@,KCR,W 10-7,44,38,10,13,9,2,1,1,9,1,0,5,6,.342,.419,.526,.945,20,1,0,1,0,0
5,CLE,2022-04-12,@,CIN,W 10-5,42,35,10,11,4,3,2,2,10,1,3,5,8,.314,.405,.686,1.090,24,0,1,0,1,0
6,CLE,2022-04-13,@,CIN,W 7-3,46,40,7,13,7,2,0,4,7,1,0,4,10,.325,.413,.675,1.088,27,0,2,0,0,0
7,CLE,2022-04-15,,SFG,L 1-4,32,28,1,3,1,2,0,0,1,0,0,2,10,.107,.188,.179,.366,5,1,1,0,1,0
8,CLE,2022-04-16,,SFG,L 2-4,37,33,2,8,5,2,1,0,2,1,0,3,7,.242,.297,.364,.661,12,0,0,0,1,0
9,CLE,2022-04-17,,SFG,L 1-8,34,31,1,6,5,1,0,0,1,0,0,3,6,.194,.265,.226,.491,7,1,0,0,0,0
10,CLE,2022-04-20 (1),,CHW,W 11-1,40,37,11,11,10,0,0,1,11,0,0,3,5,.297,.350,.378,.728,14,1,0,0,0,0
11,CLE,2022-04-20 (2),,CHW,W 2-1,33,30,2,6,3,3,0,0,2,0,0,3,11,.200,.273,.300,.573,9,0,0,0,0,0
12,CLE,2022-04-21,,CHW,W 6-3,40,35,6,13,9,3,0,1,6,1,0,2,4,.371,.385,.543,.927,19,1,0,1,2,0
13,CLE,2022-04-22,@,NYY,L 1-4,35,35,1,9,5,3,0,1,1,0,0,0,15,.257,.257,.429,.686,15,0,0,0,0,0
14,CLE,2022-04-23,@,NYY,L 4-5,32,30,4,4,2,0,0,2,4,0,0,2,9,.133,.188,.333,.521,10,1,0,0,0,0
15,CLE,2022-04-24,@,NYY,L 2-10,35,32,2,6,5,0,1,0,2,0,0,3,10,.188,.257,.250,.507,8,1,0,0,0,0
16,CLE,2022-04-25,@,LAA,L 0-3,32,28,0,3,2,1,0,0,0,0,0,4,4,.107,.219,.143,.362,4,2,0,0,0,0
17,CLE,2022-04-26,@,LAA,L 1-4,32,31,1,4,3,1,0,0,1,0,0,1,12,.129,.156,.161,.318,5,0,0,0,0,0
18,CLE,2022-04-27,@,LAA,L 5-9,38,36,5,11,6,3,0,2,5,0,0,1,8,.306,.316,.556,.871,20,1,0,0,1,0
19,CLE,2022-04-28,@,LAA,L 1-4,32,30,1,4,2,1,0,1,1,1,0,2,8,.133,.188,.267,.454,8,1,0,0,0,0
20,CLE,2022-04-29,@,OAK,W 9-8,41,36,9,11,3,5,0,3,9,0,0,5,11,.306,.390,.694,1.085,25,2,0,0,0,0
21,CLE,2022-04-30,@,OAK,W 3-1,36,33,3,9,7,2,0,0,3,0,1,3,7,.273,.333,.333,.667,11,3,0,0,0,0
22,CLE,2022-05-01,@,OAK,W 7-3,43,36,7,9,7,2,0,0,6,2,0,6,6,.250,.349,.306,.654,11,1,0,0,1,0
23,CLE,2022-05-04 (1),,SDP,L 4-5,40,34,4,7,5,2,0,0,4,2,0,6,5,.206,.325,.265,.590,9,0,0,0,0,0
24,CLE,2022-05-04 (2),,SDP,W 6-5 (10),42,37,6,11,10,1,0,0,6,0,0,4,4,.297,.381,.324,.705,12,1,1,0,0,0
25,CLE,2022-05-05,,TOR,W 6-5,36,34,6,11,8,2,0,1,6,0,1,2,3,.324,.361,.471,.832,16,0,0,0,0,0
26,CLE,2022-05-07 (1),,TOR,L 3-8,36,31,3,6,6,0,0,0,3,2,1,4,6,.194,.278,.194,.471,6,0,0,0,1,0
27,CLE,2022-05-07 (2),,TOR,W 8-2,39,33,8,11,7,3,0,1,8,1,0,4,3,.333,.395,.515,.910,17,0,0,1,1,0
28,CLE,2022-05-08,,TOR,W 4-3,35,30,4,9,5,2,1,1,4,0,0,2,5,.300,.371,.533,.905,16,1,2,0,1,0
29,CLE,2022-05-09,@,CHW,W 12-9 (11),51,47,12,12,7,2,0,3,11,1,0,4,11,.255,.314,.489,.803,23,0,0,0,0,0
30,CLE,2022-05-10,@,CHW,L 1-4,35,32,1,7,6,0,0,1,1,0,0,3,5,.219,.286,.313,.598,10,1,0,0,0,0
31,CLE,2022-05-13,@,MIN,L 8-12,44,37,8,9,5,0,1,3,8,1,0,7,12,.243,.364,.541,.904,20,1,0,0,0,0
32,CLE,2022-05-14,@,MIN,W 3-2 (10),37,35,3,7,5,2,0,0,3,1,0,2,5,.200,.243,.257,.500,9,1,0,0,0,0
33,CLE,2022-05-15,@,MIN,L 1-3,33,33,1,6,2,3,0,1,1,1,0,0,9,.182,.182,.364,.545,12,0,0,0,0,0
34,CLE,2022-05-17,,CIN,L 4-5 (10),39,34,4,5,4,0,0,1,4,1,0,4,5,.147,.231,.235,.466,8,0,0,0,1,0
35,CLE,2022-05-19,,CIN,L 2-4,34,28,2,3,2,1,0,0,2,1,0,5,5,.107,.235,.143,.378,4,1,0,0,1,0
36,CLE,2022-05-20,,DET,W 6-1,32,31,6,10,5,3,1,1,6,0,1,0,8,.323,.313,.581,.893,18,1,0,0,1,0
37,CLE,2022-05-22,,DET,L 2-4,34,29,2,6,5,0,0,1,2,1,0,3,6,.207,.324,.310,.634,9,3,2,0,0,0
38,CLE,2022-05-23,@,HOU,W 6-1,41,37,6,9,6,2,0,1,4,1,0,4,6,.243,.317,.378,.695,14,0,0,0,0,0
39,CLE,2022-05-24,@,HOU,L 3-7,35,34,3,7,4,2,0,1,3,0,0,1,5,.206,.229,.353,.582,12,0,0,0,0,0
40,CLE,2022-05-25,@,HOU,L 1-2,34,31,1,4,3,1,0,0,0,0,0,3,12,.129,.206,.161,.367,5,0,0,0,0,0
41,CLE,2022-05-26,@,DET,L 3-4,35,34,3,8,6,2,0,0,3,0,0,1,6,.235,.257,.294,.551,10,0,0,0,0,0
42,CLE,2022-05-28,@,DET,W 8-1,42,37,8,11,6,3,1,1,8,2,0,4,4,.297,.366,.514,.879,19,0,0,1,0,0
43,CLE,2022-05-29,@,DET,L 1-2,35,33,1,7,7,0,0,0,1,1,0,1,9,.212,.229,.212,.441,7,0,0,0,1,0
44,CLE,2022-05-30,,KCR,W 7-3,38,32,7,8,5,0,1,2,6,1,0,5,4,.250,.368,.500,.868,16,0,1,0,0,0
45,CLE,2022-05-31,,KCR,W 8-3,41,35,8,12,7,3,1,1,8,2,0,4,4,.343,.425,.571,.996,20,0,1,1,0,2
46,CLE,2022-06-01,,KCR,W 4-0,38,33,4,8,6,2,0,0,4,0,0,5,3,.242,.342,.303,.645,10,0,0,0,0,0
47,CLE,2022-06-03,@,BAL,W 6-3,40,40,6,14,11,3,0,0,6,0,0,0,1,.350,.350,.425,.775,17,0,0,0,0,0
48,CLE,2022-06-04,@,BAL,L 4-5,35,30,4,5,2,1,0,2,4,0,1,4,3,.167,.286,.400,.686,12,1,1,0,0,1
49,CLE,2022-06-05,@,BAL,W 3-2,36,33,3,6,5,0,0,1,3,0,0,3,7,.182,.250,.273,.523,9,0,0,0,0,0
50,CLE,2022-06-07 (1),,TEX,W 6-3,40,33,6,9,6,3,0,0,5,6,0,5,5,.273,.375,.364,.739,12,0,1,0,1,1
51,CLE,2022-06-07 (2),,TEX,L 3-6,36,32,3,5,4,1,0,0,3,0,0,4,8,.156,.250,.188,.438,6,1,0,0,0,0
52,CLE,2022-06-08,,TEX,W 4-0,35,35,4,12,9,3,0,0,4,2,0,0,6,.343,.343,.429,.771,15,0,0,0,0,0
53,CLE,2022-06-09,,OAK,W 8-4,40,37,8,14,10,2,0,2,7,1,0,3,5,.378,.425,.595,1.020,22,1,0,0,0,1
54,CLE,2022-06-10,,OAK,W 3-2,36,31,3,7,3,3,0,1,3,0,0,3,3,.226,.278,.419,.697,13,0,0,0,2,1
55,CLE,2022-06-11,,OAK,L 5-10,36,34,5,9,5,4,0,0,4,0,1,1,5,.265,.278,.382,.660,13,0,0,0,1,0
56,CLE,2022-06-12,,OAK,W 6-3,35,34,6,10,6,4,0,0,6,0,0,1,4,.294,.314,.412,.726,14,1,0,0,0,1
57,CLE,2022-06-14,@,COL,W 4-3 (10),42,40,4,12,8,4,0,0,4,1,1,2,7,.300,.333,.400,.733,16,1,0,0,0,0
58,CLE,2022-06-15,@,COL,W 7-5,41,36,7,11,5,4,1,1,5,2,0,3,7,.306,.341,.556,.897,20,0,0,0,2,0
59,CLE,2022-06-16,@,COL,W 4-2,37,34,4,8,5,3,0,0,4,1,0,2,9,.235,.270,.324,.594,11,1,0,0,1,0
60,CLE,2022-06-17,@,LAD,W 2-1 (10),38,33,2,6,5,1,0,0,2,1,0,3,8,.182,.237,.212,.449,7,1,0,0,2,0
61,CLE,2022-06-18,@,LAD,L 1-7,32,30,1,2,1,1,0,0,0,0,0,2,9,.067,.125,.100,.225,3,0,0,0,0,0
62,CLE,2022-06-19,@,LAD,W 5-3,45,36,5,11,6,4,0,1,5,1,0,4,14,.306,.386,.500,.886,18,0,2,1,2,1
63,CLE,2022-06-21,@,MIN,W 6-5 (11),46,43,6,12,8,2,0,2,6,1,1,3,12,.279,.326,.465,.791,20,1,0,0,0,1
64,CLE,2022-06-22,@,MIN,W 11-10,44,40,11,15,9,2,1,3,10,1,0,1,9,.375,.395,.700,1.095,28,0,1,1,1,0
65,CLE,2022-06-23,@,MIN,L 0-1,35,32,0,5,2,3,0,0,0,0,0,1,7,.156,.229,.250,.479,8,0,2,0,0,0
66,CLE,2022-06-24,,BOS,L 3-6,39,38,3,12,11,0,0,1,3,2,0,0,7,.316,.333,.395,.728,15,0,1,0,0,0
67,CLE,2022-06-25,,BOS,L 2-4,36,32,2,7,6,0,1,0,2,0,0,3,6,.219,.278,.281,.559,9,1,0,0,1,0
68,CLE,2022-06-26,,BOS,L 3-8,37,33,3,8,4,4,0,0,3,0,0,4,8,.242,.324,.364,.688,12,2,0,0,0,0
69,CLE,2022-06-27,,MIN,L 1-11,31,29,1,5,5,0,0,0,0,0,0,2,3,.172,.226,.172,.398,5,3,0,0,0,0
70,CLE,2022-06-28 (1),,MIN,W 3-2,31,28,3,5,3,2,0,0,3,0,1,2,12,.179,.258,.250,.508,7,1,1,0,0,0
71,CLE,2022-06-28 (2),,MIN,L 0-6,34,32,0,5,2,3,0,0,0,0,0,1,4,.156,.206,.250,.456,8,0,1,0,0,0
72,CLE,2022-06-29,,MIN,W 7-6 (10),40,37,7,10,6,3,0,1,5,2,0,2,4,.270,.300,.432,.732,16,0,0,0,1,0
73,CLE,2022-06-30,,MIN,W 5-3,42,30,5,3,2,0,0,1,4,0,0,10,9,.100,.357,.200,.557,6,0,2,0,0,0
74,CLE,2022-07-02 (1),,NYY,L 4-13,38,31,4,5,2,1,0,2,4,1,1,7,8,.161,.316,.387,.703,12,0,0,0,0,0
75,CLE,2022-07-02 (2),,NYY,L 1-6,37,35,1,7,5,1,0,1,1,0,0,1,10,.200,.243,.314,.558,11,0,1,0,0,0
76,CLE,2022-07-03,,NYY,W 2-0,33,30,2,7,6,0,0,1,2,0,0,3,9,.233,.303,.333,.636,10,2,0,0,0,0
77,CLE,2022-07-04 (1),@,DET,L 1-4,31,27,1,2,1,0,0,1,1,1,0,4,6,.074,.194,.185,.379,5,1,0,0,0,0
78,CLE,2022-07-04 (2),@,DET,L 3-5,34,29,3,6,5,1,0,0,3,0,1,4,7,.207,.294,.241,.535,7,2,0,0,1,0
79,CLE,2022-07-05,@,DET,L 4-11,40,36,4,11,8,3,0,0,4,0,0,0,2,.306,.325,.389,.714,14,1,2,0,2,0
80,CLE,2022-07-06,@,DET,L 2-8,37,34,2,8,6,1,0,1,2,0,0,3,5,.235,.297,.353,.650,12,2,0,0,0,0
81,CLE,2022-07-08,@,KCR,L 3-4,37,33,3,9,6,2,0,1,3,0,0,1,6,.273,.333,.424,.758,14,1,2,1,0,0
82,CLE,2022-07-09,@,KCR,W 13-1,54,48,13,23,14,6,0,3,13,0,0,5,11,.479,.537,.792,1.329,38,2,1,0,0,0
83,CLE,2022-07-10,@,KCR,L 1-5,35,32,1,5,4,1,0,0,0,1,0,3,9,.156,.229,.188,.416,6,0,0,0,0,0
84,CLE,2022-07-11,,CHW,W 8-4,39,34,8,12,11,1,0,0,8,1,1,2,6,.353,.436,.382,.818,13,1,3,0,0,0
85,CLE,2022-07-12 (1),,CHW,W 4-1,31,29,4,8,6,2,0,0,4,1,0,2,4,.276,.323,.345,.667,10,1,0,0,0,1
86,CLE,2022-07-12 (2),,CHW,L 0-7,39,35,0,8,7,1,0,0,0,0,0,4,14,.229,.308,.257,.565,9,0,0,0,0,0
87,CLE,2022-07-13,,CHW,L 1-2,33,32,1,5,3,2,0,0,0,0,0,1,9,.156,.182,.219,.401,7,0,0,0,0,0
88,CLE,2022-07-14,,DET,W 4-0,38,33,4,10,5,3,0,2,4,0,0,5,5,.303,.395,.576,.970,19,1,0,0,0,1
89,CLE,2022-07-15,,DET,W 6-5,36,28,6,9,7,1,1,0,6,0,0,5,5,.321,.429,.429,.857,12,3,1,1,1,1
90,CLE,2022-07-16,,DET,W 10-0,40,37,10,13,8,2,0,3,10,0,0,1,5,.351,.400,.649,1.049,24,0,2,0,0,0
91,CLE,2022-07-22,@,CHW,W 8-2,44,41,8,15,11,3,0,1,8,1,0,2,5,.366,.386,.512,.899,21,0,0,0,1,0
92,CLE,2022-07-23 (1),@,CHW,W 7-4,40,35,7,12,10,2,0,0,7,1,0,1,2,.343,.359,.400,.759,14,2,1,1,2,0
93,CLE,2022-07-23 (2),@,CHW,L 4-5,37,34,4,8,4,2,2,0,4,0,0,2,9,.235,.278,.412,.690,14,0,0,1,0,0
94,CLE,2022-07-24,@,CHW,L 3-6,40,37,3,11,7,2,0,2,3,0,0,3,9,.297,.350,.514,.864,19,1,0,0,0,0
95,CLE,2022-07-25,@,BOS,L 1-3,37,34,1,8,8,0,0,0,1,0,0,3,10,.235,.297,.235,.533,8,1,0,0,0,0
96,CLE,2022-07-26,@,BOS,W 8-3,43,38,8,12,9,1,0,2,7,3,0,4,8,.316,.395,.500,.895,19,2,1,0,0,0
97,CLE,2022-07-27,@,BOS,W 7-6,42,40,7,12,5,6,0,1,7,0,0,1,2,.300,.317,.525,.842,21,0,0,1,0,0
98,CLE,2022-07-28,@,BOS,L 2-4,33,31,2,5,2,2,0,1,1,1,0,1,5,.161,.212,.323,.535,10,1,1,0,0,0
99,CLE,2022-07-29,@,TBR,W 4-1,38,35,4,8,5,2,0,1,4,1,0,3,8,.229,.289,.371,.661,13,0,0,0,0,0
100,CLE,2022-07-30,@,TBR,L 4-6,39,38,4,11,6,4,0,1,4,0,0,0,14,.289,.308,.474,.781,18,0,1,0,0,0
101,CLE,2022-07-31,@,TBR,W 5-3,41,36,5,9,9,0,0,0,5,1,0,4,5,.250,.341,.250,.591,9,0,1,0,0,0
102,CLE,2022-08-01,,ARI,W 6-5 (11),47,41,6,10,7,1,0,2,6,4,0,5,9,.244,.326,.415,.741,17,0,0,1,0,1
103,CLE,2022-08-02,,ARI,L 3-6,36,32,3,6,4,2,0,0,3,0,0,3,11,.188,.278,.250,.528,8,0,1,0,0,0
104,CLE,2022-08-03,,ARI,W 7-4,36,31,7,9,5,2,0,2,7,0,0,3,5,.290,.361,.548,.909,17,1,1,0,1,0
105,CLE,2022-08-04,,HOU,L 0-6,32,31,0,3,3,0,0,0,0,0,0,1,7,.097,.125,.097,.222,3,0,0,0,0,0
106,CLE,2022-08-05,,HOU,L 3-9,38,33,3,8,6,1,0,1,3,0,0,4,8,.242,.342,.364,.706,12,1,1,0,0,0
107,CLE,2022-08-06,,HOU,W 4-1,35,34,4,10,9,1,0,0,3,1,0,1,6,.294,.314,.324,.638,11,1,0,0,0,0
108,CLE,2022-08-07,,HOU,W 1-0,34,32,1,8,6,1,0,1,1,1,0,2,6,.250,.294,.375,.669,12,0,0,0,0,0
109,CLE,2022-08-09,@,DET,W 5-2,37,35,5,11,6,5,0,0,5,0,0,1,2,.314,.324,.457,.781,16,1,0,0,1,0
110,CLE,2022-08-10,@,DET,W 3-2,35,34,3,8,7,0,1,0,3,1,0,1,8,.235,.257,.294,.551,10,1,0,0,0,0
111,CLE,2022-08-11,@,DET,W 4-3 (10),43,39,4,8,6,1,0,1,3,2,1,2,2,.205,.279,.308,.587,12,0,2,0,0,0
112,CLE,2022-08-12,@,TOR,W 8-0,45,39,8,14,12,0,0,2,8,0,0,3,4,.359,.422,.513,.935,20,0,2,0,1,0
113,CLE,2022-08-13,@,TOR,L 1-2,37,33,1,6,5,1,0,0,1,2,0,4,7,.182,.270,.212,.482,7,0,0,0,0,0
114,CLE,2022-08-14,@,TOR,W 7-2,40,38,7,13,9,3,0,1,7,3,1,2,9,.342,.375,.500,.875,19,1,0,0,0,0
115,CLE,2022-08-15 (1),,DET,W 4-1,36,33,4,9,6,2,0,1,4,2,0,3,7,.273,.333,.424,.758,14,1,0,0,0,0
116,CLE,2022-08-15 (2),,DET,L 5-7,36,32,5,8,5,1,0,2,5,0,0,2,5,.250,.333,.469,.802,15,3,2,0,0,0
117,CLE,2022-08-16,,DET,L 3-4,37,34,3,8,6,1,1,0,3,1,1,2,5,.235,.278,.324,.601,11,0,0,1,0,0
118,CLE,2022-08-17,,DET,W 8-4,43,36,8,11,6,5,0,0,7,0,0,4,10,.306,.419,.444,.863,16,0,3,0,0,1
119,CLE,2022-08-19,,CHW,W 5-2,37,32,5,9,6,1,1,1,5,1,0,4,8,.281,.378,.469,.847,15,0,1,0,0,1
120,CLE,2022-08-20,,CHW,L 0-2,33,32,0,5,4,1,0,0,0,0,0,1,3,.156,.182,.188,.369,6,1,0,0,0,0
121,CLE,2022-08-23,@,SDP,W 3-1,34,31,3,4,2,0,0,2,3,0,0,3,7,.129,.206,.323,.528,10,0,0,0,0,0
122,CLE,2022-08-24,@,SDP,W 7-0,41,38,7,13,10,0,0,3,7,1,0,2,9,.342,.366,.579,.945,22,0,0,0,1,0
123,CLE,2022-08-25,@,SEA,L 1-3,33,32,1,6,5,1,0,0,1,0,1,1,7,.188,.212,.219,.431,7,0,0,0,0,0
124,CLE,2022-08-26,@,SEA,L 2-3 (11),43,38,2,9,5,4,0,0,2,1,0,3,5,.237,.279,.342,.621,13,2,0,0,2,1
125,CLE,2022-08-27,@,SEA,W 4-3,36,33,4,6,4,1,0,1,4,0,0,2,12,.182,.222,.303,.525,10,0,0,0,1,0
126,CLE,2022-08-28,@,SEA,L 0-4,31,31,0,5,4,1,0,0,0,1,1,0,9,.161,.161,.194,.355,6,0,0,0,0,0
127,CLE,2022-08-30,,BAL,W 5-1,35,32,5,9,7,1,0,1,5,0,0,2,6,.281,.314,.406,.721,13,0,0,0,1,0
128,CLE,2022-08-31,,BAL,L 0-4,34,31,0,5,4,1,0,0,0,0,0,3,3,.161,.235,.194,.429,6,2,0,0,0,0
129,CLE,2022-09-01,,BAL,L 0-3,33,29,0,2,2,0,0,0,0,0,0,4,9,.069,.182,.069,.251,2,1,0,0,0,0
130,CLE,2022-09-02,,SEA,L 1-6,36,34,1,9,8,1,0,0,0,0,0,1,5,.265,.306,.294,.600,10,2,1,0,0,0
131,CLE,2022-09-03,,SEA,L 0-4,36,34,0,9,9,0,0,0,0,0,1,1,4,.265,.306,.265,.570,9,1,1,0,0,0
132,CLE,2022-09-04,,SEA,L 3-6 (11),46,39,3,9,8,1,0,0,3,2,0,5,8,.231,.348,.256,.604,10,3,2,0,0,2
133,CLE,2022-09-05,@,KCR,W 6-5 (10),43,38,6,12,9,2,0,1,6,1,1,2,6,.316,.357,.447,.805,17,1,1,1,1,1
134,CLE,2022-09-06,@,KCR,W 4-1,37,35,4,10,9,1,0,0,4,0,1,1,5,.286,.324,.314,.639,11,0,1,0,0,0
135,CLE,2022-09-07,@,KCR,L 1-2,37,35,1,8,6,2,0,0,1,1,0,2,4,.229,.270,.286,.556,10,0,0,0,0,0
136,CLE,2022-09-09,@,MIN,W 7-6,42,41,7,15,11,1,0,3,7,1,0,0,5,.366,.381,.610,.991,25,1,1,0,0,0
137,CLE,2022-09-10,@,MIN,W 6-4,42,33,6,7,5,1,0,1,6,2,0,7,7,.212,.381,.333,.714,11,1,2,0,0,0
