Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
3,Saturday Mar 30,boxscore,MIA,,COL,W,7,3,,1-2,3,1.5,López,Anderson,,3:00,N,7642,.86,+,
4,Sunday Mar 31,boxscore,MIA,,COL,W,3,0,,2-2,3,1.5,Alcantara,Gray,Romo,2:32,D,7559,.90,++,
5,Monday Apr 1,boxscore,MIA,,NYM,L,3,7,,2-3,3,2.0,Familia,Steckenrider,,3:10,N,6489,1.07,-,
6,Tuesday Apr 2,boxscore,MIA,,NYM,L,5,6,,2-4,3,3.0,Vargas,Ureña,Wilson,3:23,N,5934,1.03,--,
7,Wednesday Apr 3,boxscore,MIA,,NYM,L,4,6,,2-5,5,3.5,deGrom,Richards,Díaz,3:07,N,7486,.95,---,
8,Friday Apr 5,boxscore,MIA,@,ATL,L,0,4,,2-6,5,4.0,Gausman,López,,2:35,N,29218,.83,----,
9,Saturday Apr 6,boxscore,MIA,@,ATL,W,4,2,,3-6,5,3.5,Romo,Minter,Conley,3:16,N,35618,.81,+,
10,Sunday Apr 7,boxscore,MIA,@,ATL,L-wo,3,4,,3-7,5,4.0,Vizcaíno,Conley,,2:33,D,32551,.84,-,
11,Tuesday Apr 9,boxscore,MIA,@,CIN,L,0,14,,3-8,5,4.5,Castillo,Ureña,,2:47,N,10058,.71,--,
12,Wednesday Apr 10,boxscore,MIA,@,CIN,L,1,2,,3-9,5,4.5,Garrett,Steckenrider,Iglesias,2:47,N,11375,.68,---,
13,Thursday Apr 11,boxscore,MIA,@,CIN,L,0,5,,3-10,5,5.5,Stephenson,López,,2:51,D,11192,.61,----,
14,Friday Apr 12,boxscore,MIA,,PHI,L,1,9,,3-11,5,6.5,Arrieta,Alcantara,,2:46,N,9322,.63,-----,
15,Saturday Apr 13,boxscore,MIA,,PHI,W,10,3,,4-11,5,5.5,Smith,Eflin,,3:01,N,13828,.57,+,
16,Sunday Apr 14,boxscore,MIA,,PHI,L,1,3,14,4-12,5,6.0,Arano,Chen,Alvarez,4:38,D,15238,.63,-,
17,Monday Apr 15,boxscore,MIA,,CHC,L,2,7,,4-13,5,6.5,Darvish,Richards,,3:27,N,9888,.50,--,
18,Tuesday Apr 16,boxscore,MIA,,CHC,L,0,4,,4-14,5,7.0,Quintana,López,,2:49,N,8137,.46,---,
19,Wednesday Apr 17,boxscore,MIA,,CHC,L,0,6,,4-15,5,8.0,Hamels,Alcantara,,2:25,N,10247,.42,----,
20,Friday Apr 19,boxscore,MIA,,WSN,W,3,2,,5-15,5,6.5,Smith,Sánchez,Romo,2:52,N,8199,.41,+,
21,Saturday Apr 20,boxscore,MIA,,WSN,W,9,3,,6-15,5,6.5,Ureña,Scherzer,,3:12,N,9910,.49,++,
22,Sunday Apr 21,boxscore,MIA,,WSN,L,0,5,,6-16,5,6.5,Strasburg,Richards,,2:45,D,7412,.49,-,
23,Tuesday Apr 23,boxscore,MIA,@,CLE,W,3,1,,7-16,5,6.0,López,Ramírez,Romo,2:42,N,12963,.41,+,
24,Wednesday Apr 24,boxscore,MIA,@,CLE,L,2,6,,7-17,5,6.0,Wittgren,Conley,,2:53,D,13046,.44,-,
25,Thursday Apr 25,boxscore,MIA,@,PHI,W,3,1,10,8-17,5,5.5,Guerrero,Neris,Romo,3:35,N,32060,.50,+,
26,Friday Apr 26,boxscore,MIA,@,PHI,L,0,4,,8-18,5,6.0,Eickhoff,Ureña,,2:47,N,31158,.55,-,
27,Saturday Apr 27,boxscore,MIA,@,PHI,L,9,12,,8-19,5,7.0,Arrieta,Richards,Neris,3:38,N,37868,.54,--,
28,Sunday Apr 28,boxscore,MIA,@,PHI,L,1,5,,8-20,5,8.0,Eflin,López,,2:34,D,39168,.49,---,
29,Tuesday Apr 30,boxscore,MIA,,CLE,L,4,7,,8-21,5,8.0,Bauer,Alcantara,Hand,2:56,N,7247,.35,----,
30,Wednesday May 1,boxscore,MIA,,CLE,W,4,2,,9-21,5,8.0,Smith,Kluber,Romo,2:38,N,7262,.30,+,
31,Friday May 3,boxscore,MIA,,ATL,L,2,7,,9-22,5,9.0,Toussaint,Ureña,,3:08,N,7198,.40,-,
32,Saturday May 4,boxscore,MIA,,ATL,L,2,9,,9-23,5,9.0,Soroka,Anderson,,3:15,N,10229,.34,--,
33,Sunday May 5,boxscore,MIA,,ATL,L,1,3,10,9-24,5,10.0,Tomlin,Guerrero,Jackson,3:29,D,11885,.30,---,
34,Monday May 6,boxscore,MIA,@,CHC,W,6,5,,10-24,5,9.0,Conley,Strop,Romo,3:26,N,34555,.24,+,
35,Tuesday May 7,boxscore,MIA,@,CHC,L-wo,2,5,,10-25,5,10.0,Cishek,Conley,,3:10,N,35274,.29,-,
36,Wednesday May 8,boxscore,MIA,@,CHC,L-wo,2,3,11,10-26,5,11.0,Edwards,Quijada,,2:59,N,37241,.24,--,
37,Thursday May 9,boxscore,MIA,@,CHC,L,1,4,,10-27,5,11.5,Montgomery,Richards,,2:59,D,32301,.22,---,
38,Friday May 10,boxscore,MIA,@,NYM,L,2,11,,10-28,5,11.5,Wheeler,López,,3:04,N,25194,.22,----,
39,Saturday May 11,boxscore,MIA,@,NYM,L,1,4,,10-29,5,12.5,deGrom,Alcantara,Díaz,2:41,N,32501,.18,-----,
40,Tuesday May 14,boxscore,MIA,,TBR,L,0,4,,10-30,5,13.5,Morton,Smith,,2:52,N,6306,.10,------,
41,Wednesday May 15,boxscore,MIA,,TBR,L,0,1,,10-31,5,13.5,Beeks,Ureña,Castillo,3:06,N,5947,.08,-------,
42,Friday May 17,boxscore,MIA,,NYM,W,8,6,,11-31,5,13.0,Richards,deGrom,Romo,3:01,N,9870,.08,+,
43,Saturday May 18,boxscore,MIA,,NYM,W,2,0,,12-31,5,13.0,López,Matz,Conley,2:38,D,13474,.11,++,
44,Sunday May 19,boxscore,MIA,,NYM,W,3,0,,13-31,5,13.0,Alcantara,Syndergaard,,1:59,D,15983,.11,+++,
45,Tuesday May 21,boxscore,MIA,@,DET,W,5,4,11,14-31,5,12.5,Anderson,Jiménez,,3:29,N,15565,.12,++++,
46,Wednesday May 22,boxscore,MIA,@,DET,W,6,3,,15-31,5,11.5,Ureña,Farmer,Romo,3:01,N,14506,.14,+++++,
47,Thursday May 23,boxscore,MIA,@,DET,W,5,2,,16-31,5,11.5,Kinley,Greene,Romo,2:58,D,17214,.16,++++++,
48,Friday May 24,boxscore,MIA,@,WSN,L,10,12,,16-32,5,12.5,Barraclough,Anderson,Doolittle,3:59,N,29173,.17,-,
49,Saturday May 25,boxscore,MIA,@,WSN,L,0,5,,16-33,5,13.5,Corbin,Alcantara,,2:25,D,33163,.13,--,
50,Sunday May 26,boxscore,MIA,@,WSN,L,6,9,,16-34,5,13.5,Fedde,Smith,,3:06,D,26365,.11,---,
51,Monday May 27,boxscore,MIA,@,WSN,W,3,2,,17-34,5,13.0,Ureña,Barraclough,Romo,3:00,D,21048,.10,+,
52,Tuesday May 28,boxscore,MIA,,SFG,W,11,3,,18-34,5,13.0,Richards,Samardzija,,2:51,N,6407,.12,++,
53,Wednesday May 29,boxscore,MIA,,SFG,W,4,2,,19-34,5,13.0,Anderson,Bumgarner,Romo,2:38,N,6487,.14,+++,
54,Thursday May 30,boxscore,MIA,,SFG,L,1,3,,19-35,5,13.0,Moronta,Conley,Smith,3:05,D,7371,.16,-,
55,Friday May 31,boxscore,MIA,@,SDP,L,2,5,,19-36,5,13.0,Lucchesi,Smith,Yates,2:59,N,25019,.14,--,
56,Saturday Jun 1,boxscore,MIA,@,SDP,W,9,3,,20-36,5,12.0,Ureña,Margevicius,,2:43,N,26858,.12,+,
57,Sunday Jun 2,boxscore,MIA,@,SDP,W,9,3,,21-36,5,11.0,Richards,Strahm,,3:04,D,31650,.15,++,
58,Tuesday Jun 4,boxscore,MIA,@,MIL,W,16,0,,22-36,5,10.5,López,Anderson,,3:12,N,25364,.17,+++,
59,Wednesday Jun 5,boxscore,MIA,@,MIL,W,8,3,,23-36,5,10.5,Alcantara,Nelson,,3:04,N,26615,.20,++++,
60,Thursday Jun 6,boxscore,MIA,@,MIL,L,1,5,,23-37,5,11.0,Peralta,Smith,Hader,2:47,D,25409,.24,-,
61,Friday Jun 7,boxscore,MIA,,ATL,L,1,7,,23-38,5,12.0,Soroka,Ureña,,2:42,N,8589,.22,--,
62,Saturday Jun 8,boxscore,MIA,,ATL,L,0,1,,23-39,5,13.0,Teheran,Richards,Jackson,2:57,D,9771,.17,---,
63,Sunday Jun 9,boxscore,MIA,,ATL,L,6,7,12,23-40,5,13.0,Winkler,Conley,Tomlin,4:26,D,10959,.12,----,
64,Monday Jun 10,boxscore,MIA,,STL,L,1,4,,23-41,5,13.0,Wacha,Alcantara,Hicks,2:49,N,6585,.07,-----,
65,Tuesday Jun 11,boxscore,MIA,,STL,L,1,7,,23-42,5,14.0,Hudson,Hernandez,,3:12,N,6308,.06,------,
66,Wednesday Jun 12,boxscore,MIA,,STL,W,9,0,,24-42,5,14.0,Yamamoto,Mikolas,,2:34,N,7001,.04,+,
67,Friday Jun 14,boxscore,MIA,,PIT,L,0,11,,24-43,5,15.5,Brault,Richards,,2:56,N,8340,.05,-,
68,Saturday Jun 15,boxscore,MIA,,PIT,W,4,3,,25-43,5,14.5,López,Hartlieb,Romo,2:46,N,11464,.05,+,
69,Sunday Jun 16,boxscore,MIA,,PIT,L,4,5,,25-44,5,15.5,Rodríguez,Anderson,Vazquez,3:09,D,12472,.05,-,
70,Monday Jun 17,boxscore,MIA,@,STL,L,0,5,,25-45,5,16.5,Mikolas,Hernandez,,2:39,N,41274,.05,--,
71,Tuesday Jun 18,boxscore,MIA,@,STL,W,6,0,,26-45,5,15.5,Yamamoto,Flaherty,,2:43,N,41467,.03,+,
72,Wednesday Jun 19,boxscore,MIA,@,STL,L-wo,1,2,11,26-46,5,16.5,Gant,Conley,,3:34,N,40126,.04,-,
73,Thursday Jun 20,boxscore,MIA,@,STL,W,7,6,11,27-46,5,16.0,García,Miller,Romo,4:31,N,42446,.03,+,
74,Friday Jun 21,boxscore,MIA,@,PHI,W,2,1,,28-46,5,15.0,Alcantara,Nola,Romo,2:56,N,44420,.05,++,
75,Saturday Jun 22,boxscore,MIA,@,PHI,W,5,3,,29-46,5,15.0,Brice,Morgan,Quijada,2:43,D,44722,.06,+++,
76,Sunday Jun 23,boxscore,MIA,@,PHI,W,6,4,,30-46,5,15.0,Yamamoto,De Los Santos,Anderson,2:59,D,36749,.08,++++,
77,Tuesday Jun 25,boxscore,MIA,,WSN,L,1,6,,30-47,5,15.5,Scherzer,Richards,,2:27,N,7327,.10,-,
78,Wednesday Jun 26,boxscore,MIA,,WSN,L,5,7,,30-48,5,16.5,Corbin,Gallen,Doolittle,3:19,N,6276,.07,--,
79,Thursday Jun 27,boxscore,MIA,,WSN,L,5,8,,30-49,5,16.5,Strasburg,Alcantara,,2:51,N,7751,.05,---,
80,Friday Jun 28,boxscore,MIA,,PHI,W,6,2,,31-49,5,16.5,Hernandez,Velasquez,,2:56,N,9469,.03,+,
81,Saturday Jun 29,boxscore,MIA,,PHI,W,9,6,,32-49,5,16.5,García,Morgan,Romo,3:19,D,14774,.04,++,
82,Sunday Jun 30,boxscore,MIA,,PHI,L,6,13,,32-50,5,16.5,Arrieta,Richards,,3:36,D,11742,.04,-,
83,Tuesday Jul 2,boxscore,MIA,@,WSN,L-wo,2,3,,32-51,5,16.5,Doolittle,Quijada,,3:01,N,21361,.04,--,
84,Wednesday Jul 3,boxscore,MIA,@,WSN,L,1,3,,32-52,5,17.5,Strasburg,Alcantara,Doolittle,3:07,N,25483,.02,---,
85,Thursday Jul 4,boxscore,MIA,@,WSN,L,2,5,,32-53,5,18.5,Sánchez,Hernandez,Rodney,3:17,D,27350,.02,----,
86,Friday Jul 5,boxscore,MIA,@,ATL,L-wo,0,1,,32-54,5,19.5,Jackson,Quijada,,3:00,N,41102,.02,-----,
87,Saturday Jul 6,boxscore,MIA,@,ATL,W,5,4,,33-54,5,18.5,Smith,Fried,Romo,3:19,D,37216,.01,+,
88,Sunday Jul 7,boxscore,MIA,@,ATL,L,3,4,,33-55,5,19.5,Keuchel,Richards,Jackson,3:02,D,30514,.01,-,
89,Friday Jul 12,boxscore,MIA,,NYM,W,8,4,,34-55,5,19.5,Smith,Vargas,,2:57,N,11856,.01,+,
90,Saturday Jul 13,boxscore,MIA,,NYM,L,2,4,,34-56,5,20.5,Syndergaard,Anderson,Díaz,3:05,N,12963,.01,-,
91,Sunday Jul 14,boxscore,MIA,,NYM,L,2,6,,34-57,5,21.5,deGrom,Alcantara,,3:16,D,14780,.01,--,
92,Tuesday Jul 16,boxscore,MIA,,SDP,W,12,7,,35-57,5,21.0,Yamamoto,Allen,,3:14,N,8151,.01,+,
93,Wednesday Jul 17,boxscore,MIA,,SDP,L,2,3,,35-58,5,21.0,Paddack,Richards,Yates,2:46,N,7818,.01,-,
94,Thursday Jul 18,boxscore,MIA,,SDP,W-wo,4,3,,36-58,5,20.0,Romo,Wingenter,,3:30,D,21149,.00,+,
95,Friday Jul 19,boxscore,MIA,@,LAD,L,1,2,,36-59,5,21.0,Ryu,Gallen,Jansen,3:00,N,52471,.00,-,
96,Saturday Jul 20,boxscore,MIA,@,LAD,L,6,10,,36-60,5,21.0,Báez,Hernandez,,3:27,N,53778,.00,--,
97,Sunday Jul 21,boxscore,MIA,@,LAD,L,0,9,,36-61,5,22.0,Buehler,Yamamoto,,2:41,D,47469,.00,---,
98,Monday Jul 22,boxscore,MIA,@,CHW,L,1,9,,36-62,5,22.5,Nova,Richards,,2:29,N,14741,.00,----,
99,Tuesday Jul 23,boxscore,MIA,@,CHW,W,5,1,,37-62,5,21.5,Smith,Covey,,2:27,N,14043,.00,+,
100,Wednesday Jul 24,boxscore,MIA,@,CHW,W,2,0,,38-62,5,20.5,Gallen,López,Romo,2:38,N,19098,.00,++,
101,Friday Jul 26,boxscore,MIA,,ARI,W-wo,3,2,,39-62,5,20.5,Quijada,Holland,,3:10,N,8867,.00,+++,
102,Saturday Jul 27,boxscore,MIA,,ARI,L,2,9,,39-63,5,21.5,Young,Yamamoto,,2:49,N,13047,.00,-,
103,Sunday Jul 28,boxscore,MIA,,ARI,W,5,1,,40-63,5,20.5,Quijada,Ray,,3:11,D,11538,.00,+,
104,Monday Jul 29,boxscore,MIA,,ARI,W,11,6,,41-63,5,19.5,Smith,Kelly,,2:59,N,7048,.00,++,
105,Tuesday Jul 30,boxscore,MIA,,MIN,L,1,2,,41-64,5,20.5,Odorizzi,Gallen,Rogers,3:11,N,8064,.00,-,
106,Wednesday Jul 31,boxscore,MIA,,MIN,L,4,7,,41-65,5,21.5,Berríos,Alcantara,,2:41,N,8567,.00,--,
107,Thursday Aug 1,boxscore,MIA,,MIN,W-wo,5,4,12,42-65,5,21.5,Brigham,Stashak,,4:14,D,10390,.00,+,
108,Saturday Aug 3,boxscore,MIA,@,TBR,L,6,8,,42-66,5,22.0,Anderson,García,Pagán,3:19,N,14092,.00,-,
109,Sunday Aug 4,boxscore,MIA,@,TBR,L,2,7,,42-67,5,22.0,Chirinos,Smith,,2:53,D,14819,.00,--,
110,Monday Aug 5 (1),boxscore,MIA,@,NYM,L,2,6,,42-68,5,22.5,deGrom,Dugger,,2:51,D,,.00,---,2019-05-12 (Rain)
111,Monday Aug 5 (2),boxscore,MIA,@,NYM,L,4,5,,42-69,5,22.5,Familia,Brigham,Lugo,3:09,N,29645,.00,----,
112,Tuesday Aug 6,boxscore,MIA,@,NYM,L,0,5,,42-70,5,23.5,Wheeler,Noesí,,2:38,N,27479,.00,-----,
113,Wednesday Aug 7,boxscore,MIA,@,NYM,L,2,7,,42-71,5,24.5,Matz,Yamamoto,,2:26,D,26349,.00,------,
114,Thursday Aug 8,boxscore,MIA,,ATL,W,9,2,,43-71,5,23.5,Hernandez,Keuchel,,3:04,N,8948,.00,+,
115,Friday Aug 9,boxscore,MIA,,ATL,L,4,8,,43-72,5,24.5,Teheran,Smith,,3:19,N,8057,.00,-,
116,Saturday Aug 10,boxscore,MIA,,ATL,W-wo,7,6,10,44-72,5,23.5,Brigham,Newcomb,,3:34,N,29720,.00,+,
117,Sunday Aug 11,boxscore,MIA,,ATL,L,4,5,,44-73,5,24.5,Foltynewicz,Noesí,Jackson,3:23,D,12338,.00,-,
118,Tuesday Aug 13,boxscore,MIA,,LAD,L,1,15,,44-74,5,25.5,May,Yamamoto,,3:22,N,8729,.00,--,
119,Wednesday Aug 14,boxscore,MIA,,LAD,L,1,9,,44-75,5,26.5,Kershaw,Hernandez,,2:45,N,8810,.00,---,
120,Thursday Aug 15,boxscore,MIA,,LAD,W,13,7,,45-75,5,25.5,Smith,Buehler,,4:07,D,8471,.00,+,
121,Friday Aug 16,boxscore,MIA,@,COL,L,0,3,,45-76,5,25.5,Gray,Alcantara,Oberg,2:12,N,35018,.00,-,
122,Saturday Aug 17,boxscore,MIA,@,COL,L,4,11,,45-77,5,26.5,Márquez,Noesí,,3:08,N,40199,.00,--,
123,Sunday Aug 18,boxscore,MIA,@,COL,L-wo,6,7,10,45-78,5,27.5,Estévez,Brigham,,3:57,D,38181,.00,---,
124,Tuesday Aug 20,boxscore,MIA,@,ATL,L,1,5,,45-79,5,28.5,Keuchel,Kinley,,3:00,N,21271,.00,----,
125,Wednesday Aug 21,boxscore,MIA,@,ATL,L,0,5,,45-80,5,29.5,Teheran,Smith,,2:44,N,23537,.00,-----,
126,Thursday Aug 22,boxscore,MIA,@,ATL,L-wo,2,3,,45-81,5,30.5,Melancon,Stanek,,2:40,N,23967,.00,------,
127,Friday Aug 23,boxscore,MIA,,PHI,W,19,11,,46-81,5,30.5,Kinley,Pivetta,,4:10,N,9065,.00,+,
128,Saturday Aug 24,boxscore,MIA,,PHI,L,3,9,,46-82,5,31.5,Eflin,Yamamoto,,3:37,N,12981,.00,-,
129,Sunday Aug 25,boxscore,MIA,,PHI,W,3,2,,47-82,5,31.5,Hernandez,Nola,Stanek,2:38,D,9286,.00,+,
130,Monday Aug 26,boxscore,MIA,,CIN,L,3,6,,47-83,5,31.5,Gray,López,,3:03,N,5297,.00,-,
131,Tuesday Aug 27,boxscore,MIA,,CIN,L,5,8,,47-84,5,31.5,Castillo,Smith,Iglesias,3:24,N,6169,.00,--,
132,Wednesday Aug 28,boxscore,MIA,,CIN,L,0,5,,47-85,5,32.5,DeSclafani,Alcantara,,2:41,N,6409,.00,---,
133,Thursday Aug 29,boxscore,MIA,,CIN,W-wo,4,3,12,48-85,5,32.0,Kinley,Iglesias,,3:35,N,6466,.00,+,
134,Friday Aug 30,boxscore,MIA,@,WSN,L-wo,6,7,,48-86,5,33.0,Hudson,Stanek,,3:35,N,26201,.00,-,
135,Saturday Aug 31,boxscore,MIA,@,WSN,L,0,7,,48-87,5,34.0,Strasburg,López,,2:31,N,27539,.00,--,
136,Sunday Sep 1,boxscore,MIA,@,WSN,L,3,9,,48-88,5,35.0,Corbin,Smith,,2:46,D,29345,.00,---,
137,Tuesday Sep 3,boxscore,MIA,@,PIT,W,5,4,10,49-88,5,35.5,Conley,Markel,Ureña,3:24,N,9169,.00,+,
138,Wednesday Sep 4,boxscore,MIA,@,PIT,L-wo,5,6,,49-89,5,36.0,Wang,Ureña,,2:59,N,9043,.00,-,
139,Thursday Sep 5,boxscore,MIA,@,PIT,W,10,7,,50-89,5,36.0,Moran,Agrazal,,3:38,N,9642,.00,+,
140,Friday Sep 6,boxscore,MIA,,KCR,L,0,3,,50-90,5,37.0,López,López,Kennedy,2:52,N,8915,.00,-,
141,Saturday Sep 7,boxscore,MIA,,KCR,L,2,7,,50-91,5,38.0,Duffy,Conley,Hill,3:24,N,13112,.00,--,
142,Sunday Sep 8,boxscore,MIA,,KCR,W,9,0,,51-91,5,37.0,Alcantara,Montgomery,,2:40,D,10934,.00,+,
143,Monday Sep 9,boxscore,MIA,,MIL,L,3,8,,51-92,5,38.0,Albers,Dugger,,4:08,N,6672,.00,-,
144,Tuesday Sep 10,boxscore,MIA,,MIL,L,3,4,,51-93,5,38.0,Guerra,Conley,Pomeranz,3:20,N,7215,.00,--,
145,Wednesday Sep 11,boxscore,MIA,,MIL,L,5,7,,51-94,5,39.0,Suter,Ureña,Hader,3:02,N,7815,.00,---,
146,Thursday Sep 12,boxscore,MIA,,MIL,L,2,3,,51-95,5,39.0,Peralta,Smith,Hader,2:59,D,7375,.00,----,
147,Friday Sep 13,boxscore,MIA,@,SFG,L,0,1,,51-96,5,40.0,Beede,Alcantara,Anderson,2:22,N,33418,.00,-----,
148,Saturday Sep 14,boxscore,MIA,@,SFG,W,4,2,,52-96,5,40.0,García,Anderson,Ureña,2:56,N,38663,.00,+,
149,Sunday Sep 15,boxscore,MIA,@,SFG,L,1,2,,52-97,5,40.0,Rogers,García,Smith,2:51,D,39663,.00,-,
150,Monday Sep 16,boxscore,MIA,@,ARI,L,5,7,,52-98,5,40.5,Hirano,Guerrero,Ginkel,3:25,N,15897,.00,--,
151,Tuesday Sep 17,boxscore,MIA,@,ARI,W,12,6,,53-98,5,39.5,Smith,Andriese,,3:49,N,19745,.00,+,
152,Wednesday Sep 18,boxscore,MIA,@,ARI,L,4,5,,53-99,5,39.5,Leake,Alcantara,Bradley,2:55,D,17731,.00,-,
153,Friday Sep 20,boxscore,MIA,,WSN,L,4,6,,53-100,5,41.0,Sánchez,Dugger,Hudson,3:13,N,12775,.00,--,
154,Saturday Sep 21,boxscore,MIA,,WSN,L,4,10,10,53-101,5,42.0,Suero,Ureña,,4:20,N,18085,.00,---,
155,Sunday Sep 22,boxscore,MIA,,WSN,W,5,3,,54-101,5,41.0,García,Suero,Brigham,3:13,D,19709,.00,+,
156,Monday Sep 23,boxscore,MIA,@,NYM,W,8,4,,55-101,5,40.5,Smith,Matz,,3:25,N,21189,.00,++,
157,Tuesday Sep 24,boxscore,MIA,@,NYM,L-wo,4,5,11,55-102,5,40.5,Sewald,Conley,,3:51,N,21766,.00,-,
158,Wednesday Sep 25,boxscore,MIA,@,NYM,L,3,10,,55-103,5,41.5,deGrom,Dugger,,2:48,N,21471,.00,--,
159,Thursday Sep 26,boxscore,MIA,@,NYM,W,4,2,,56-103,5,41.0,Brigham,Wheeler,Ureña,2:45,N,21729,.00,+,
160,Friday Sep 27,boxscore,MIA,@,PHI,L-wo,4,5,15,56-104,5,41.0,Suárez,Conley,,5:13,N,24143,.00,-,
161,Saturday Sep 28,boxscore,MIA,@,PHI,L,3,9,,56-105,5,41.0,Eflin,Smith,,3:06,N,25156,.00,--,
162,Sunday Sep 29,boxscore,MIA,@,PHI,W,4,3,,57-105,5,40.0,Alcantara,Parker,Kinley,2:50,D,31805,.00,+,

1,Thursday Mar 28,boxscore,MIL,,STL,W,5,4,,1-0,1,Tied,Chacín,Mikolas,Hader,2:36,D,45304,1.05,+,
2,Friday Mar 29,boxscore,MIL,,STL,L,5,9,,1-1,3,0.5,Gant,Williams,,3:41,N,30157,1.09,-,
3,Saturday Mar 30,boxscore,MIL,,STL,W,4,2,,2-1,1,Tied,Woodruff,Hudson,Hader,3:07,N,36655,1.05,+,
4,Sunday Mar 31,boxscore,MIL,,STL,W-wo,5,4,,3-1,1,up 1.0,Barnes,Hicks,,2:54,D,35042,1.09,++,
5,Monday Apr 1,boxscore,MIL,@,CIN,W,4,3,,4-1,1,up 2.0,Wilson,Iglesias,Hader,3:31,N,7799,1.20,+++,
6,Tuesday Apr 2,boxscore,MIL,@,CIN,W,4,3,,5-1,1,up 2.5,Chacín,Duke,Hader,3:07,N,10195,1.23,++++,
7,Wednesday Apr 3,boxscore,MIL,@,CIN,W,1,0,,6-1,1,up 2.5,Peralta,Castillo,Wilson,2:33,D,13439,1.24,+++++,
8,Friday Apr 5,boxscore,MIL,,CHC,W,13,10,,7-1,1,up 3.0,Anderson,Quintana,,3:36,N,34926,1.28,++++++,
9,Saturday Apr 6,boxscore,MIL,,CHC,L,8,14,,7-2,1,up 2.0,Hamels,Burnes,,3:54,N,42790,1.29,-,
10,Sunday Apr 7,boxscore,MIL,,CHC,W,4,2,,8-2,1,up 2.0,Davies,Hendricks,Hader,3:04,D,40322,1.31,+,
11,Monday Apr 8,boxscore,MIL,@,LAA,L,2,5,,8-3,1,up 2.0,Cahill,Chacín,Allen,2:40,N,28571,1.14,-,
12,Tuesday Apr 9,boxscore,MIL,@,LAA,L,8,11,,8-4,1,up 1.5,Bedrosian,Claudio,Allen,3:50,N,28793,1.15,--,
13,Wednesday Apr 10,boxscore,MIL,@,LAA,L,2,4,,8-5,1,up 0.5,Barria,Woodruff,Robles,3:00,N,34446,1.13,---,
14,Friday Apr 12,boxscore,MIL,@,LAD,W,8,5,,9-5,1,up 0.5,Albers,Urías,,3:54,N,43643,1.14,+,
15,Saturday Apr 13,boxscore,MIL,@,LAD,W,4,1,,10-5,1,up 1.5,Davies,Ferguson,Guerra,2:54,N,53922,1.15,++,
16,Sunday Apr 14,boxscore,MIL,@,LAD,L,1,7,,10-6,1,up 0.5,Stripling,Chacín,,2:34,D,45235,1.17,-,
17,Monday Apr 15,boxscore,MIL,,STL,W,10,7,,11-6,1,up 1.5,Guerra,Mayers,,3:51,N,28199,1.36,+,
18,Tuesday Apr 16,boxscore,MIL,,STL,W,8,4,,12-6,1,up 1.5,Woodruff,Flaherty,,3:13,N,30260,1.38,++,
19,Wednesday Apr 17,boxscore,MIL,,STL,L,3,6,,12-7,1,up 0.5,Wacha,Burnes,Hicks,2:55,D,29817,1.38,-,
20,Thursday Apr 18,boxscore,MIL,,LAD,L,1,3,,12-8,1,Tied,Urías,Albers,Jansen,3:02,N,33281,1.14,--,
21,Friday Apr 19,boxscore,MIL,,LAD,L,3,5,,12-9,2,1.0,Báez,Hader,Jansen,3:47,N,36776,1.12,---,
22,Saturday Apr 20,boxscore,MIL,,LAD,W,5,0,,13-9,2,1.0,Anderson,Ryu,,2:51,N,40402,1.10,+,
23,Sunday Apr 21,boxscore,MIL,,LAD,L,5,6,,13-10,2,1.0,Jansen,Hader,,3:13,D,32054,1.13,-,
24,Monday Apr 22,boxscore,MIL,@,STL,L,5,13,,13-11,3,1.0,Flaherty,Houser,,3:12,N,35819,1.26,--,
25,Tuesday Apr 23,boxscore,MIL,@,STL,L,3,4,,13-12,3,2.0,Miller,Wilson,Hicks,3:00,N,38474,1.22,---,
26,Wednesday Apr 24,boxscore,MIL,@,STL,L,2,5,,13-13,4,3.0,Wainwright,Chacín,Hicks,2:51,D,36878,1.14,----,
27,Friday Apr 26,boxscore,MIL,@,NYM,W,10,2,,14-13,2,2.0,Albers,deGrom,,3:20,N,28131,.98,+,
28,Saturday Apr 27,boxscore,MIL,@,NYM,W,8,6,,15-13,2,2.0,Woodruff,Syndergaard,Hader,3:57,N,40610,1.05,++,
29,Sunday Apr 28,boxscore,MIL,@,NYM,L,2,5,,15-14,3,3.0,Matz,Barnes,Díaz,2:52,D,25756,1.08,-,
30,Monday Apr 29,boxscore,MIL,,COL,W,5,1,,16-14,2,3.0,Davies,Freeland,,2:38,N,23356,1.05,+,
31,Tuesday Apr 30,boxscore,MIL,,COL,W,4,3,,17-14,2,3.0,Chacín,Márquez,Hader,2:22,N,25673,1.06,++,
32,Wednesday May 1,boxscore,MIL,,COL,L,4,11,,17-15,3,4.0,Estévez,Burnes,,3:44,N,28780,1.08,-,
33,Thursday May 2,boxscore,MIL,,COL,L,6,11,,17-16,3,4.0,Gray,Peralta,,3:24,D,21319,1.03,--,
34,Friday May 3,boxscore,MIL,,NYM,W,3,1,,18-16,3,3.0,Woodruff,Matz,Hader,3:01,N,32550,.97,+,
