Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
143,Saturday Sep 7,boxscore,CIN,,ARI,L,0,2,,66-77,4,14.5,Young,Castillo,Sherfy,2:39,D,34804,.00,--,
144,Sunday Sep 8,boxscore,CIN,,ARI,W-wo,4,3,,67-77,4,14.5,Iglesias,López,,3:12,D,19717,.00,+,
145,Tuesday Sep 10,boxscore,CIN,@,SEA,L,3,4,,67-78,4,14.5,Altavilla,Garrett,Bass,2:49,N,12230,.00,-,
146,Wednesday Sep 11,boxscore,CIN,@,SEA,L,3,5,,67-79,4,14.5,Gonzales,Gray,Bass,2:58,N,10152,.00,--,
147,Thursday Sep 12,boxscore,CIN,@,SEA,W,11,5,,68-79,4,14.5,Romano,Altavilla,,3:21,N,15564,.00,+,
148,Friday Sep 13,boxscore,CIN,@,ARI,W,4,3,,69-79,4,14.5,Castillo,Leake,Iglesias,2:48,N,35158,.00,++,
149,Saturday Sep 14,boxscore,CIN,@,ARI,L,0,1,,69-80,4,14.5,Kelly,DeSclafani,Bradley,2:15,N,35151,.00,-,
150,Sunday Sep 15,boxscore,CIN,@,ARI,W,3,1,,70-80,4,13.5,Bauer,Gallen,Iglesias,2:55,D,25193,.00,+,
151,Monday Sep 16,boxscore,CIN,@,CHC,L,2,8,,70-81,4,14.5,Mills,Gausman,,3:27,N,33753,.00,-,
152,Tuesday Sep 17,boxscore,CIN,@,CHC,W,4,2,,71-81,4,13.5,Gray,Darvish,Iglesias,3:08,N,34267,.00,+,
153,Wednesday Sep 18,boxscore,CIN,@,CHC,W,3,2,10,72-81,4,13.5,Garrett,Norwood,Iglesias,3:40,N,36578,.00,++,
154,Friday Sep 20,boxscore,CIN,,NYM,L,1,8,,72-82,4,15.0,deGrom,Castillo,,3:06,N,20576,.00,-,
155,Saturday Sep 21,boxscore,CIN,,NYM,W,3,2,,73-82,4,15.0,Kuhnel,Wilson,Iglesias,2:48,D,30487,.00,+,
156,Sunday Sep 22,boxscore,CIN,,NYM,L,3,6,,73-83,4,16.0,Brach,Bauer,Wilson,3:08,D,21335,.00,-,
157,Tuesday Sep 24,boxscore,CIN,,MIL,L,2,4,,73-84,4,16.5,Suter,Gray,Hader,2:52,N,14778,.00,--,
158,Wednesday Sep 25,boxscore,CIN,,MIL,L,2,9,,73-85,4,16.5,Lyles,Mahle,,3:01,N,16530,.00,---,
159,Thursday Sep 26,boxscore,CIN,,MIL,L,3,5,,73-86,4,17.0,Anderson,Castillo,Hader,2:50,D,27774,.00,----,
160,Friday Sep 27,boxscore,CIN,@,PIT,L-wo,5,6,,73-87,4,17.0,Ríos,Iglesias,,3:13,N,18544,.00,-----,
161,Saturday Sep 28,boxscore,CIN,@,PIT,W,4,2,12,74-87,4,16.0,Alaniz,McRae,,4:27,N,21084,.00,+,
162,Sunday Sep 29,boxscore,CIN,@,PIT,W,3,1,,75-87,4,16.0,Mahle,Williams,Lorenzen,2:43,D,23617,.00,++,

1,Thursday Mar 28,boxscore,CLE,@,MIN,L,0,2,,0-1,4,1.0,Berríos,Kluber,Rogers,2:18,D,39519,1.07,-,
2,Saturday Mar 30,boxscore,CLE,@,MIN,W,2,1,,1-1,2,1.0,Edwards,Parker,Hand,3:00,D,15271,1.04,+,
3,Sunday Mar 31,boxscore,CLE,@,MIN,L,3,9,,1-2,4,1.0,Pérez,Carrasco,,2:39,D,15613,1.12,-,
4,Monday Apr 1,boxscore,CLE,,CHW,W,5,3,,2-2,3,0.5,Edwards,Covey,Hand,3:02,D,34519,1.00,+,
5,Wednesday Apr 3,boxscore,CLE,,CHW,L,3,8,,2-3,3,2.0,Rodón,Kluber,,3:01,D,10689,1.05,-,
6,Thursday Apr 4,boxscore,CLE,,TOR,W,4,1,,3-3,3,1.5,Bauer,Sanchez,Hand,3:06,N,10375,.89,+,
7,Friday Apr 5,boxscore,CLE,,TOR,W-wo,3,2,,4-3,3,0.5,Cimber,Biagini,,2:42,N,12881,.93,++,
8,Saturday Apr 6,boxscore,CLE,,TOR,W,7,2,,5-3,3,0.5,Carrasco,Pannone,,3:20,D,18429,.97,+++,
9,Sunday Apr 7,boxscore,CLE,,TOR,W,3,1,,6-3,2,0.5,Clevinger,Stroman,Hand,2:36,D,17264,1.01,++++,
10,Tuesday Apr 9,boxscore,CLE,@,DET,W,8,2,,7-3,1,up 0.5,Kluber,Zimmermann,,2:32,D,12114,1.28,+++++,
11,Wednesday Apr 10,boxscore,CLE,@,DET,L,1,4,,7-4,2,0.5,Boyd,Bauer,Greene,3:14,D,11128,1.33,-,
12,Thursday Apr 11,boxscore,CLE,@,DET,W,4,0,,8-4,1,up 0.5,Bieber,Turnbull,,2:47,D,13910,1.31,+,
13,Friday Apr 12,boxscore,CLE,@,KCR,L,1,8,,8-5,1,Tied,Keller,Carrasco,,3:10,N,11950,1.17,-,
14,Saturday Apr 13,boxscore,CLE,@,KCR,L,0,3,,8-6,2,0.5,Bailey,Rodriguez,Peralta,2:26,N,15188,1.16,--,
15,Sunday Apr 14,boxscore,CLE,@,KCR,L-wo,8,9,,8-7,2,1.5,Peralta,Hand,,3:27,D,14303,1.13,---,
16,Monday Apr 15,boxscore,CLE,@,SEA,W,6,4,,9-7,2,0.5,Bauer,Kikuchi,Hand,3:33,N,11215,1.07,+,
17,Tuesday Apr 16,boxscore,CLE,@,SEA,W,4,2,,10-7,1,up 0.5,Bieber,Leake,Hand,3:07,N,11838,1.09,++,
18,Wednesday Apr 17,boxscore,CLE,@,SEA,W,1,0,,11-7,1,up 0.5,Carrasco,Swanson,Wittgren,2:32,D,13529,1.14,+++,
19,Saturday Apr 20 (1),boxscore,CLE,,ATL,W,8,4,,12-7,1,Tied,Kluber,Teheran,,3:04,D,,1.16,++++,2019-04-19 (Inclement weather)
20,Saturday Apr 20 (2),boxscore,CLE,,ATL,L,7,8,,12-8,1,Tied,Jackson,Cimber,Minter,3:54,N,23035,1.16,-,
21,Sunday Apr 21,boxscore,CLE,,ATL,L,5,11,,12-9,2,1.0,Fried,Bieber,,3:22,N,16039,1.14,--,
22,Tuesday Apr 23,boxscore,CLE,,MIA,L,1,3,,12-10,2,1.5,López,Ramírez,Romo,2:42,N,12963,1.11,---,
23,Wednesday Apr 24,boxscore,CLE,,MIA,W,6,2,,13-10,2,0.5,Wittgren,Conley,,2:53,D,13046,1.06,+,
24,Thursday Apr 25,boxscore,CLE,@,HOU,W,2,1,,14-10,1,Tied,Bauer,Cole,Hand,2:40,N,24948,1.18,++,
25,Friday Apr 26,boxscore,CLE,@,HOU,W,6,3,,15-10,1,Tied,Cimber,Rondón,Hand,3:19,N,38084,1.17,+++,
26,Saturday Apr 27,boxscore,CLE,@,HOU,L-wo,3,4,10,15-11,2,1.0,Osuna,Cimber,,3:12,D,38667,1.25,-,
27,Sunday Apr 28,boxscore,CLE,@,HOU,L,1,4,,15-12,2,2.0,Valdez,Carrasco,Pressly,2:48,N,31025,1.18,--,
28,Tuesday Apr 30,boxscore,CLE,@,MIA,W,7,4,,16-12,2,1.5,Bauer,Alcantara,Hand,2:56,N,7247,1.08,+,
29,Wednesday May 1,boxscore,CLE,@,MIA,L,2,4,,16-13,2,2.5,Smith,Kluber,Romo,2:38,N,7262,1.15,-,
30,Friday May 3,boxscore,CLE,,SEA,W-wo,2,1,,17-13,2,2.0,Hand,Swarzak,,2:46,N,16334,1.16,+,
31,Saturday May 4,boxscore,CLE,,SEA,W,5,4,,18-13,2,2.0,Olson,Sadzeck,Hand,2:41,D,18420,1.19,++,
32,Sunday May 5,boxscore,CLE,,SEA,L,0,10,,18-14,2,2.0,Swanson,Anderson,,2:54,D,19665,1.21,-,
33,Monday May 6,boxscore,CLE,,CHW,L,1,9,,18-15,2,3.0,Nova,Bauer,,3:01,N,12745,1.27,--,
34,Tuesday May 7,boxscore,CLE,,CHW,L,0,2,,18-16,2,4.0,Giolito,Rodriguez,Colomé,2:58,N,12961,1.29,---,
35,Wednesday May 8,boxscore,CLE,,CHW,W-wo,5,3,,19-16,2,4.0,Hand,Fry,,2:50,N,12519,1.19,+,
36,Thursday May 9,boxscore,CLE,,CHW,W,5,0,5,20-16,2,3.5,Carrasco,Banuelos,,1:45,D,13247,1.19,++,
37,Friday May 10,boxscore,CLE,@,OAK,L-wo,3,4,12,20-17,2,4.5,Soria,Hand,,3:41,N,36913,1.19,-,
38,Saturday May 11,boxscore,CLE,@,OAK,L-wo,2,3,,20-18,2,5.0,Treinen,Cole,,3:13,D,18278,1.14,--,
39,Sunday May 12,boxscore,CLE,@,OAK,W,5,3,,21-18,2,4.0,Rodriguez,Mengden,Hand,2:57,D,18891,1.11,+,
40,Monday May 13,boxscore,CLE,@,CHW,L,2,5,,21-19,2,4.0,López,Bieber,Colomé,2:28,N,16471,1.24,-,
41,Tuesday May 14,boxscore,CLE,@,CHW,W,9,0,,22-19,2,4.0,Carrasco,Banuelos,,3:06,D,18823,1.32,+,
42,Thursday May 16,boxscore,CLE,,BAL,W,14,7,,23-19,2,4.5,Cole,Ynoa,,3:54,N,16324,1.14,++,
43,Friday May 17,boxscore,CLE,,BAL,L,1,5,,23-20,2,5.5,Bundy,Rodriguez,,2:54,N,22999,1.12,-,
44,Saturday May 18,boxscore,CLE,,BAL,W,4,1,,24-20,2,5.5,Plutko,Means,Hand,2:36,D,25652,1.10,+,
45,Sunday May 19,boxscore,CLE,,BAL,W,10,0,,25-20,2,4.5,Bieber,Ramírez,,2:49,D,21377,1.08,++,
46,Monday May 20,boxscore,CLE,,OAK,L,4,6,,25-21,2,5.5,Anderson,Carrasco,Treinen,3:19,N,12563,1.22,-,
47,Tuesday May 21,boxscore,CLE,,OAK,L,3,5,,25-22,2,6.5,Hendriks,Bauer,Treinen,3:22,N,13705,1.17,--,
48,Wednesday May 22,boxscore,CLE,,OAK,L,2,7,,25-23,2,7.0,Montas,Rodriguez,,3:14,D,17010,1.12,---,
49,Thursday May 23,boxscore,CLE,,TBR,L,2,7,,25-24,2,8.0,Yarbrough,Plutko,,2:47,N,18884,1.05,----,
50,Friday May 24,boxscore,CLE,,TBR,W,3,1,,26-24,2,8.0,Cole,Alvarado,Hand,3:20,N,24084,.95,+,
51,Saturday May 25,boxscore,CLE,,TBR,L,2,6,,26-25,2,9.0,Morton,Carrasco,,2:55,N,25882,1.01,-,
52,Sunday May 26,boxscore,CLE,,TBR,L,3,6,,26-26,2,10.0,Beeks,Bauer,Alvarado,3:18,D,20288,.95,--,
53,Monday May 27,boxscore,CLE,@,BOS,L,5,12,,26-27,2,10.0,Porcello,Rodriguez,,3:32,D,37113,.85,---,
54,Tuesday May 28,boxscore,CLE,@,BOS,W,7,5,,27-27,2,10.0,Wittgren,Lakins,Hand,4:03,N,32984,.81,+,
55,Wednesday May 29,boxscore,CLE,@,BOS,W,14,9,,28-27,2,9.5,Bieber,Weber,Hand,3:42,N,34824,.87,++,
56,Thursday May 30,boxscore,CLE,@,CHW,L,4,10,,28-28,2,9.5,Banuelos,Carrasco,,3:10,N,22182,.92,-,
57,Friday May 31,boxscore,CLE,@,CHW,L,1,6,,28-29,2,10.5,Covey,Bauer,,2:41,N,21652,.85,--,
58,Saturday Jun 1,boxscore,CLE,@,CHW,W,5,2,,29-29,2,10.5,Pérez,Nova,Hand,2:50,D,25873,.81,+,
59,Sunday Jun 2,boxscore,CLE,@,CHW,L,0,2,,29-30,2,11.5,Giolito,Plesac,Colomé,2:30,D,26453,.89,-,
60,Tuesday Jun 4,boxscore,CLE,,MIN,W,5,2,,30-30,2,10.5,Bieber,Smeltzer,Hand,2:25,N,15814,.85,+,
61,Wednesday Jun 5,boxscore,CLE,,MIN,W,9,7,,31-30,2,9.5,Wittgren,Parker,Hand,3:26,N,16962,.94,++,
62,Thursday Jun 6,boxscore,CLE,,MIN,L,4,5,,31-31,2,10.5,Berríos,Bauer,Rogers,3:02,N,15350,1.12,-,
63,Friday Jun 7,boxscore,CLE,,NYY,W,5,2,,32-31,2,10.5,Plesac,Germán,Hand,2:23,N,31531,.77,+,
64,Saturday Jun 8,boxscore,CLE,,NYY,W,8,4,,33-31,2,9.5,Plutko,Sabathia,,2:39,D,32239,.83,++,
65,Sunday Jun 9,boxscore,CLE,,NYY,L,6,7,10,33-32,2,10.5,Chapman,Pérez,Tarpley,3:56,D,29028,.94,-,
66,Tuesday Jun 11,boxscore,CLE,,CIN,W-wo,2,1,10,34-32,2,10.5,Hand,Iglesias,,3:15,N,24101,.77,+,
67,Wednesday Jun 12,boxscore,CLE,,CIN,L,2,7,,34-33,2,10.5,DeSclafani,Plesac,,3:07,D,24045,.79,-,
68,Friday Jun 14,boxscore,CLE,@,DET,W,13,4,,35-33,2,11.0,Plutko,Carpenter,,3:08,N,22362,.75,+,
69,Saturday Jun 15,boxscore,CLE,@,DET,W,4,2,,36-33,2,11.0,Bieber,Ramirez,Hand,2:43,N,25523,.79,++,
70,Sunday Jun 16,boxscore,CLE,@,DET,W,8,0,,37-33,2,10.0,Bauer,Turnbull,,2:45,D,26705,.80,+++,
71,Monday Jun 17,boxscore,CLE,@,TEX,L,2,7,,37-34,2,10.0,Lynn,Clevinger,,2:52,N,20860,.97,-,
72,Tuesday Jun 18,boxscore,CLE,@,TEX,W,10,3,,38-34,2,10.0,Plesac,Sampson,,3:13,N,19223,.92,+,
73,Wednesday Jun 19,boxscore,CLE,@,TEX,W,10,4,,39-34,2,9.0,Pérez,Palumbo,,3:17,N,22906,.99,++,
74,Thursday Jun 20,boxscore,CLE,@,TEX,L,2,4,,39-35,2,9.0,Minor,Bieber,Kelley,2:35,D,18531,1.07,-,
75,Friday Jun 21,boxscore,CLE,,DET,W,7,6,,40-35,2,9.0,Cimber,Jiménez,Hand,3:16,N,30717,.94,+,
76,Saturday Jun 22,boxscore,CLE,,DET,W,2,0,,41-35,2,9.0,Civale,Turnbull,Hand,2:47,D,30103,.99,++,
77,Sunday Jun 23,boxscore,CLE,,DET,W,8,3,,42-35,2,8.0,Plesac,Norris,,2:33,D,25790,1.00,+++,
78,Monday Jun 24,boxscore,CLE,,KCR,W-wo,3,2,10,43-35,2,7.5,Hand,Peralta,,3:05,N,15413,1.07,++++,
79,Tuesday Jun 25,boxscore,CLE,,KCR,L,6,8,,43-36,2,8.5,McCarthy,Hand,Kennedy,3:27,N,21766,1.11,-,
80,Wednesday Jun 26,boxscore,CLE,,KCR,W,5,3,,44-36,2,8.5,Bauer,Junis,,2:49,D,22246,1.04,+,
81,Friday Jun 28,boxscore,CLE,@,BAL,L,0,13,,44-37,2,8.0,Means,Clevinger,,2:56,N,21248,1.11,-,
82,Saturday Jun 29,boxscore,CLE,@,BAL,L,0,13,,44-38,2,9.0,Cashner,Plesac,,2:57,N,26998,1.08,--,
83,Sunday Jun 30,boxscore,CLE,@,BAL,W,2,0,,45-38,2,8.0,Bieber,Ynoa,Hand,2:51,D,20048,.98,+,
84,Tuesday Jul 2,boxscore,CLE,@,KCR,W,9,5,,46-38,2,7.0,Bauer,Junis,,3:22,N,18394,1.06,++,
85,Wednesday Jul 3,boxscore,CLE,@,KCR,W,4,0,,47-38,2,7.0,Clevinger,Duffy,,2:46,N,25049,1.12,+++,
86,Thursday Jul 4,boxscore,CLE,@,KCR,W,8,4,,48-38,2,6.0,Cimber,López,,3:30,D,18076,1.17,++++,
87,Saturday Jul 6,boxscore,CLE,@,CIN,W,7,2,,49-38,2,6.5,Bieber,Lorenzen,,2:50,D,36504,1.25,+++++,
88,Sunday Jul 7,boxscore,CLE,@,CIN,W,11,1,,50-38,2,5.5,Bauer,Mahle,,3:24,D,27041,1.25,++++++,
89,Friday Jul 12,boxscore,CLE,,MIN,L,3,5,,50-39,2,6.5,Littell,Pérez,Rogers,3:44,N,30857,1.83,-,
90,Saturday Jul 13,boxscore,CLE,,MIN,L,2,6,,50-40,2,7.5,Odorizzi,Bauer,,3:24,N,32277,1.67,--,
91,Sunday Jul 14,boxscore,CLE,,MIN,W,4,3,,51-40,2,6.5,Cimber,May,Hand,3:00,D,25194,1.54,+,
92,Monday Jul 15,boxscore,CLE,,DET,W,8,6,,52-40,2,6.0,Wittgren,Alcántara,Hand,2:55,N,15735,1.23,++,
93,Tuesday Jul 16,boxscore,CLE,,DET,W,8,0,,53-40,2,5.0,Goody,Carpenter,,2:23,N,16769,1.29,+++,
94,Wednesday Jul 17,boxscore,CLE,,DET,W,7,2,,54-40,2,4.0,Clevinger,Turnbull,Wittgren,2:59,N,18894,1.37,++++,
95,Thursday Jul 18,boxscore,CLE,,DET,W,6,3,,55-40,2,4.0,Bauer,Boyd,Hand,3:06,N,17500,1.42,+++++,
96,Friday Jul 19,boxscore,CLE,,KCR,W,10,5,,56-40,2,3.0,Bieber,Montgomery,,3:20,N,26640,1.40,++++++,
97,Saturday Jul 20,boxscore,CLE,,KCR,L,0,1,,56-41,2,3.0,Junis,Plutko,Kennedy,2:41,N,31958,1.46,-,
98,Sunday Jul 21,boxscore,CLE,,KCR,W,5,4,,57-41,2,3.0,Plesac,Sparkman,Hand,2:47,D,23564,1.46,+,
99,Monday Jul 22,boxscore,CLE,@,TOR,W,7,3,,58-41,2,3.0,Clevinger,Borucki,,2:55,N,22295,1.50,++,
100,Tuesday Jul 23,boxscore,CLE,@,TOR,L-wo,1,2,10,58-42,2,3.0,Giles,Olson,,3:19,N,22186,1.44,-,
101,Wednesday Jul 24,boxscore,CLE,@,TOR,W,4,0,,59-42,2,2.0,Bieber,Stroman,,2:24,N,25385,1.50,+,
102,Thursday Jul 25,boxscore,CLE,@,KCR,W,5,4,14,60-42,2,2.0,Goody,Flynn,Cole,4:51,N,15224,1.49,++,
103,Friday Jul 26,boxscore,CLE,@,KCR,W,8,3,,61-42,2,2.0,Plesac,Junis,,2:56,N,26609,1.46,+++,
104,Saturday Jul 27,boxscore,CLE,@,KCR,W,9,1,,62-42,2,1.0,Clevinger,Sparkman,,3:04,N,31181,1.45,++++,
105,Sunday Jul 28,boxscore,CLE,@,KCR,L,6,9,,62-43,2,2.0,Duffy,Bauer,Kennedy,2:55,D,14380,1.41,-,
106,Tuesday Jul 30,boxscore,CLE,,HOU,L,0,2,,62-44,2,3.0,Verlander,Bieber,Osuna,2:44,N,21589,1.53,--,
107,Wednesday Jul 31,boxscore,CLE,,HOU,W,10,4,,63-44,2,3.0,Plesac,Urquidy,,3:10,N,23961,1.51,+,
108,Thursday Aug 1,boxscore,CLE,,HOU,L,1,7,,63-45,2,3.0,Cole,Salazar,,3:10,N,21536,1.46,-,
109,Friday Aug 2,boxscore,CLE,,LAA,W,7,3,,64-45,2,3.0,Clevinger,Cole,,2:55,N,28386,1.54,+,
110,Saturday Aug 3,boxscore,CLE,,LAA,W,7,2,,65-45,2,3.0,Plutko,Cahill,,2:59,N,31222,1.49,++,
111,Sunday Aug 4,boxscore,CLE,,LAA,W,6,2,,66-45,2,3.0,Bieber,Barria,,3:00,D,26099,1.47,+++,
112,Monday Aug 5,boxscore,CLE,,TEX,L,0,1,,66-46,2,4.0,Minor,Civale,Leclerc,2:49,N,17690,1.47,-,
113,Wednesday Aug 7 (1),boxscore,CLE,,TEX,W,2,0,,67-46,2,2.0,Goody,Jurado,Hand,2:32,D,,1.48,+,2019-08-06 (Inclement Weather)
114,Wednesday Aug 7 (2),boxscore,CLE,,TEX,W,5,1,,68-46,2,2.0,Cole,Lynn,Wittgren,2:55,D,24888,1.45,++,
115,Thursday Aug 8,boxscore,CLE,@,MIN,W,7,5,,69-46,2,1.0,Clevinger,Gibson,Hand,3:39,N,32517,2.15,+++,
116,Friday Aug 9,boxscore,CLE,@,MIN,W,6,2,,70-46,1,Tied,Bieber,Smeltzer,,3:09,N,36641,2.20,++++,
117,Saturday Aug 10,boxscore,CLE,@,MIN,L,1,4,,70-47,2,1.0,Odorizzi,Plutko,Rogers,3:07,N,35268,2.23,-,
118,Sunday Aug 11,boxscore,CLE,@,MIN,W,7,3,10,71-47,1,Tied,Hand,Rogers,,3:29,D,37849,2.27,+,
119,Monday Aug 12,boxscore,CLE,,BOS,W-wo,6,5,,72-47,1,up 0.5,Hand,Walden,,3:34,N,24770,1.50,++,
120,Tuesday Aug 13,boxscore,CLE,,BOS,L,6,7,10,72-48,2,0.5,Workman,Wittgren,Cashner,4:07,N,26662,1.41,-,
121,Wednesday Aug 14,boxscore,CLE,,BOS,L,1,5,,72-49,2,0.5,Eovaldi,Bieber,,3:18,D,29535,1.49,--,
122,Thursday Aug 15,boxscore,CLE,@,NYY,W,19,5,,73-49,2,0.5,Plutko,Green,,3:28,N,44654,1.58,+,
123,Friday Aug 16,boxscore,CLE,@,NYY,L,2,3,,73-50,2,1.5,Tanaka,Civale,Chapman,2:39,N,45015,1.57,-,
124,Saturday Aug 17,boxscore,CLE,@,NYY,L,5,6,,73-51,2,2.5,Paxton,Plesac,Chapman,2:54,D,47347,1.61,--,
125,Sunday Aug 18,boxscore,CLE,@,NYY,W,8,4,,74-51,2,2.5,Clevinger,Sabathia,,3:40,D,45682,1.66,+,
126,Tuesday Aug 20,boxscore,CLE,@,NYM,L,2,9,,74-52,2,3.0,Matz,Bieber,,2:41,N,33800,1.65,-,
127,Wednesday Aug 21,boxscore,CLE,@,NYM,L-wo,3,4,10,74-53,2,3.0,Avilán,Hand,,3:22,N,28349,1.62,--,
128,Thursday Aug 22,boxscore,CLE,@,NYM,L,0,2,8,74-54,2,3.5,Syndergaard,Civale,Sewald,2:08,N,30998,1.72,---,
129,Friday Aug 23,boxscore,CLE,,KCR,W,4,1,,75-54,2,2.5,Plesac,Junis,Hand,2:50,N,31946,1.76,+,
130,Saturday Aug 24,boxscore,CLE,,KCR,W,4,2,,76-54,2,2.5,Clevinger,Sparkman,Hand,3:07,N,33349,1.87,++,
131,Sunday Aug 25,boxscore,CLE,,KCR,L,8,9,10,76-55,2,3.5,Kennedy,Goody,López,3:39,D,29360,1.77,-,
132,Tuesday Aug 27,boxscore,CLE,@,DET,W,10,1,,77-55,2,3.5,Plutko,Turnbull,,3:12,N,15715,1.75,+,
133,Wednesday Aug 28,boxscore,CLE,@,DET,W,4,2,,78-55,2,3.5,Civale,Farmer,Hand,2:33,N,15834,1.73,++,
134,Thursday Aug 29,boxscore,CLE,@,DET,W,2,0,,79-55,2,3.5,Clevinger,Norris,Hand,2:34,D,16855,1.60,+++,
135,Friday Aug 30,boxscore,CLE,@,TBR,L,0,4,,79-56,2,4.5,Drake,Bieber,,2:52,N,15294,2.02,-,
136,Saturday Aug 31,boxscore,CLE,@,TBR,L,6,9,,79-57,2,4.5,Beeks,Plesac,Pagán,3:18,N,13327,2.20,--,
137,Sunday Sep 1,boxscore,CLE,@,TBR,L,2,8,,79-58,2,5.5,Morton,Plutko,,3:01,D,14922,2.29,---,
138,Monday Sep 2,boxscore,CLE,,CHW,W,11,3,,80-58,2,5.5,Civale,Detwiler,,4:07,N,16149,1.71,+,
139,Tuesday Sep 3,boxscore,CLE,,CHW,L,5,6,,80-59,2,6.5,Marshall,Carrasco,Colomé,3:05,N,17397,1.62,-,
140,Wednesday Sep 4,boxscore,CLE,,CHW,W,8,6,,81-59,2,5.5,Bieber,Nova,Wittgren,3:54,N,25488,1.61,+,
141,Thursday Sep 5,boxscore,CLE,,CHW,L,1,7,,81-60,2,6.5,López,Plesac,,2:38,D,18913,1.68,-,
142,Friday Sep 6,boxscore,CLE,@,MIN,W,6,2,11,82-60,2,5.5,Clippard,Thorpe,,4:16,N,35418,1.81,+,
143,Saturday Sep 7,boxscore,CLE,@,MIN,L,3,5,,82-61,2,6.5,Littell,Cimber,Rogers,3:16,N,39573,2.12,-,
144,Sunday Sep 8,boxscore,CLE,@,MIN,W,5,2,,83-61,2,5.5,Clevinger,Dobnak,Hand,3:07,D,31380,1.78,+,
145,Monday Sep 9,boxscore,CLE,@,LAA,W,6,2,,84-61,2,5.0,Bieber,Sandoval,,3:11,N,35753,1.73,++,
146,Tuesday Sep 10,boxscore,CLE,@,LAA,W,8,0,,85-61,2,5.0,Plesac,Suarez,,2:46,N,35508,1.89,+++,
147,Wednesday Sep 11,boxscore,CLE,@,LAA,W,4,3,,86-61,2,4.0,Carrasco,Peters,Cimber,3:24,N,33952,1.93,++++,
148,Saturday Sep 14 (1),boxscore,CLE,,MIN,L,0,2,,86-62,2,5.5,Littell,Clevinger,Rogers,2:53,D,24258,3.29,-,
149,Saturday Sep 14 (2),boxscore,CLE,,MIN,L,5,9,,86-63,2,5.5,Graterol,Pérez,,3:02,N,31841,2.54,--,
150,Sunday Sep 15,boxscore,CLE,,MIN,W,7,5,,87-63,2,4.5,Wittgren,Romero,Pérez,3:09,D,26414,1.70,+,
151,Tuesday Sep 17,boxscore,CLE,,DET,W,7,2,,88-63,2,5.0,Plutko,Reininger,,2:56,N,19108,1.81,++,
152,Wednesday Sep 18,boxscore,CLE,,DET,W-wo,2,1,10,89-63,2,4.0,Cimber,Cisnero,,2:45,N,15828,1.95,+++,
153,Thursday Sep 19,boxscore,CLE,,DET,W,7,0,,90-63,2,4.0,Clevinger,Norris,,3:17,N,19432,2.23,++++,
154,Friday Sep 20,boxscore,CLE,,PHI,W,5,2,,91-63,2,4.0,Bieber,Smyly,Carrasco,3:01,N,26329,2.37,+++++,
155,Saturday Sep 21,boxscore,CLE,,PHI,L,4,9,,91-64,2,4.0,Vargas,Pérez,,3:17,N,32791,2.36,-,
156,Sunday Sep 22,boxscore,CLE,,PHI,W,10,1,,92-64,2,4.0,Carrasco,Velasquez,,3:04,N,25309,2.05,+,
157,Tuesday Sep 24,boxscore,CLE,@,CHW,W,11,0,,93-64,2,4.0,Clevinger,Fulmer,,3:02,N,13940,2.55,++,
158,Wednesday Sep 25,boxscore,CLE,@,CHW,L,3,8,,93-65,2,5.0,Detwiler,Bieber,Colomé,3:17,N,15980,2.90,-,
159,Thursday Sep 26,boxscore,CLE,@,CHW,L,0,8,,93-66,2,6.0,Osich,Civale,,2:57,N,16273,2.11,--,
160,Friday Sep 27,boxscore,CLE,@,WSN,L,2,8,,93-67,2,7.0,Voth,Goody,,2:44,N,27434,1.01,---,
161,Saturday Sep 28,boxscore,CLE,@,WSN,L,7,10,,93-68,2,8.0,Hudson,Plutko,,3:10,D,38435,.00,----,
162,Sunday Sep 29,boxscore,CLE,@,WSN,L,2,8,,93-69,2,8.0,Ross,Clevinger,,2:50,D,36764,.00,-----,

1,Thursday Mar 28,boxscore,COL,@,MIA,W,6,3,,1-0,1,Tied,Freeland,Ureña,,2:55,D,25423,.97,+,
2,Friday Mar 29,boxscore,COL,@,MIA,W,6,1,,2-0,1,Tied,Márquez,Conley,,3:04,N,6503,.98,++,
3,Saturday Mar 30,boxscore,COL,@,MIA,L,3,7,,2-1,1,Tied,López,Anderson,,3:00,N,7642,1.02,-,
4,Sunday Mar 31,boxscore,COL,@,MIA,L,0,3,,2-2,3,1.0,Alcantara,Gray,Romo,2:32,D,7559,1.03,--,
5,Monday Apr 1,boxscore,COL,@,TBR,L,1,7,,2-3,3,1.0,Yarbrough,Bettis,,2:54,N,10860,.95,---,
6,Tuesday Apr 2,boxscore,COL,@,TBR,L,0,4,,2-4,4,2.0,Snell,Freeland,,2:50,N,10933,.91,----,
7,Wednesday Apr 3,boxscore,COL,@,TBR,W,1,0,11,3-4,3,2.0,Davis,Roe,,3:19,D,11093,.87,+,
8,Friday Apr 5,boxscore,COL,,LAD,L,6,10,,3-5,4,3.0,Maeda,Anderson,,3:52,D,48404,1.06,-,
9,Saturday Apr 6,boxscore,COL,,LAD,L,2,7,,3-6,4,4.0,Buehler,Gray,Jansen,3:19,N,47880,1.01,--,
10,Sunday Apr 7,boxscore,COL,,LAD,L,6,12,,3-7,4,5.0,Kelly,Bettis,,3:52,N,41232,.93,---,
