Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
80,NYM,2019-06-25,@,PHI,L 5-7,43,38,5,12,8,2,0,2,5,1,0,4,6,.316,.372,.526,.898,20,0,0,0,1,0
81,NYM,2019-06-26,@,PHI,L 4-5 (10),43,39,4,10,6,2,0,2,4,2,1,4,6,.256,.326,.462,.787,18,0,0,0,0,0
82,NYM,2019-06-27,@,PHI,L 3-6,35,33,3,5,4,0,0,1,3,0,0,1,11,.152,.200,.242,.442,8,0,1,0,0,0
83,NYM,2019-06-28,,ATL,L 2-6,36,36,2,9,8,0,0,1,2,0,0,0,8,.250,.250,.333,.583,12,0,0,0,0,0
84,NYM,2019-06-29,,ATL,L 4-5,42,36,4,8,4,3,0,1,4,0,0,4,9,.222,.333,.389,.722,14,0,2,0,0,0
85,NYM,2019-06-30,,ATL,W 8-5,39,35,8,13,11,1,0,1,8,2,0,2,9,.371,.410,.486,.896,17,1,1,0,1,0
86,NYM,2019-07-02,,NYY,W 4-2,36,33,4,11,8,2,0,1,4,0,1,3,5,.333,.389,.485,.874,16,2,0,0,0,1
87,NYM,2019-07-03,,NYY,L 1-5,34,33,1,7,5,1,0,1,1,0,0,0,10,.212,.212,.333,.545,11,0,0,1,0,0
88,NYM,2019-07-05,,PHI,L 2-7,35,33,2,7,5,1,0,1,2,0,1,1,7,.212,.257,.333,.590,11,0,1,0,0,0
89,NYM,2019-07-06,,PHI,W 6-5,38,34,6,12,8,4,0,0,5,0,1,1,5,.353,.421,.471,.892,16,0,3,0,0,0
90,NYM,2019-07-07,,PHI,L 3-8,37,33,3,5,2,1,0,2,3,0,0,4,6,.152,.243,.364,.607,12,0,0,0,0,0
91,NYM,2019-07-12,@,MIA,L 4-8,36,31,4,5,4,0,0,1,4,1,0,5,11,.161,.278,.258,.536,8,1,0,0,0,0
92,NYM,2019-07-13,@,MIA,W 4-2,39,33,4,8,5,1,0,2,4,0,1,6,12,.242,.359,.455,.814,15,0,0,0,0,0
93,NYM,2019-07-14,@,MIA,W 6-2,43,38,6,12,8,2,0,2,6,0,0,2,7,.316,.372,.526,.898,20,1,2,0,1,0
94,NYM,2019-07-16,@,MIN,W 3-2,35,32,3,7,6,1,0,0,2,0,0,2,5,.219,.257,.250,.507,8,1,0,0,1,0
95,NYM,2019-07-17,@,MIN,W 14-4,48,45,14,17,7,6,1,3,11,0,0,2,8,.378,.417,.756,1.172,34,1,1,0,0,0
96,NYM,2019-07-18,@,SFG,L 2-3 (16),60,56,2,11,7,3,0,1,1,0,1,4,16,.196,.250,.304,.554,17,2,0,0,0,2
97,NYM,2019-07-19,@,SFG,L 0-1 (10),35,33,0,3,2,1,0,0,0,0,0,1,9,.091,.143,.121,.264,4,0,1,0,0,0
98,NYM,2019-07-20,@,SFG,W 11-4,44,42,11,17,12,0,1,4,11,1,1,1,10,.405,.432,.738,1.170,31,1,1,0,0,0
99,NYM,2019-07-21,@,SFG,L 2-3 (12),44,39,2,5,2,1,0,2,2,0,0,4,14,.128,.209,.308,.517,12,0,0,1,0,0
100,NYM,2019-07-23,,SDP,W 5-2,35,31,5,8,5,0,0,3,5,0,0,3,4,.258,.343,.548,.891,17,0,1,0,0,0
101,NYM,2019-07-24,,SDP,L 2-7,36,31,2,5,2,3,0,0,2,0,0,5,13,.161,.278,.258,.536,8,1,0,0,0,0
102,NYM,2019-07-25,,SDP,W 4-0,42,34,4,12,10,2,0,0,4,0,1,6,6,.353,.452,.412,.864,14,0,1,0,1,2
103,NYM,2019-07-26,,PIT,W 6-3,31,30,6,6,1,0,1,4,6,0,0,0,4,.200,.226,.667,.892,20,0,1,0,0,0
104,NYM,2019-07-27,,PIT,W 3-0,30,28,3,3,0,1,0,2,3,0,0,2,8,.107,.167,.357,.524,10,0,0,0,0,1
105,NYM,2019-07-28,,PIT,W 8-7,40,32,8,8,6,1,0,1,7,1,0,5,7,.250,.375,.375,.750,12,1,2,0,1,0
106,NYM,2019-07-30,@,CHW,W 5-2 (11),49,43,5,12,9,1,0,2,5,1,0,4,8,.279,.354,.442,.796,19,1,1,1,0,0
107,NYM,2019-07-31,@,CHW,W 4-2,39,34,4,6,5,1,0,0,4,0,0,5,11,.176,.282,.206,.488,7,1,0,0,0,0
108,NYM,2019-08-01,@,CHW,W 4-0,35,32,4,8,6,1,0,1,4,0,0,3,7,.250,.314,.375,.689,12,2,0,0,0,0
109,NYM,2019-08-02,@,PIT,L 4-8,39,35,4,9,6,3,0,0,3,0,1,3,6,.257,.316,.343,.659,12,0,0,1,0,0
110,NYM,2019-08-03,@,PIT,W 7-5,42,38,7,11,5,4,0,2,7,1,0,3,10,.289,.357,.553,.910,21,1,1,0,0,1
111,NYM,2019-08-04,@,PIT,W 13-2,46,43,13,16,7,6,0,3,11,0,0,2,11,.372,.413,.721,1.134,31,0,1,0,0,0
112,NYM,2019-08-05 (1),,MIA,W 6-2,38,29,6,6,4,0,0,2,6,0,0,6,8,.207,.368,.414,.782,12,0,2,0,1,0
113,NYM,2019-08-05 (2),,MIA,W 5-4,35,31,5,8,4,1,0,3,5,1,0,3,8,.258,.343,.581,.924,18,1,1,0,0,0
114,NYM,2019-08-06,,MIA,W 5-0,34,31,5,8,3,3,0,2,5,0,0,3,8,.258,.324,.548,.872,17,1,0,0,0,0
115,NYM,2019-08-07,,MIA,W 7-2,36,34,7,10,5,1,0,4,7,0,0,1,8,.294,.333,.676,1.010,23,0,1,0,0,0
116,NYM,2019-08-09,,WSN,W 7-6,39,37,7,11,6,2,0,3,7,1,0,2,7,.297,.333,.595,.928,22,0,0,0,0,0
117,NYM,2019-08-10,,WSN,W 4-3,32,29,4,5,2,0,0,3,4,0,0,2,9,.172,.219,.483,.702,14,0,0,0,1,1
118,NYM,2019-08-11,,WSN,L 4-7,39,35,4,9,6,3,0,0,4,0,0,2,8,.257,.308,.343,.651,12,0,1,0,1,0
119,NYM,2019-08-13,@,ATL,L 3-5,39,35,3,10,8,2,0,0,3,0,0,3,8,.286,.359,.343,.702,12,1,1,0,0,0
120,NYM,2019-08-14,@,ATL,L 4-6,41,38,4,12,11,1,0,0,4,1,0,2,10,.316,.366,.342,.708,13,2,1,0,0,0
121,NYM,2019-08-15,@,ATL,W 10-8,51,46,10,23,18,2,1,2,10,0,0,4,6,.500,.540,.717,1.257,33,2,0,1,0,0
122,NYM,2019-08-16,@,KCR,L 1-4,37,33,1,8,8,0,0,0,1,0,0,3,6,.242,.324,.242,.567,8,2,1,0,0,0
123,NYM,2019-08-17,@,KCR,W 4-1,41,36,4,11,9,1,1,0,4,1,0,3,9,.306,.390,.389,.779,14,2,2,0,0,1
124,NYM,2019-08-18,@,KCR,W 11-5,42,39,11,16,8,5,1,2,11,0,1,2,6,.410,.439,.744,1.183,29,1,0,1,0,1
125,NYM,2019-08-20,,CLE,W 9-2,37,34,9,9,5,2,0,2,9,0,0,3,8,.265,.324,.500,.824,17,0,0,0,0,0
126,NYM,2019-08-21,,CLE,W 4-3 (10),42,37,4,9,6,3,0,0,4,0,0,4,8,.243,.317,.324,.641,12,0,0,1,0,1
127,NYM,2019-08-22,,CLE,W 2-0 (8),28,26,2,5,3,2,0,0,2,1,0,1,3,.192,.250,.269,.519,7,0,1,0,0,0
128,NYM,2019-08-23,,ATL,L 1-2 (14),52,47,1,6,4,1,0,1,1,2,0,4,14,.128,.212,.213,.424,10,1,1,0,0,1
129,NYM,2019-08-24,,ATL,L 5-9,37,37,5,11,7,3,0,1,5,0,1,0,8,.297,.297,.459,.757,17,0,0,0,0,0
130,NYM,2019-08-25,,ATL,L 1-2,35,31,1,7,6,1,0,0,1,0,0,3,7,.226,.314,.258,.572,8,3,1,0,0,0
131,NYM,2019-08-27,,CHC,L 2-5,34,32,2,6,3,0,1,2,2,0,0,1,7,.188,.212,.438,.650,14,0,0,1,0,0
132,NYM,2019-08-28,,CHC,L 7-10,45,40,7,14,9,3,0,2,7,0,0,3,6,.350,.422,.575,.997,23,1,2,0,0,0
133,NYM,2019-08-29,,CHC,L 1-4,35,32,1,5,3,1,0,1,1,0,1,3,7,.156,.229,.281,.510,9,0,0,0,0,0
134,NYM,2019-08-30,@,PHI,W 11-5,44,39,11,12,7,2,0,3,11,0,0,4,9,.308,.386,.590,.976,23,0,1,0,0,0
135,NYM,2019-08-31,@,PHI,W 6-3,45,41,6,13,9,4,0,0,6,0,0,3,6,.317,.378,.415,.792,17,1,1,0,0,0
136,NYM,2019-09-01,@,PHI,L 2-5,33,29,2,4,2,1,0,1,1,0,0,3,5,.138,.219,.276,.495,8,1,0,1,0,0
137,NYM,2019-09-02,@,WSN,W 7-3,43,38,7,11,7,3,0,1,7,0,0,5,12,.289,.372,.447,.819,17,0,0,0,0,0
138,NYM,2019-09-03,@,WSN,L 10-11,39,35,10,11,5,2,0,4,10,1,0,3,7,.314,.359,.714,1.073,25,1,0,0,1,0
139,NYM,2019-09-04,@,WSN,W 8-4,43,37,8,13,8,2,0,3,7,1,0,6,2,.351,.442,.649,1.091,24,2,0,0,0,1
140,NYM,2019-09-06,,PHI,W 5-4,38,32,5,10,9,0,0,1,5,0,1,3,9,.313,.389,.406,.795,13,1,1,2,0,0
141,NYM,2019-09-07,,PHI,L 0-5,36,33,0,6,5,1,0,0,0,1,0,3,7,.182,.250,.212,.462,7,1,0,0,0,0
142,NYM,2019-09-08,,PHI,L 7-10,48,39,7,14,11,1,0,2,7,0,0,7,11,.359,.458,.538,.997,21,1,1,0,1,0
143,NYM,2019-09-09,,ARI,W 3-1,32,29,3,9,5,2,0,2,3,0,0,2,7,.310,.375,.586,.961,17,4,1,0,0,1
144,NYM,2019-09-10,,ARI,W 3-2,31,29,3,5,1,4,0,0,3,0,0,2,12,.172,.226,.310,.536,9,0,0,0,0,0
145,NYM,2019-09-11,,ARI,W 9-0,39,34,9,11,2,4,0,5,9,2,0,4,5,.324,.410,.882,1.293,30,1,1,0,0,0
146,NYM,2019-09-12,,ARI,W 11-1,38,35,11,11,5,0,0,6,11,0,0,3,7,.314,.368,.829,1.197,29,1,0,0,0,0
147,NYM,2019-09-13,,LAD,L 2-9,36,32,2,5,4,0,0,1,2,0,0,4,6,.156,.250,.250,.500,8,0,0,0,0,0
148,NYM,2019-09-14,,LAD,W 3-0,30,27,3,3,2,1,0,0,3,0,0,1,9,.111,.200,.148,.348,4,0,2,0,0,0
149,NYM,2019-09-15,,LAD,L 2-3,33,29,2,3,2,0,1,0,2,0,0,3,5,.103,.212,.172,.385,5,1,1,0,0,0
150,NYM,2019-09-16,@,COL,L 4-9,39,36,4,9,5,2,0,2,4,0,0,3,9,.250,.308,.472,.780,17,0,0,0,0,1
151,NYM,2019-09-17,@,COL,W 6-1,36,33,6,11,7,1,0,3,6,0,0,3,4,.333,.389,.636,1.025,21,3,0,0,0,0
152,NYM,2019-09-18,@,COL,W 7-4,42,35,7,10,7,1,0,2,6,0,0,6,4,.286,.405,.486,.890,17,1,1,0,0,0
153,NYM,2019-09-20,@,CIN,W 8-1,43,37,8,10,5,2,0,3,8,0,0,6,9,.270,.372,.568,.940,21,0,0,0,0,1
154,NYM,2019-09-21,@,CIN,L 2-3,33,30,2,3,2,1,0,0,2,0,0,1,12,.100,.156,.133,.290,4,0,1,1,0,0
155,NYM,2019-09-22,@,CIN,W 6-3,40,36,6,9,1,5,0,3,6,1,0,2,9,.250,.325,.639,.964,23,0,2,0,0,2
156,NYM,2019-09-23,,MIA,L 4-8,42,36,4,9,7,1,0,1,4,0,0,6,7,.250,.357,.361,.718,13,0,0,0,0,0
157,NYM,2019-09-24,,MIA,W 5-4 (11),46,41,5,9,6,1,0,2,5,1,0,4,9,.220,.304,.390,.695,16,0,1,0,0,1
158,NYM,2019-09-25,,MIA,W 10-3,41,34,10,12,5,6,0,1,10,0,0,4,10,.353,.415,.618,1.032,21,0,1,0,2,0
159,NYM,2019-09-26,,MIA,L 2-4,35,29,2,5,4,1,0,0,2,1,1,4,12,.172,.286,.207,.493,6,1,1,0,1,0
160,NYM,2019-09-27,,ATL,W 4-2,36,31,4,9,4,3,0,2,4,0,0,4,7,.290,.389,.581,.970,18,1,1,0,0,0
161,NYM,2019-09-28,,ATL,W 3-0,28,26,3,4,2,0,0,2,3,0,1,2,11,.154,.214,.385,.599,10,1,0,0,0,0
162,NYM,2019-09-29,,ATL,W 7-6 (11),47,44,7,15,11,1,0,3,7,0,1,2,13,.341,.362,.568,.930,25,0,0,0,1,0

1,NYY,2019-03-28,,BAL,W 7-2,39,29,7,9,6,1,0,2,6,0,0,8,8,.310,.462,.552,1.013,16,2,1,0,1,0
2,NYY,2019-03-30,,BAL,L 3-5,41,35,3,10,8,1,0,1,3,0,0,6,9,.286,.390,.400,.790,14,2,0,0,0,0
3,NYY,2019-03-31,,BAL,L 5-7,46,37,5,9,7,1,0,1,5,0,0,8,14,.243,.391,.351,.743,13,0,1,0,0,0
4,NYY,2019-04-01,,DET,W 3-1,33,29,3,5,2,1,0,2,2,1,0,4,8,.172,.273,.414,.687,12,0,0,0,0,0
5,NYY,2019-04-02,,DET,L 1-3,34,31,1,6,5,1,0,0,1,1,0,1,8,.194,.235,.226,.461,7,0,1,0,1,1
6,NYY,2019-04-03,,DET,L 1-2,35,31,1,5,4,1,0,0,1,1,1,4,18,.161,.257,.194,.451,6,0,0,0,0,0
7,NYY,2019-04-04,@,BAL,W 8-4,41,37,8,12,7,1,0,4,8,0,1,3,7,.324,.390,.676,1.066,25,0,1,0,0,0
8,NYY,2019-04-06,@,BAL,W 6-4,39,35,6,11,6,2,0,3,6,0,0,3,7,.314,.385,.629,1.013,22,1,1,0,0,0
9,NYY,2019-04-07,@,BAL,W 15-3,50,40,15,15,4,4,0,7,15,0,0,9,3,.375,.500,1.000,1.500,40,2,1,0,0,0
10,NYY,2019-04-08,@,HOU,L 3-4,38,35,3,8,6,1,0,1,3,1,0,3,8,.229,.289,.343,.632,12,0,0,0,0,0
11,NYY,2019-04-09,@,HOU,L 3-6,34,31,3,5,3,1,0,1,3,0,0,3,9,.161,.235,.290,.526,9,1,0,0,0,0
12,NYY,2019-04-10,@,HOU,L 6-8,40,35,6,10,6,2,0,2,6,0,0,3,13,.286,.325,.514,.839,18,0,0,0,2,0
13,NYY,2019-04-12,,CHW,L 6-9 (7),30,24,6,7,5,1,0,1,6,0,0,4,7,.292,.400,.458,.858,11,0,1,0,1,0
14,NYY,2019-04-13,,CHW,W 4-0,32,29,4,7,6,0,0,1,4,0,0,1,7,.241,.258,.345,.603,10,1,0,1,1,0
15,NYY,2019-04-14,,CHW,L 2-5,33,31,2,4,3,1,0,0,2,0,0,2,7,.129,.182,.161,.343,5,1,0,0,0,0
16,NYY,2019-04-16,,BOS,W 8-0,38,34,8,11,5,3,0,3,8,1,0,2,7,.324,.378,.676,1.055,23,0,1,1,0,0
17,NYY,2019-04-17,,BOS,W 5-3,33,30,5,5,2,2,0,1,5,0,0,3,10,.167,.242,.333,.576,10,0,0,0,0,0
18,NYY,2019-04-18,,KCR,L 1-6,34,30,1,4,4,0,0,0,1,0,0,3,10,.133,.206,.133,.339,4,1,0,0,1,0
19,NYY,2019-04-19,,KCR,W 6-2,35,28,6,8,4,2,0,2,4,1,0,5,3,.286,.400,.571,.971,16,3,1,0,1,0
20,NYY,2019-04-20,,KCR,W 9-2,42,38,9,14,7,3,0,4,9,0,0,4,7,.368,.429,.763,1.192,29,0,0,0,0,0
21,NYY,2019-04-21,,KCR,W 7-6 (10),44,39,7,12,8,3,0,1,6,0,0,3,9,.308,.372,.462,.834,18,0,1,1,0,0
22,NYY,2019-04-22,@,LAA,W 4-3 (14),53,46,4,5,2,2,0,1,4,2,0,5,14,.109,.189,.217,.406,10,0,0,0,2,2
23,NYY,2019-04-23,@,LAA,W 7-5,46,41,7,14,9,1,1,3,7,1,0,5,10,.341,.413,.634,1.047,26,0,0,0,0,0
24,NYY,2019-04-24,@,LAA,W 6-5,38,33,6,7,6,1,0,0,5,2,0,4,13,.212,.289,.242,.532,8,0,0,0,1,0
25,NYY,2019-04-25,@,LAA,L 5-11,43,35,5,9,8,0,0,1,4,5,0,7,8,.257,.395,.343,.738,12,1,1,0,0,0
26,NYY,2019-04-26,@,SFG,W 7-3,41,38,7,15,10,4,0,1,7,0,0,1,7,.395,.410,.579,.989,22,1,0,2,0,0
27,NYY,2019-04-27,@,SFG,W 6-4,38,31,6,8,4,3,0,1,6,1,0,5,8,.258,.378,.452,.830,14,2,1,1,0,0
28,NYY,2019-04-28,@,SFG,W 11-5,46,40,11,14,12,0,0,2,10,1,0,5,11,.350,.435,.500,.935,20,2,1,0,0,0
29,NYY,2019-04-30,@,ARI,L 1-3,31,30,1,5,3,2,0,0,1,0,1,1,9,.167,.194,.233,.427,7,1,0,0,0,0
30,NYY,2019-05-01,@,ARI,L 2-3,37,32,2,7,4,2,0,1,2,0,0,5,3,.219,.324,.375,.699,12,2,0,0,0,0
31,NYY,2019-05-03,,MIN,W 6-3,34,29,6,8,6,0,0,2,5,0,0,2,9,.276,.364,.483,.846,14,2,2,1,0,0
32,NYY,2019-05-04,,MIN,L 3-7,36,32,3,7,5,1,0,1,2,0,0,4,9,.219,.306,.344,.649,11,1,0,0,0,0
33,NYY,2019-05-05,,MIN,W 4-1 (8),32,26,4,6,5,0,0,1,3,0,0,6,11,.231,.375,.346,.721,9,1,0,0,0,0
34,NYY,2019-05-06,,SEA,W 7-3,32,31,7,9,3,2,1,3,7,0,0,1,5,.290,.313,.710,1.022,22,3,0,0,0,0
35,NYY,2019-05-07,,SEA,W 5-4,37,33,5,9,7,1,0,1,4,1,0,3,6,.273,.351,.394,.745,13,1,1,0,0,0
36,NYY,2019-05-08,,SEA,L 1-10,32,30,1,5,4,1,0,0,1,0,0,1,4,.167,.188,.200,.388,6,1,0,0,1,0
37,NYY,2019-05-09,,SEA,W 3-1,34,33,3,9,7,2,0,0,3,1,0,1,4,.273,.294,.333,.627,11,0,0,0,0,1
38,NYY,2019-05-10,@,TBR,W 4-3,37,34,4,7,6,1,0,0,3,1,1,2,12,.206,.270,.235,.506,8,1,1,0,0,0
39,NYY,2019-05-11,@,TBR,L 2-7,32,29,2,5,2,2,0,1,2,0,0,1,6,.172,.250,.345,.595,10,2,2,0,0,0
40,NYY,2019-05-12,@,TBR,W 7-1,41,34,7,9,5,3,0,1,6,0,0,5,17,.265,.350,.441,.791,15,0,0,1,1,1
41,NYY,2019-05-15 (1),,BAL,W 5-3,33,32,5,7,3,0,0,4,5,0,0,1,6,.219,.242,.594,.836,19,0,0,0,0,0
42,NYY,2019-05-15 (2),,BAL,W 3-1,33,31,3,7,4,2,0,1,3,0,1,2,10,.226,.273,.387,.660,12,0,0,0,0,0
43,NYY,2019-05-17,,TBR,W 4-3,36,35,4,9,5,2,0,2,3,1,0,1,8,.257,.278,.486,.763,17,0,0,0,0,1
44,NYY,2019-05-18,,TBR,L 1-2 (11),40,38,1,8,8,0,0,0,0,0,0,2,15,.211,.250,.211,.461,8,2,0,0,0,0
45,NYY,2019-05-19,,TBR,W 13-5,45,36,13,10,4,2,1,3,12,1,0,9,9,.278,.422,.639,1.061,23,0,0,0,0,1
46,NYY,2019-05-20,@,BAL,W 10-7,41,36,10,11,7,1,0,3,9,0,0,4,5,.306,.366,.583,.949,21,0,0,0,1,0
47,NYY,2019-05-21,@,BAL,W 11-4,42,38,11,12,8,1,0,3,11,0,0,4,10,.316,.381,.579,.960,22,1,0,0,0,0
48,NYY,2019-05-22,@,BAL,W 7-5,43,39,7,13,5,3,0,5,7,0,0,4,6,.333,.395,.795,1.190,31,1,0,0,0,0
49,NYY,2019-05-23,@,BAL,W 6-5,39,33,6,8,5,1,0,2,6,1,0,6,8,.242,.359,.455,.814,15,2,0,0,0,0
50,NYY,2019-05-25 (1),@,KCR,W 7-3,40,36,7,10,6,2,1,1,7,1,0,3,10,.278,.325,.472,.797,17,0,0,0,1,0
51,NYY,2019-05-25 (2),@,KCR,W 6-5,43,35,6,10,9,1,0,0,6,1,0,7,7,.286,.419,.314,.733,11,2,1,0,0,0
52,NYY,2019-05-26,@,KCR,L 7-8 (10),44,40,7,11,9,1,0,1,7,0,0,4,7,.275,.341,.375,.716,15,2,0,0,0,0
53,NYY,2019-05-27,,SDP,W 5-2,35,31,5,7,2,2,0,3,4,0,0,4,12,.226,.314,.581,.895,18,0,0,0,0,0
54,NYY,2019-05-28,,SDP,L 4-5,37,34,4,8,7,0,0,1,4,0,0,2,7,.235,.297,.324,.621,11,1,1,0,0,0
55,NYY,2019-05-29,,SDP,W 7-0,38,34,7,10,5,0,1,4,6,2,0,2,9,.294,.342,.706,1.048,24,0,1,0,1,0
56,NYY,2019-05-31,,BOS,W 4-1,32,30,4,8,5,2,0,1,4,0,1,2,13,.267,.313,.433,.746,13,1,0,0,0,0
57,NYY,2019-06-01,,BOS,W 5-3,37,35,5,11,10,0,0,1,5,0,0,1,10,.314,.351,.400,.751,14,0,1,0,0,0
58,NYY,2019-06-02,,BOS,L 5-8,37,32,5,8,7,0,0,1,4,0,1,3,9,.250,.297,.344,.641,11,0,0,0,2,0
59,NYY,2019-06-04,@,TOR,L 3-4,41,34,3,8,3,3,0,2,3,0,0,7,10,.235,.366,.500,.866,17,0,0,0,0,0
60,NYY,2019-06-05,@,TOR,L 7-11,40,36,7,9,7,0,0,2,7,0,0,4,9,.250,.325,.417,.742,15,0,0,0,0,0
61,NYY,2019-06-06,@,TOR,W 6-2,40,36,6,8,3,3,0,2,6,0,0,4,7,.222,.300,.472,.772,17,0,0,0,0,0
62,NYY,2019-06-07,@,CLE,L 2-5,32,31,2,6,4,1,0,1,2,0,0,1,8,.194,.219,.323,.541,10,1,0,0,0,0
63,NYY,2019-06-08,@,CLE,L 4-8,35,32,4,5,2,2,0,1,4,0,0,2,5,.156,.200,.313,.513,10,0,0,0,1,0
64,NYY,2019-06-09,@,CLE,W 7-6 (10),48,38,7,11,5,5,0,1,7,0,1,9,13,.289,.417,.500,.917,19,1,0,0,1,1
65,NYY,2019-06-11 (1),,NYM,W 12-5,43,40,12,15,6,5,1,3,12,1,0,3,7,.375,.419,.775,1.194,31,0,0,0,0,0
66,NYY,2019-06-11 (2),,NYM,L 4-10,39,36,4,9,8,0,0,1,4,0,0,3,8,.250,.308,.333,.641,12,0,0,0,0,0
67,NYY,2019-06-13,@,CHW,L 4-5,37,35,4,9,7,1,0,1,3,0,1,2,12,.257,.297,.371,.669,13,1,0,0,0,0
68,NYY,2019-06-14,@,CHW,L 2-10,37,32,2,7,5,1,0,1,2,0,0,5,8,.219,.324,.344,.668,11,2,0,0,0,0
69,NYY,2019-06-15,@,CHW,W 8-4,42,34,8,10,6,2,0,2,8,1,0,7,7,.294,.405,.529,.934,18,2,0,0,1,1
70,NYY,2019-06-16,@,CHW,W 10-3,45,38,10,12,9,2,0,1,10,0,1,6,8,.316,.422,.447,.870,17,0,1,0,0,0
71,NYY,2019-06-17,,TBR,W 3-0,33,31,3,8,5,1,0,2,3,0,0,2,9,.258,.303,.484,.787,15,1,0,0,0,0
72,NYY,2019-06-18,,TBR,W 6-3,37,34,6,11,8,1,0,2,6,0,0,2,8,.324,.351,.529,.881,18,0,0,0,1,0
73,NYY,2019-06-19,,TBR,W 12-1,40,32,12,9,6,1,0,2,12,1,0,7,7,.281,.425,.500,.925,16,1,1,0,0,0
74,NYY,2019-06-20,,HOU,W 10-6,41,36,10,12,6,2,0,4,10,1,0,5,10,.333,.415,.722,1.137,26,0,0,0,0,0
75,NYY,2019-06-21,,HOU,W 4-1,31,31,4,8,4,2,0,2,4,0,0,0,12,.258,.258,.516,.774,16,1,0,0,0,0
76,NYY,2019-06-22,,HOU,W 7-5,35,30,7,7,5,0,0,2,7,0,0,4,12,.233,.324,.433,.757,13,1,0,0,0,0
77,NYY,2019-06-23,,HOU,L 4-9,34,32,4,6,4,0,1,1,4,0,0,2,11,.188,.235,.344,.579,11,1,0,0,0,0
78,NYY,2019-06-24,,TOR,W 10-8,44,37,10,13,9,2,0,2,10,0,0,7,7,.351,.455,.568,1.022,21,0,0,0,0,0
79,NYY,2019-06-25,,TOR,W 4-3,34,31,4,10,5,0,1,4,4,0,0,2,4,.323,.382,.774,1.157,24,0,1,0,0,1
80,NYY,2019-06-26,,TOR,W 8-7,44,40,8,16,12,2,0,2,8,0,0,3,10,.400,.432,.600,1.032,24,0,0,0,1,0
81,NYY,2019-06-29,@,BOS,W 17-13,51,45,17,19,9,7,0,3,17,0,0,6,11,.422,.490,.778,1.268,35,1,0,0,0,0
82,NYY,2019-06-30,@,BOS,W 12-8,50,40,12,13,9,3,0,1,11,0,0,9,10,.325,.440,.475,.915,19,0,0,0,1,1
83,NYY,2019-07-02,@,NYM,L 2-4,35,31,2,6,5,1,0,0,2,1,0,2,10,.194,.242,.226,.468,7,0,0,2,0,0
84,NYY,2019-07-03,@,NYM,W 5-1,40,36,5,10,5,3,0,2,5,0,0,4,11,.278,.350,.528,.878,19,2,0,0,0,0
85,NYY,2019-07-04,@,TBR,W 8-4 (10),41,37,8,8,5,1,0,2,8,0,1,4,12,.216,.293,.405,.698,15,0,0,0,0,0
86,NYY,2019-07-05,@,TBR,W 8-4 (11),44,44,8,14,8,2,0,4,8,0,1,0,8,.318,.318,.636,.955,28,2,0,0,0,0
87,NYY,2019-07-06,@,TBR,L 3-4,40,33,3,8,4,2,0,2,3,2,1,7,11,.242,.375,.485,.860,16,1,0,0,0,0
88,NYY,2019-07-07,@,TBR,L 1-2,33,32,1,5,3,1,0,1,1,0,0,1,14,.156,.182,.281,.463,9,0,0,0,0,0
89,NYY,2019-07-12,,TOR,W 4-0,36,33,4,10,4,5,1,0,4,0,1,2,5,.303,.361,.515,.876,17,0,1,0,0,0
90,NYY,2019-07-13,,TOR,L 1-2,39,34,1,8,8,0,0,0,1,0,0,3,8,.235,.333,.235,.569,8,0,2,0,0,0
91,NYY,2019-07-14,,TOR,W 4-2,34,32,4,10,8,1,0,1,3,0,1,2,10,.313,.353,.438,.790,14,1,0,0,0,0
92,NYY,2019-07-15,,TBR,L 4-5,39,34,4,8,5,0,0,3,4,0,0,5,10,.235,.333,.500,.833,17,1,0,0,0,0
93,NYY,2019-07-16,,TBR,W 8-3,34,30,8,8,3,1,0,4,8,0,0,4,10,.267,.353,.700,1.053,21,1,0,0,0,1
94,NYY,2019-07-18 (1),,TBR,W 6-2,37,35,6,10,5,3,0,2,6,0,0,2,9,.286,.324,.543,.867,19,0,0,0,0,0
95,NYY,2019-07-18 (2),,TBR,W 5-1,34,28,5,6,3,2,0,1,4,0,0,6,4,.214,.353,.393,.746,11,1,0,0,0,0
96,NYY,2019-07-19,,COL,W 8-2,40,36,8,12,9,1,0,2,8,1,0,4,8,.333,.400,.528,.928,19,1,0,0,0,0
97,NYY,2019-07-20,,COL,W 11-5,44,38,11,14,11,3,0,0,10,1,0,5,11,.368,.455,.447,.902,17,0,1,0,0,0
98,NYY,2019-07-21,,COL,L 4-8,34,31,4,4,1,0,0,3,4,0,0,3,6,.129,.206,.419,.625,13,0,0,0,0,0
99,NYY,2019-07-22,@,MIN,L 6-8,41,36,6,13,7,3,0,3,6,0,0,5,8,.361,.439,.694,1.133,25,2,0,0,0,0
100,NYY,2019-07-23,@,MIN,W 14-12 (10),54,48,14,20,11,7,0,2,13,1,0,6,9,.417,.481,.688,1.169,33,2,0,0,0,0
101,NYY,2019-07-24,@,MIN,W 10-7,43,40,10,15,6,4,2,3,10,0,0,2,11,.375,.395,.800,1.195,32,1,0,0,1,0
102,NYY,2019-07-25,@,BOS,L 3-19,35,34,3,7,4,2,0,1,3,0,0,1,9,.206,.229,.353,.582,12,0,0,0,0,0
